,SMIELS_TRAIN,Actual,Predict
288,C/C=C\C(C)C,329.45,341.87
418,CCC(C)CCC(C)C,409.15,416.78333333333336
162,CC=CC(C)C(C)C=CC,426.65,430.4833333333333
391,CC1CCCCC1C,402.95,405.39
505,CCCCCCCCCCC=C,486.95,487.54999999999995
138,CCC/C=C/CCC,395.45,405.0833333333333
62,CC(=CC(C)(C)C)C,378.05,374.96999999999997
135,C1=CC=C2C=CC=CC2=C1,491.05,491.05
128,CC1(CCC(C1)(C)C)C,391.15,392.93333333333334
543,C1CC2CCCC(C1)C2,442.65,445.4833333333333
8,C1CC=C1,275.15,279.28999999999996
326,CCCC=C=C,349.15,351.95
344,C/C=C\C(C)(C)C,353.55,357.7055555555555
64,CC(C)C(=C(C)C)C,389.65,374.96999999999997
300,CC1CCC(C1)C,363.95,366.57
14,C1CC=CC1,317.35,317.35
156,CC1=CCC(C=C1)C(C)C,445.15,452.15
40,CCCCCC#C,372.85,375.49
379,CC1CCCC1(C)C,387.15,379.97499999999997
187,C1CCC2CCCCC2C1,428.65,462.65
478,CCCCC(CC)C(C)C,436.15,431.1499999999999
216,CCCC(C)CC(C)C,406.05,405.0833333333333
409,CCCC(C)CC,364.15,362.7
279,CCC(=C=C)C,343.15,337.3375
52,C=CC1CCC1C=C,385.65,402.54999999999995
513,C/C=C/C,273.95,275.4
337,C1CCCCCC1,391.55,411.875
236,CCCCC/C=C\CCCC,465.45,466.75
207,CCCC(C)(C)C(C)(C)C,433.45,438.29999999999995
212,CC1=CC2=CC=CC=C2C=C1,514.25,514.25
295,CCCC(C)C,333.35,344.8
528,CCC/C=C/C,341.05,357.7055555555555
251,C1CCC1,285.75,285.75
551,CCCCCCC(C)CC,441.05,441.05
461,CC(C)CCCCC(C)C,433.05,435.18333333333334
455,CCCC(CC)CC(C)C,431.15,432.54999999999995
557,CCCCCCCCC#CC,477.35,471.75
303,C=C1CCCC1,348.65,354.34999999999997
350,CC=C(C)C(C)C,362.15,357.7055555555555
269,CCCC=C,308.15,317.81
483,CCC(CC)C(CC)CC,437.05,420.98333333333335
445,CCC(CC)C(C)C(C)C,435.15,416.78333333333336
201,CC(C)CC(C)C(C)(C)C,421.55,423.95
161,CC1=CCC(=C(C)C)CC1,459.15,452.15
43,C1C2CC2C3C1C3,378.15,392.93333333333334
217,CC(C)CC(C)CC(C)C,420.75,422.6499999999999
401,CC(C)C(C)C(C)C,386.65,367.2357142857142
190,CC1CCC(CC1)C(C)C,443.85,442.93
476,CCCCCCC1CCCC1,476.15,462.65
309,C1CCCCC1,353.85,353.85
259,CC=C(C)C,311.65,311.65
105,C=CCCCCCC=C,415.65,415.65
53,CC1CCC(=C1)C,365.15,365.15
389,CC(C)C1CCCC1,399.65,403.13571428571424
1,CC,184.55,184.55
520,C/C=C/C=C\C,356.65,356.65
359,CCCC(C)C=C,357.05,363.55
49,C1CC2CCC1C2,378.45,375.04999999999995
419,CC1CCCC(C1)(C)C,409.75,420.98333333333335
80,CCCC(=C(C)C)C,394.95,396.8500000000001
205,CCC(C)C(C)C(C)(C)C,430.15,407.01666666666665
34,CC(=C(C)C)C,346.45,346.45
430,CC1(C2CC3C1C3C2)C,411.15,416.78333333333336
263,CC=CC=C,315.15,319.7214285714286
508,C1CCCCCCCCCCC1,520.15,520.15
427,CCCC(C)C(C)CC,413.75,405.0833333333333
454,CCCCC(C)(C)CCC,430.65,436.11
366,CCCC/C=C\CC,396.05,416.78333333333336
91,CCCCCC#CCC,430.25,427.05
339,CC(C)C(C)(C)C,353.95,344.8
345,CC(C)C(C)C=C,353.95,346.89444444444445
241,CCCCCCCCCCC#C,488.15,487.54999999999995
13,CC1=CCC1,310.15,310.15
315,C=CCCC=C,332.55,346.89444444444445
387,CC1CCC(C1C)C,396.15,376.5
273,CC(C)C(C)C,331.05,317.81
166,C/C=C(/C)\CCC=C(C)C,441.15,441.15
554,CCCCCC#CCCCC,471.15,471.15
484,CCCCCC(C)C(C)C,437.45,435.18333333333334
545,CCC1CCCCC1C,424.85,427.5
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,453.15
243,C1CC2=CC=CC3=C2C1=CC=C3,552.15,552.15
189,C1CCC2CCCCC2C1,468.95,462.65
475,CC(C)CCC1CCCCC1,469.65,469.65
510,C#C,188.45,188.45
58,C=CCCCCC=C,388.65,396.85
474,C1CCC(CC1)C2CCCC2,488.25,488.25
252,CC(=C)C,266.25,263.85
21,CCC(C)C#C,330.85,330.4
313,C1C=CC=CC=C1,390.15,390.15
459,CCCC(C)CC(C)CC,432.55,436.11
160,CCC(C)(CC)C(C)C,417.85,404.8
276,CCC1(CC1)C,329.95,330.4
191,CC(C)(C)C1CCCCC1,444.65,436.11
385,CCC1CCC(C1)C,394.15,403.13571428571424
413,CCC(CC)CC(C)C,406.95,403.13571428571424
491,CCCCC(C)CCCC,438.25,440.2
343,CCC(C)(C)C=C,350.65,351.95
308,CC1CCCC1,344.95,354.34999999999997
130,CCC(C)CC(C)(C)C,399.65,401.75
99,CCC=C(C)C=C(C)C,411.15,413.15
372,C/C=C/CC(C)C,361.25,363.55
87,CCC(C)CCC=C,386.45,403.13571428571424
458,CCCC(CCC)C(C)C,432.05,432.05
330,CCC=C=CC,351.15,351.95
214,CCC(C)(C)C(C)(C)CC,443.15,438.29999999999995
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,535.15
121,CCCCCCCC=C,420.05,427.05
20,CC(C)(C)C#C,310.85,319.7214285714286
71,CC=CC(C)C(C)C,382.15,391.525
106,CC=C1CC2CC1C=C2,419.15,431.1499999999999
270,CC/C=C/C,309.45,319.7214285714286
435,CCCCCC(C)CC,417.35,423.1
102,CCC(CC=C)C(=C)C,418.15,418.15
