,SMIELS_TRAIN,Actual,Predict
202,CC(C)CC(C)(C)C(C)C,426.25,426.24603
323,CC/C=C/C=C,346.35,345.6721
246,C=C=C,238.75,238.4697
363,CC/C=C\C(C)C,359.15,359.06885
353,CCC(=C(C)C)C,370.65,370.47208
526,CC/C=C/CC,340.25,340.8598
356,CCC(C)(C)CC,359.15,359.02856
470,CCCCCC/C=C/CCC,466.15,465.88495
472,CCCCCCCC/C=C\C,469.25,468.041
125,CC(C)C(C)C(C)(C)C,406.15,405.6403
511,CC#C,249.95,247.31221
223,CCC(CC(C)C)C(C)C,427.25,428.06552
498,CCC1=CC=CC2=CC=CC=C21,531.75,531.6273
219,CC(C)CCCC(C)(C)C,422.05,421.25272
129,CC(C)CCC(C)(C)C,397.15,397.4086
500,CCCCCCCCCCC,469.05,469.44876
342,C/C=C/C(C)(C)C,349.85,350.03027
390,CC1CCCCC1C,396.65,399.7088
450,CCC(CC)(CC)C(C)C,445.15,444.3218
549,CCCCCC(CC)CC,439.65,440.32507
423,CC1CC(CC(C1)C)C,411.65,412.13013
349,CCC(=C)C(C)C,362.15,361.23022
294,CC/C(=C/C)/C,343.55,342.6932
437,CC1CCCCC1(C)C,418.35,417.77292
403,CC(C)CCC(C)C,382.25,382.33447
361,CC(C)CCC=C,358.45,357.7507
112,CCCC=CCC(C)C,412.15,412.03482
179,CCCCCC1=CCCC1,452.15,452.93948
471,CCCCCCCC=CCC,466.65,467.44107
402,CCC(C)(C)C(C)C,387.95,387.84946
414,CCCCC(C)CC,391.15,391.7517
314,C=C1CCCCC1,375.65,376.66284
151,CC/C=C/C1=CC=CC=C1,471.85,471.3957
428,CC1CCC(C(C1)C)C,416.05,416.467
233,CCCC(C)C1=CC=CC=C1,472.15,471.32635
306,CCCC1CC1,342.25,342.2889
370,CCCCC/C=C/C,398.15,397.28354
164,CC=C(C)C=CCC(C)C,438.65,438.6729
317,CC=CCC=C,338.15,338.60663
136,CC1=CC2=C(C=CC2)C=C1,480.15,480.2295
197,CC(C(C)(C)C)C(C)(C)C,432.45,432.25446
416,CCCC(C)(C)CCC,408.35,408.56116
258,CCC(=C)C,304.35,307.2119
232,CCC1=CC=C(C=C1)C(C)C,469.75,468.88016
115,CC1=C(C2CCC1C2)C,413.65,413.8124
120,C=CCC1CCCCC1,405.15,405.95547
415,CC(C)CCCC(C)C,408.35,408.42603
224,CCC(C)CC(C)(C)CC,428.85,429.1299
477,CCCCCC1CCCCC1,476.85,475.87323
399,CC(C)CC(C)(C)C,372.35,373.12628
347,CC(C)C=C(C)C,356.55,357.36328
127,CC(C)C(C)(C)C(C)C,414.65,413.8756
550,CCCCCCCC(C)C,440.25,438.83463
285,CC=C(C)C=C,350.15,349.17218
515,CC(C)C#C,299.45,299.31406
490,CCCCC(CC)CCC,436.85,437.52118
107,CC=CCCCC=CC,424.65,425.09198
441,CCC(C)(CC)CC(C)C,434.25,433.74893
492,CC1=C(C2=CC=CC=C2C=C1)C,539.65,539.92004
133,CCCCCCC#CCC,450.15,451.92755
432,CCCCC(C)CCC,415.55,415.24808
44,C1C2C=CC1C=C2,362.65,363.4141
169,CC1(C2CCC(=C)C1C2)C,439.15,439.05127
65,CC/C=C/C(C)(C)C,373.95,374.8085
283,C/C=C(/C)\C=C,349.15,348.69797
85,CCCCCCCC#C,423.95,424.4507
242,C1=CC2=C3C(=C1)C=CC3=CC=C2,553.15,552.5764
186,CC1CCC2C(C1)C2(C)C,442.15,441.32553
457,CCCC(C)CCC(C)C,431.65,430.95676
159,CCC(C)C(C)(C)CC,413.65,412.99896
12,C=C1CCC1,315.35,311.4341
35,CC#CC(C)(C)C,356.15,356.06943
28,CCCC#CC,357.65,357.68146
170,CC1=CCC2CC1C2(C)C,428.15,429.09616
142,CCCC(C)C(C)(C)C,406.75,406.5538
473,C1CCC2(CC1)CCCCC2,480.15,480.30682
405,CCCC(C)(C)CC,385.05,385.36185
221,CCCC(C)(C)CC(C)C,424.15,424.3724
501,CC1=CC2=CC=CC=C2C=C1C,541.15,540.4914
95,CCCCCCC#CC,435.05,435.35913
51,CC1(CC=CC1)C,361.15,360.49042
240,CCCCCC#CCCCCC,483.15,483.22324
443,CCCC(C)C(C)(C)CC,435.05,435.01855
351,C/C=C(/C)\C(C)C,362.45,362.49536
452,CC(C)CC1CCCC1,421.15,421.23703
178,CC1=CCC(CC1)C(C)C,447.65,447.0492
464,CCC1(CCCCC1)C,425.35,424.374
41,CCCC#CCC,380.35,380.14297
516,C#CC#C,283.45,283.5823
480,CCCCC(C)(CC)CC,436.95,437.04333
206,CC(C)C(C(C)C)C(C)C,430.25,431.05542
392,CCCC1CCCC1,404.15,402.60223
282,CCC(=C)C=C,348.15,346.80627
358,CC(=C)CCC=C,361.25,360.7147
397,CC(C)(C)C(C)(C)C,379.55,380.24115
254,CC(C)(C)C,282.55,286.87402
542,CCCCCC#CC,410.75,410.8743
4,CC(C)C,261.45,263.9517
256,CC(=C=C)C,313.98,313.69687
525,CC=CCCC=C,367.15,366.56146
100,CCC(=CC(=CC)C)C,415.15,415.44962
226,CC1(CCC2=CC=CC=C21)C,464.15,464.82764
507,CCCCCCC1CCCCC1,497.15,497.64673
213,CC1=CC=CC2=CC=CC=C12,517.85,517.9591
502,C1CC=CCCC=CCCC=C1,513.15,513.1878
171,CC1=CCC2CC1C2(C)C,429.05,429.09616
98,C1C=CC2=CC=CC=C21,455.15,454.48874
292,CCC=C(C)C,340.45,340.823
215,CCC(CC)CC(C)(C)C,420.15,420.8444
61,CC(=C)CC(C)(C)C,374.55,374.12366
406,CCC(CC)C(C)C,388.75,387.28748
47,C1=CC=CC=CC=C1,413.65,412.84958
32,CCC(C)(C)C#C,343.15,343.8807
417,CCC(C)CC(C)CC,409.15,409.94766
267,CC=C=CC,321.35,321.2293
327,CCC1=CCCC1,379.45,380.33517
200,CC(C)C(C)CC(C)(C)C,421.05,420.63245
134,CCC(C)(C)CC(C)C,403.85,403.6455
27,CCC#CCC,354.15,353.3159
463,CCC(C)CCC(C)CC,433.95,433.9945
230,CCC1=CC(=CC=C1)C(C)C,465.15,465.99237
260,CCC(C)C,300.95,301.29968
378,CC1CC(C(C1)C)C,389.95,389.21545
288,C/C=C\C(C)C,329.45,330.31192
418,CCC(C)CCC(C)C,409.15,409.4879
162,CC=CC(C)C(C)C=CC,426.65,426.70474
391,CC1CCCCC1C,402.95,399.7088
505,CCCCCCCCCCC=C,486.95,486.45395
138,CCC/C=C/CCC,395.45,394.72812
62,CC(=CC(C)(C)C)C,378.05,379.43588
135,C1=CC=C2C=CC=CC2=C1,491.05,490.8406
128,CC1(CCC(C1)(C)C)C,391.15,391.88263
543,C1CC2CCCC(C1)C2,442.65,441.8409
8,C1CC=C1,275.15,278.4897
326,CCCC=C=C,349.15,349.23553
344,C/C=C\C(C)(C)C,353.55,353.57602
64,CC(C)C(=C(C)C)C,389.65,389.70145
300,CC1CCC(C1)C,363.95,364.4832
14,C1CC=CC1,317.35,316.8982
156,CC1=CCC(C=C1)C(C)C,445.15,444.31296
40,CCCCCC#C,372.85,373.658
379,CC1CCCC1(C)C,387.15,387.3498
187,C1CCC2CCCCC2C1,428.65,449.26166
478,CCCCC(CC)C(C)C,436.15,435.33636
216,CCCC(C)CC(C)C,406.05,407.30856
409,CCCC(C)CC,364.15,364.53647
279,CCC(=C=C)C,343.15,343.10086
52,C=CC1CCC1C=C,385.65,386.47937
513,C/C=C/C,273.95,273.57816
337,C1CCCCCC1,391.55,391.58023
236,CCCCC/C=C\CCCC,465.45,465.62292
207,CCCC(C)(C)C(C)(C)C,433.45,433.39618
212,CC1=CC2=CC=CC=C2C=C1,514.25,514.4287
295,CCCC(C)C,333.35,331.35825
528,CCC/C=C/C,341.05,341.78122
251,C1CCC1,285.75,283.4405
551,CCCCCCC(C)CC,441.05,440.5276
461,CC(C)CCCCC(C)C,433.05,433.07797
455,CCCC(CC)CC(C)C,431.15,429.82852
557,CCCCCCCCC#CC,477.35,476.9162
303,C=C1CCCC1,348.65,348.5734
350,CC=C(C)C(C)C,362.15,361.906
269,CCCC=C,308.15,304.661
483,CCC(CC)C(CC)CC,437.05,436.2201
445,CCC(CC)C(C)C(C)C,435.15,435.02426
201,CC(C)CC(C)C(C)(C)C,421.55,423.6566
161,CC1=CCC(=C(C)C)CC1,459.15,458.54962
43,C1C2CC2C3C1C3,378.15,378.58142
217,CC(C)CC(C)CC(C)C,420.75,420.90442
401,CC(C)C(C)C(C)C,386.65,386.35233
190,CC1CCC(CC1)C(C)C,443.85,443.33932
476,CCCCCCC1CCCC1,476.15,475.87323
309,C1CCCCC1,353.85,355.47238
259,CC=C(C)C,311.65,308.88495
105,C=CCCCCCC=C,415.65,414.79956
53,CC1CCC(=C1)C,365.15,365.31577
389,CC(C)C1CCCC1,399.65,400.0827
1,CC,184.55,183.32652
520,C/C=C/C=C\C,356.65,356.51965
359,CCCC(C)C=C,357.05,356.82114
49,C1CC2CCC1C2,378.45,379.5029
419,CC1CCCC(C1)(C)C,409.75,410.97824
80,CCCC(=C(C)C)C,394.95,395.11142
205,CCC(C)C(C)C(C)(C)C,430.15,430.6624
34,CC(=C(C)C)C,346.45,345.36826
430,CC1(C2CC3C1C3C2)C,411.15,410.7413
263,CC=CC=C,315.15,315.47913
508,C1CCCCCCCCCCC1,520.15,519.27997
427,CCCC(C)C(C)CC,413.75,414.29773
454,CCCCC(C)(C)CCC,430.65,430.08398
366,CCCC/C=C\CC,396.05,396.2809
91,CCCCCC#CCC,430.25,429.544
339,CC(C)C(C)(C)C,353.95,354.3742
345,CC(C)C(C)C=C,353.95,353.79718
241,CCCCCCCCCCC#C,488.15,488.50974
13,CC1=CCC1,310.15,312.47287
315,C=CCCC=C,332.55,333.68585
387,CC1CCC(C1C)C,396.15,394.9529
273,CC(C)C(C)C,331.05,331.6886
166,C/C=C(/C)\CCC=C(C)C,441.15,441.34253
554,CCCCCC#CCCCC,471.15,470.92807
484,CCCCCC(C)C(C)C,437.45,436.60156
545,CCC1CCCCC1C,424.85,425.00366
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,453.16708
243,C1CC2=CC=CC3=C2C1=CC=C3,552.15,552.4059
189,C1CCC2CCCCC2C1,468.95,449.26166
475,CC(C)CCC1CCCCC1,469.65,469.61957
510,C#C,188.45,188.0819
58,C=CCCCCC=C,388.65,389.74484
474,C1CCC(CC1)C2CCCC2,488.25,488.27298
252,CC(=C)C,266.25,268.63187
21,CCC(C)C#C,330.85,330.45767
313,C1C=CC=CC=C1,390.15,390.14703
459,CCCC(C)CC(C)CC,432.55,432.27988
160,CCC(C)(CC)C(C)C,417.85,417.92703
276,CCC1(CC1)C,329.95,329.34058
191,CC(C)(C)C1CCCCC1,444.65,443.94098
385,CCC1CCC(C1)C,394.15,394.5335
413,CCC(CC)CC(C)C,406.95,407.51425
491,CCCCC(C)CCCC,438.25,438.13483
343,CCC(C)(C)C=C,350.65,351.46713
308,CC1CCCC1,344.95,344.0702
130,CCC(C)CC(C)(C)C,399.65,400.0619
99,CCC=C(C)C=C(C)C,411.15,411.91174
372,C/C=C/CC(C)C,361.25,360.43094
87,CCC(C)CCC=C,386.45,387.25104
458,CCCC(CCC)C(C)C,432.05,432.32367
330,CCC=C=CC,351.15,350.9666
214,CCC(C)(C)C(C)(C)CC,443.15,442.38718
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,535.41595
121,CCCCCCCC=C,420.05,419.09567
20,CC(C)(C)C#C,310.85,311.6175
71,CC=CC(C)C(C)C,382.15,383.07675
106,CC=C1CC2CC1C=C2,419.15,418.95856
270,CC/C=C/C,309.45,309.89566
435,CCCCCC(C)CC,417.35,417.50793
102,CCC(CC=C)C(=C)C,418.15,417.33276
