,SMIELS_TRAIN,Actual,Predict
440,CCCC(C)C(C)C(C)C,434.15,428.15042
67,CC(C)(C)CCC=C,377.15,384.69968
277,CC(C)C1CC1,331.45,332.18082
168,CC1(C2CCC(C2)C1=C)C,433.15,436.53894
369,CCCC/C=C/CC,396.45,412.35126
448,CCC(CC)C(C)(C)CC,436.05,416.17892
193,CCC(C)C1CCCCC1,452.45,446.0489
152,C1CCC2=CC=CC=C2C1,480.75,473.57864
284,CC(=CC=C)C,349.65,342.6435
319,CCC1CCC=C1,370.95,392.7464
424,CCC(C)C(CC)CC,413.15,398.1451
290,CCCC(=C)C,335.25,333.5852
103,CC=CC=CCC(C)C,422.15,419.95792
377,CCCC(=C)CC,367.15,365.4503
74,CC1(CCCC1)C,360.65,367.10355
367,CCC(C)CC=C,359.85,359.17462
537,CCCCCCC,371.65,379.11957
119,CC1CCCC(=C1C)C,423.15,422.67355
335,CC1CCCCC1,374.05,379.67206
355,CC(C)CC(C)C,353.55,351.8237
422,CCCC(CC)C(C)C,411.15,406.83878
532,CCCCCC=C,366.75,379.67206
364,CCC(C)/C=C\C,359.45,365.71207
298,C1C=CCC=C1,358.65,372.91656
433,CCCCC(CC)CC,416.15,416.34048
456,CCC(C)CC(CC)CC,431.35,427.16666
438,CCCCC(C)(C)C(C)C,433.35,426.6895
36,CCC(CC)C#C,357.15,354.17773
139,CC1C=CC2=CC=CC=C12,472.15,473.284
253,CCC=C,266.95,271.47372
338,CC(=C)C(C)(C)C,351.05,341.61127
59,CCC1=CCCCC1,410.15,408.8198
111,CC1CC(C=C(C1)C)C,414.15,422.67355
354,CCCC(C)(C)C,352.35,351.8237
307,CCC1CCC1,343.95,349.17435
262,C/C=C/C=C,315.15,323.5827
429,CCC(CC)(CC)CC,419.45,391.56357
297,C1CC=CC=C1,353.65,362.2126
150,C/C=C(\C)/C1=CC=CC=C1,467.85,455.86063
266,CCC(C)(C)C,322.85,323.5827
512,C=CC#C,278.25,271.47372
38,CCC#CC(C)C,368.35,365.4503
374,C/C=C\CC(C)C,362.65,367.71158
198,CC(C)C(C)(C)C(C)(C)C,439.25,410.79028
544,CCCCCCCCC,423.95,429.42474
146,CC1=C2CC=CC2=CC=C1,482.15,472.10333
552,C1CCC2CCCC2C1,440.15,450.14005
147,CCC(=C)C1=CC=CC=C1,455.15,455.86063
365,CCC/C=C\CCC,395.65,412.35126
340,CC(=CC(=C)C)C,366.35,357.03732
123,C1CCC/C=C\CCC1,441.15,450.14005
439,CCC(C)CC(C)C(C)C,433.85,426.6895
96,C1CCCC#CCCC1,451.15,451.6955
143,CCC(CC)C(C)(C)C,406.95,384.9169
239,CCCCCCCCCC=C,465.85,467.8978
449,CCCC(C)(CC)C(C)C,439.15,412.35126
97,C/C=C/C1=CC=CC=C1,451.45,442.19257
469,CCCC(C)C(C)CCC,435.3,438.43185
293,CC/C(=C\C)/C,340.85,341.61127
447,CCC(C)C(C)C(C)CC,435.65,422.67355
122,CCCCC/C=C/CC,420.65,429.42474
183,CCCC/C=C\CCCC,444.15,453.1773
202,CC(C)CC(C)(C)C(C)C,426.25,417.16714
323,CC/C=C/C=C,346.35,347.24442
246,C=C=C,238.75,239.45863
363,CC/C=C\C(C)C,359.15,365.4503
353,CCC(=C(C)C)C,370.65,356.80573
526,CC/C=C/CC,340.25,347.24442
356,CCC(C)(C)CC,359.15,347.24442
470,CCCCCC/C=C/CCC,466.15,468.80344
472,CCCCCCCC/C=C\C,469.25,470.18698
125,CC(C)C(C)C(C)(C)C,406.15,384.69968
511,CC#C,249.95,241.64162
223,CCC(CC(C)C)C(C)C,427.25,412.35126
498,CCC1=CC=CC2=CC=CC=C21,531.75,539.49414
219,CC(C)CCCC(C)(C)C,422.05,426.6895
129,CC(C)CCC(C)(C)C,397.15,410.79028
500,CCCCCCCCCCC,469.05,465.33835
342,C/C=C/C(C)(C)C,349.85,356.80573
390,CC1CCCCC1C,396.65,404.513
450,CCC(CC)(CC)C(C)C,445.15,404.513
549,CCCCCC(CC)CC,439.65,428.84222
423,CC1CC(CC(C1)C)C,411.65,415.91754
349,CCC(=C)C(C)C,362.15,351.04517
294,CC/C(=C/C)/C,343.55,342.6435
437,CC1CCCCC1(C)C,418.35,414.49496
403,CC(C)CCC(C)C,382.25,387.5484
361,CC(C)CCC=C,358.45,367.71158
112,CCCC=CCC(C)C,412.15,423.7563
179,CCCCCC1=CCCC1,452.15,454.13867
471,CCCCCCCC=CCC,466.65,470.18698
402,CCC(C)(C)C(C)C,387.95,367.71158
414,CCCCC(C)CC,391.15,398.1451
314,C=C1CCCCC1,375.65,379.67206
151,CC/C=C/C1=CC=CC=C1,471.85,470.08725
428,CC1CCC(C(C1)C)C,416.05,426.6895
233,CCCC(C)C1=CC=CC=C1,472.15,473.284
306,CCCC1CC1,342.25,347.24442
370,CCCCC/C=C/C,398.15,412.35126
164,CC=C(C)C=CCC(C)C,438.65,429.0135
317,CC=CCC=C,338.15,351.8237
136,CC1=CC2=C(C=CC2)C=C1,480.15,472.10333
197,CC(C(C)(C)C)C(C)(C)C,432.45,410.79028
416,CCCC(C)(C)CCC,408.35,408.8198
258,CCC(=C)C,304.35,298.8054
232,CCC1=CC=C(C=C1)C(C)C,469.75,459.05737
115,CC1=C(C2CCC1C2)C,413.65,422.67355
120,C=CCC1CCCCC1,405.15,428.84222
415,CC(C)CCCC(C)C,408.35,416.17892
224,CCC(C)CC(C)(C)CC,428.85,422.2898
477,CCCCCC1CCCCC1,476.85,465.88763
399,CC(C)CC(C)(C)C,372.35,361.8515
347,CC(C)C=C(C)C,356.55,351.8237
127,CC(C)C(C)(C)C(C)C,414.65,384.69968
550,CCCCCCCC(C)C,440.25,438.1868
285,CC=C(C)C=C,350.15,333.5852
515,CC(C)C#C,299.45,299.21234
490,CCCCC(CC)CCC,436.85,438.7259
107,CC=CCCCC=CC,424.65,434.64505
441,CCC(C)(CC)CC(C)C,434.25,412.35126
492,CC1=C(C2=CC=CC=C2C=C1)C,539.65,536.16766
133,CCCCCCC#CCC,450.15,445.3563
432,CCCCC(C)CCC,415.55,422.67355
44,C1C2C=CC1C=C2,362.65,384.9169
169,CC1(C2CCC(=C)C1C2)C,439.15,432.56622
65,CC/C=C/C(C)(C)C,373.95,376.07077
283,C/C=C(/C)\C=C,349.15,341.99643
85,CCCCCCCC#C,423.95,427.16666
242,C1=CC2=C3C(=C1)C=CC3=CC=C2,553.15,552.3681
186,CC1CCC2C(C1)C2(C)C,442.15,444.37952
457,CCCC(C)CCC(C)C,431.65,436.53894
159,CCC(C)C(C)(C)CC,413.65,410.79028
12,C=C1CCC1,315.35,299.71756
35,CC#CC(C)(C)C,356.15,357.03732
28,CCCC#CC,357.65,351.8237
170,CC1=CCC2CC1C2(C)C,428.15,434.64505
142,CCCC(C)C(C)(C)C,406.75,397.31134
473,C1CCC2(CC1)CCCCC2,480.15,477.0398
405,CCCC(C)(C)CC,385.05,384.69968
221,CCCC(C)(C)CC(C)C,424.15,422.67355
501,CC1=CC2=CC=CC=C2C=C1C,541.15,533.19574
95,CCCCCCC#CC,435.05,434.9424
51,CC1(CC=CC1)C,361.15,370.88882
240,CCCCCC#CCCCCC,483.15,485.87573
443,CCCC(C)C(C)(C)CC,435.05,423.7563
351,C/C=C(/C)\C(C)C,362.45,356.80573
452,CC(C)CC1CCCC1,421.15,426.18036
178,CC1=CCC(CC1)C(C)C,447.65,438.7259
464,CCC1(CCCCC1)C,425.35,413.31458
41,CCCC#CCC,380.35,384.9169
516,C#CC#C,283.45,279.99304
480,CCCCC(C)(CC)CC,436.95,426.18036
206,CC(C)C(C(C)C)C(C)C,430.25,400.19467
392,CCCC1CCCC1,404.15,412.02698
282,CCC(=C)C=C,348.15,333.5852
358,CC(=C)CCC=C,361.25,363.41714
397,CC(C)(C)C(C)(C)C,379.55,356.80573
254,CC(C)(C)C,282.55,285.92123
542,CCCCCC#CC,410.75,408.8198
4,CC(C)C,261.45,263.68307
256,CC(=C=C)C,313.98,298.8054
525,CC=CCCC=C,367.15,391.1517
100,CCC(=CC(=CC)C)C,415.15,419.0063
226,CC1(CCC2=CC=CC=C21)C,464.15,471.15268
507,CCCCCCC1CCCCC1,497.15,496.87207
213,CC1=CC=CC2=CC=CC=C12,517.85,518.8046
502,C1CC=CCCC=CCCC=C1,513.15,512.66504
171,CC1=CCC2CC1C2(C)C,429.05,434.64505
98,C1C=CC2=CC=CC=C21,455.15,454.19934
292,CCC=C(C)C,340.45,342.6435
215,CCC(CC)CC(C)(C)C,420.15,412.35126
61,CC(=C)CC(C)(C)C,374.55,365.71207
406,CCC(CC)C(C)C,388.75,363.85217
47,C1=CC=CC=CC=C1,413.65,416.25323
32,CCC(C)(C)C#C,343.15,347.24442
417,CCC(C)CC(C)CC,409.15,408.8198
267,CC=C=CC,321.35,321.45044
327,CCC1=CCCC1,379.45,384.9169
200,CC(C)C(C)CC(C)(C)C,421.05,417.16714
134,CCC(C)(C)CC(C)C,403.85,398.98898
27,CCC#CCC,354.15,347.24442
463,CCC(C)CCC(C)CC,433.95,427.16666
230,CCC1=CC(=CC=C1)C(C)C,465.15,472.71725
260,CCC(C)C,300.95,299.21234
378,CC1CC(C(C1)C)C,389.95,392.7464
288,C/C=C\C(C)C,329.45,342.6435
418,CCC(C)CCC(C)C,409.15,412.35126
162,CC=CC(C)C(C)C=CC,426.65,436.53894
391,CC1CCCCC1C,402.95,404.513
505,CCCCCCCCCCC=C,486.95,487.9403
138,CCC/C=C/CCC,395.45,421.49515
62,CC(=CC(C)(C)C)C,378.05,372.91656
135,C1=CC=C2C=CC=CC2=C1,491.05,494.62662
128,CC1(CCC(C1)(C)C)C,391.15,398.1451
543,C1CC2CCCC(C1)C2,442.65,445.3563
8,C1CC=C1,275.15,279.99304
326,CCCC=C=C,349.15,351.04517
344,C/C=C\C(C)(C)C,353.55,356.80573
64,CC(C)C(=C(C)C)C,389.65,372.91656
300,CC1CCC(C1)C,363.95,377.61078
14,C1CC=CC1,317.35,345.77322
156,CC1=CCC(C=C1)C(C)C,445.15,444.1603
40,CCCCCC#C,372.85,379.67206
379,CC1CCCC1(C)C,387.15,384.9169
187,C1CCC2CCCCC2C1,428.65,465.88763
478,CCCCC(CC)C(C)C,436.15,430.37927
216,CCCC(C)CC(C)C,406.05,421.49515
409,CCCC(C)CC,364.15,363.41714
279,CCC(=C=C)C,343.15,333.5852
52,C=CC1CCC1C=C,385.65,391.56357
513,C/C=C/C,273.95,274.75162
337,C1CCCCCC1,391.55,415.91754
236,CCCCC/C=C\CCCC,465.45,465.33835
207,CCCC(C)(C)C(C)(C)C,433.45,424.46637
212,CC1=CC2=CC=CC=C2C=C1,514.25,522.3773
295,CCCC(C)C,333.35,341.61127
528,CCC/C=C/C,341.05,356.80573
251,C1CCC1,285.75,279.51944
551,CCCCCCC(C)CC,441.05,431.1902
461,CC(C)CCCCC(C)C,433.05,434.9424
455,CCCC(CC)CC(C)C,431.15,428.83322
557,CCCCCCCCC#CC,477.35,468.80344
303,C=C1CCCC1,348.65,354.17773
350,CC=C(C)C(C)C,362.15,356.80573
269,CCCC=C,308.15,320.72327
483,CCC(CC)C(CC)CC,437.05,416.34048
445,CCC(CC)C(C)C(C)C,435.15,412.35126
201,CC(C)CC(C)C(C)(C)C,421.55,417.16714
161,CC1=CCC(=C(C)C)CC1,459.15,444.1603
43,C1C2CC2C3C1C3,378.15,398.1451
217,CC(C)CC(C)CC(C)C,420.75,423.7563
401,CC(C)C(C)C(C)C,386.65,365.4503
190,CC1CCC(CC1)C(C)C,443.85,438.7259
476,CCCCCCC1CCCC1,476.15,465.88763
309,C1CCCCC1,353.85,357.37024
259,CC=C(C)C,311.65,309.48553
105,C=CCCCCCC=C,415.65,414.2698
53,CC1CCC(=C1)C,365.15,371.57285
389,CC(C)C1CCCC1,399.65,400.19467
1,CC,184.55,184.25487
520,C/C=C/C=C\C,356.65,347.28958
359,CCCC(C)C=C,357.05,361.8515
49,C1CC2CCC1C2,378.45,379.11957
419,CC1CCCC(C1)(C)C,409.75,416.34048
80,CCCC(=C(C)C)C,394.95,387.5484
205,CCC(C)C(C)C(C)(C)C,430.15,405.9949
34,CC(=C(C)C)C,346.45,336.3539
430,CC1(C2CC3C1C3C2)C,411.15,412.35126
263,CC=CC=C,315.15,321.45044
508,C1CCCCCCCCCCC1,520.15,516.4769
427,CCCC(C)C(C)CC,413.75,421.49515
454,CCCCC(C)(C)CCC,430.65,432.56622
366,CCCC/C=C\CC,396.05,412.35126
91,CCCCCC#CCC,430.25,427.16666
339,CC(C)C(C)(C)C,353.95,341.61127
345,CC(C)C(C)C=C,353.95,347.24442
241,CCCCCCCCCCC#C,488.15,487.9403
13,CC1=CCC1,310.15,318.16748
315,C=CCCC=C,332.55,347.24442
387,CC1CCC(C1C)C,396.15,391.1517
273,CC(C)C(C)C,331.05,320.72327
166,C/C=C(/C)\CCC=C(C)C,441.15,433.35175
554,CCCCCC#CCCCC,471.15,466.83417
484,CCCCCC(C)C(C)C,437.45,434.9424
545,CCC1CCCCC1C,424.85,424.12457
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,453.125
243,C1CC2=CC=CC3=C2C1=CC=C3,552.15,548.241
189,C1CCC2CCCCC2C1,468.95,465.88763
475,CC(C)CCC1CCCCC1,469.65,465.33835
510,C#C,188.45,184.02222
58,C=CCCCCC=C,388.65,405.44482
474,C1CCC(CC1)C2CCCC2,488.25,479.8571
252,CC(=C)C,266.25,263.68307
21,CCC(C)C#C,330.85,329.0643
313,C1C=CC=CC=C1,390.15,410.9818
459,CCCC(C)CC(C)CC,432.55,432.56622
160,CCC(C)(CC)C(C)C,417.85,392.40744
276,CCC1(CC1)C,329.95,329.0643
191,CC(C)(C)C1CCCCC1,444.65,432.56622
385,CCC1CCC(C1)C,394.15,400.19467
413,CCC(CC)CC(C)C,406.95,400.19467
491,CCCCC(C)CCCC,438.25,444.37952
343,CCC(C)(C)C=C,350.65,351.04517
308,CC1CCCC1,344.95,354.17773
130,CCC(C)CC(C)(C)C,399.65,398.98898
99,CCC=C(C)C=C(C)C,411.15,419.0063
372,C/C=C/CC(C)C,361.25,361.8515
87,CCC(C)CCC=C,386.45,400.19467
458,CCCC(CCC)C(C)C,432.05,428.44675
330,CCC=C=CC,351.15,351.04517
214,CCC(C)(C)C(C)(C)CC,443.15,424.46637
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,536.05096
121,CCCCCCCC=C,420.05,427.16666
20,CC(C)(C)C#C,310.85,321.45044
71,CC=CC(C)C(C)C,382.15,384.69968
106,CC=C1CC2CC1C=C2,419.15,430.37927
270,CC/C=C/C,309.45,321.45044
435,CCCCCC(C)CC,417.35,422.2898
102,CCC(CC=C)C(=C)C,418.15,399.65875
