,Actual,Predict
4429,348.715,339.35922
1579,502.15,539.0866
4338,601.96,609.392
5502,371.15,434.90607
4584,386.17,372.04102
7780,582.02,563.8877
6747,402.98,409.5475
749,405.15,509.5077
5747,417.54,418.14993
9054,656.19,611.0417
6464,625.02,604.2501
5503,371.32,373.58954
2655,486.65,427.85272
11224,550.15,504.84064
5965,448.15,412.38034
4874,435.15,456.34665
6595,384.35,389.11172
1427,488.15,461.79297
5049,473.15,505.82355
2087,360.65,374.83505
9330,443.76,427.26303
7497,496.96,469.17944
8061,420.64,410.32303
12517,625.78,593.8314
4226,489.32,445.28748
7370,478.54,461.67572
5654,400.89,400.10242
970,435.65,422.66507
10365,597.99,612.5478
993,438.15,470.64246
12180,529.06,522.7685
5353,602.52,502.944
7460,490.78,477.5669
8725,512.15,461.71667
1277,470.65,471.36636
741,404.15,425.21027
1078,447.65,460.15536
4250,504.5,451.42834
4365,658.89,615.1904
5914,439.15,443.06937
3035,592.15,514.7927
2303,414.65,425.83627
2688,492.15,413.4577
6152,488.28,466.64462
8138,435.76,444.63025
11427,627.85,622.3629
4367,677.65,630.03253
8027,415.7,410.15274
3546,405.72,434.9524
944,432.15,430.83908
10107,535.28,538.2386
11689,467.15,471.79712
9380,449.72,458.99112
1739,522.15,489.45218
2848,530.15,496.03772
3821,337.74,339.04016
8204,444.45,449.40698
9892,512.54,483.5036
6389,563.49,560.91864
2069,355.15,374.6438
3954,394.65,419.58618
8069,421.59,421.82483
7949,398.15,465.91913
8630,497.65,496.89484
9182,421.2,431.28442
7465,491.33,470.0901
3437,317.15,576.75287
3045,610.15,571.51465
11187,543.02,547.4651
4075,428.16,418.24484
11814,472.15,441.81348
12421,584.2,585.93835
9942,516.47,488.79697
11378,601.68,616.0103
3708,518.08,441.00198
7038,438.88,433.1525
3464,346.15,330.97437
4023,413.15,413.23755
9948,516.81,490.9085
4526,377.15,367.8003
8330,462.86,450.41516
1358,481.15,504.79575
1570,501.15,494.56534
4442,353.48,384.2237
11757,470.15,470.37878
4342,606.75,619.39124
9059,664.15,627.1459
10078,531.19,512.08105
586,380.15,385.22403
247,282.55,335.39072
4345,609.18,587.38635
5046,472.87,443.81308
3307,384.76,406.81815
6482,660.67,674.7232
1482,493.15,522.9272
3710,520.15,499.2702
9202,425.9,431.7416
5611,391.4,420.27676
518,378.65,356.20334
4454,355.86,363.60522
2791,516.15,488.1777
6916,423.85,440.7962
9861,508.88,503.57013
1470,492.15,411.3269
8104,429.29,426.19394
11791,471.15,468.40482
3366,478.91,444.33008
9859,508.65,494.9288
11401,611.94,605.3757
50,366.35,385.42987
7642,532.6,523.2482
1730,521.15,507.75342
10206,554.86,580.6735
1593,503.65,513.9411
2407,436.65,430.231
6561,378.07,396.55994
9295,439.45,428.9382
6810,409.4,436.25775
4053,420.44,420.43033
7924,373.15,482.65018
5937,443.1,421.4432
5270,546.65,463.1395
4015,411.65,371.50464
4600,389.58,396.49542
10860,482.67,512.47485
8829,535.0,524.7364
6119,479.07,465.92438
4315,563.11,588.4962
379,394.75,400.66696
6341,543.68,532.00116
9350,446.82,426.18927
8768,518.73,512.18976
8524,488.57,482.6556
6822,411.99,413.10342
10591,431.52,452.96054
4313,561.59,505.4026
9994,519.7,499.00638
2333,421.75,442.1177
5684,406.15,409.5481
9144,393.65,452.9341
10211,557.21,525.58417
3231,444.29,487.72067
6443,599.65,501.59195
10873,484.65,488.2478
4269,523.34,525.01056
1237,467.15,459.86038
10116,536.34,517.188
5613,391.65,399.3804
11608,463.15,464.69177
2128,369.65,405.951
4925,446.15,528.5439
8849,543.48,524.00745
5526,376.67,394.80447
12082,512.04,510.1287
11026,510.15,481.66656
7677,540.3,523.24176
1328,476.45,472.08072
4102,439.65,375.10626
10090,533.02,520.0878
10790,467.35,463.51608
6101,475.56,446.94873
10154,542.92,552.9653
10632,447.52,465.07516
11452,659.46,601.64606
8757,518.15,511.7066
2984,567.15,549.07526
2021,339.15,413.8304
11485,336.65,443.50476
3375,493.02,454.82144
12441,590.29,571.50037
11595,460.15,467.7861
2982,566.15,507.49872
11038,513.1,514.44574
6020,460.15,365.16025
149,440.15,431.95343
5758,418.15,411.96796
3702,513.04,545.7218
9257,434.08,437.28082
5610,391.31,383.477
9315,442.66,426.08908
12190,531.5,520.69885
6149,487.15,496.57037
5333,580.9,413.9467
200,429.35,424.563
10984,505.62,495.29932
2820,523.15,475.70892
251,304.35,321.52243
8421,472.06,468.46973
2145,371.34999999999997,368.28427
5040,471.69,450.81268
6651,390.85,388.62772
3668,488.34,493.42773
3889,372.9,357.67993
7320,471.06,455.66623
2980,566.65,522.36896
9536,473.24,466.13065
7655,535.12,468.28116
385,404.15,404.44354
6188,496.15,476.8414
3946,391.65,400.98965
6758,403.74,446.54593
12574,659.6,611.895
7244,462.03889,443.2403
3386,520.93,558.9175
4077,428.6,445.2354
4900,439.99,427.4401
744,404.25,412.24042
8918,560.78,553.83356
10258,569.14,564.83374
7174,453.15,513.3787
5773,419.65,415.68033
12176,528.71,523.5833
6346,545.34,536.41547
2391,433.15,514.43085
3353,457.3,470.95493
10311,581.53,536.9789
7040,438.88,440.9582
5321,571.41,551.5387
4336,601.0,576.33044
4655,398.65,564.2019
7628,529.67,489.2699
10724,455.15,449.87424
6051,465.02,453.84427
1121,452.65,430.06842
10841,478.91,459.71603
9192,424.15,423.33096
3942,390.82,438.86887
357,359.45,368.07764
3060,311.45,368.16864
5964,448.15,440.88498
11520,404.55,573.98175
2348,425.65,561.6282
2993,569.15,659.202
4475,363.02,369.02188
12320,553.32,515.15137
9381,450.82,461.78033
7442,487.26,461.5321
4382,327.45,356.81973
4483,363.46,375.88443
8747,515.65,475.36417
9103,363.65,493.08832
12275,544.03,544.1841
5587,386.64,390.74695
3421,675.25,642.6282
5517,375.15,391.97565
11306,568.56,535.5857
396,382.25,388.614
6887,420.84,432.04153
7625,529.34,489.38998
4024,413.65,408.0725
9787,497.58,480.31012
3222,423.28,424.49442
4536,378.28,376.03668
2201,389.15,555.96765
6127,481.03,452.2589
8710,509.56,519.8448
7306,469.2,453.27197
12130,522.89,488.5334
2534,464.15,427.01474
135,472.15,475.71274
7272,466.26,446.37564
1989,327.15,474.68875
5050,474.16,446.99344
47,361.15,380.2977
3635,465.2,464.85785
83,386.45,390.8974
11662,465.15,466.554
5544,380.74,392.69525
3131,359.65,371.8987
10393,614.33,540.1822
2859,532.95,522.92175
7998,411.15,404.47556
6298,524.74,508.96567
12347,563.02,580.7212
10056,528.9,528.14716
3160,369.65,505.52045
360,359.85,357.9339
9401,454.15,486.4591
8,315.35,331.04358
11658,465.15,467.15744
9999,520.14,505.61398
3698,508.73,489.93356
7159,451.56,443.10242
8794,523.08,503.5982
8538,490.38,492.55496
1650,511.15,478.4329
311,339.45,333.12662
7645,533.04,533.4649
2981,566.15,507.49872
1617,507.15,524.0735
10318,583.02,597.6047
2543,466.15,467.70312
11324,575.34,589.5548
3522,390.1,392.43127
7188,455.65,470.4932
5044,472.15,469.25385
2507,458.15,447.73138
7072,442.15,470.54434
12255,540.7,529.4295
5350,597.34,561.0753
5871,431.1,441.02734
8724,512.15,500.7885
9750,494.56,499.357
4847,428.15,419.06305
2677,490.65,492.25076
5459,362.15,371.61246
884,423.15,454.53165
5632,396.05,405.16473
7481,494.65,500.9508
6830,412.83,415.3582
2054,351.15,374.6438
3169,285.88,337.5676
10009,521.07,489.93817
5769,419.15,433.11652
113,418.15,413.5749
4132,448.41,432.80066
9004,604.78,561.75165
5479,366.15,508.31693
5945,444.49,433.41675
5171,505.04,515.28296
4901,440.31,414.01572
1153,458.15,523.94696
8655,501.15,507.66696
7049,439.98,435.79248
3115,354.15,451.5648
4768,414.15,408.1473
9883,511.15,496.52966
7502,497.8,459.91736
2319,418.15,497.68704
6210,501.44,504.96033
5099,486.43,478.8284
11291,564.49,544.23584
5140,496.83,489.93307
4129,448.06,430.3381
4890,437.69,452.04123
8875,550.15,528.2271
6438,597.59,607.6768
5372,627.01,572.3726
429,398.75,394.51266
763,407.9,421.50415
9015,610.9,570.0942
927,430.15,429.31967
4676,401.15,415.32327
2308,415.65,416.3621
850,418.15,400.46863
5095,486.15,483.65506
1351,480.15,475.45566
5186,510.93,500.50247
9440,459.62,462.47534
12573,658.52,642.24176
9187,422.68,432.7201
5418,340.65,435.28433
8750,516.15,502.0928
7100,444.65,419.06372
4896,439.15,439.0527
1825,538.65,471.91068
11687,467.15,467.453
12447,592.72,458.0153
12160,527.15,511.4842
9584,479.65,486.07803
3314,395.67,420.0831
4341,604.13,564.44196
2874,535.8499999999999,522.6916
8660,501.86,475.02133
3069,323.54999999999995,350.41525
99,422.15,409.90887
5817,424.72,430.88794
12024,499.51,506.74683
11947,483.16,490.86304
11299,566.84,535.1024
1747,523.15,474.68677
1166,459.15,471.4944
6879,420.16,425.56882
1053,445.15,446.2601
3325,409.08,410.74585
304,364.85,381.54907
7841,626.68,583.8319
5336,582.84,495.47116
538,429.75,422.4795
6066,468.99,465.12805
11147,534.39,542.5602
12138,523.92,545.00415
102,419.15,424.64636
9247,433.15,427.18533
8200,444.15,463.06747
12544,643.42,625.8166
8376,467.35,483.60425
7434,486.68,501.6528
772,409.15,431.3255
3541,404.65,379.7742
7478,494.03,494.82648
434,434.25,427.26303
2455,447.65,472.2373
4508,370.65,373.28964
5952,445.18,439.40588
3550,411.15,476.47476
3528,391.84,432.9276
2666,490.65,561.82544
811,413.15,402.7746
4907,441.95,437.29105
2673,490.15,460.14575
4216,484.65,458.54843
3877,366.42,398.78427
293,363.95,381.54907
12102,517.15,508.83838
6817,410.6,404.07196
103,424.65,417.89093
7500,497.16,484.70383
8679,504.98,502.1486
7413,483.15,524.90924
9617,482.44,474.6709
3706,516.14,512.3759
8273,456.07,461.45636
9713,490.78,489.18292
2318,417.25,439.40158
4191,473.15,420.8576
3154,368.15,372.01468
979,436.15,438.47015
7820,605.04,586.5693
8693,506.02,501.91943
33,365.15,360.86105
1434,488.65,500.79715
1107,451.25,441.74927
9910,514.12,490.7009
895,425.04999999999995,426.73798
7795,586.62,569.4222
8806,526.03,480.86728
11560,446.65,482.97385
4292,538.78,528.6506
8240,450.27,441.34244
11525,406.15,483.15967
12287,545.65,653.5918
6554,376.8,396.57138
12254,540.7,529.4295
3328,419.15,475.74884
9026,623.48,602.5242
9841,505.15,499.21378
5272,547.2,532.22015
1114,452.15,458.9898
5245,536.36,549.22345
8649,500.03,490.23407
10658,450.15,449.68442
2998,572.15,536.8944
10425,626.93,661.6417
2754,505.65,488.29788
10708,454.15,448.3819
7007,436.07,427.46536
1457,490.65,503.85574
1039,443.65,487.1957
10540,378.15,426.27533
3921,386.15,440.66837
7717,551.92,537.2079
1402,484.65,460.25467
1261,469.15,383.96628
8251,452.15,468.6955
3910,381.22,393.17352
11528,407.65,488.35684
12612,702.6,578.4817
12328,557.26,503.6209
3334,428.33,444.1225
8188,442.42,424.0749
653,390.84999999999997,399.88205
1282,471.15,510.3559
3527,391.77,401.88174
828,415.15,535.70776
5805,423.15,419.09885
9158,401.15,484.29248
3017,581.15,553.3923
9265,435.26,427.26303
4112,443.71,439.25974
2996,571.15,432.84805
10687,453.15,451.63452
647,390.65,394.72736
3025,585.15,539.7082
9705,490.65,490.25604
221,429.15,426.10834
6463,624.37,582.21765
2628,479.65,482.07486
11623,463.15,470.824
5145,498.53,475.05334
4608,390.15,398.07556
457,425.35,419.08124
5218,525.94,515.53455
8278,457.19,445.1541
4029,415.15,402.0224
333,366.35,361.7906
937,431.15,438.1879
8550,491.24,472.5475
1844,543.65,508.80566
6946,428.15,429.33548
2452,444.15,454.27203
9607,481.83,481.6561
7953,398.15,523.5384
9263,435.06,426.9881
8665,502.11,480.52655
3445,323.65,411.75763
12166,528.03,502.8164
9070,692.87,686.9378
5082,483.15,507.39334
2102,364.15,371.79678
4217,485.2,454.36243
9484,466.4,465.82785
4381,325.15,332.54175
9030,625.89,612.69904
4772,414.65,458.43088
70,360.65,381.47165
6162,490.15,492.57916
455,433.55,427.91095
3995,407.06,407.2648
6067,469.15,453.90372
3894,375.65,358.7238
6205,499.95,493.81805
5421,342.75,417.81104
8813,528.15,468.03757
5709,410.15,413.12717
3851,354.15,358.54346
9604,481.65,578.4824
1512,496.15,483.26086
9842,505.28,500.83975
2119,367.15,417.96393
10693,453.15,448.6226
3098,344.15,472.97256
9296,439.52,442.2135
2619,478.34999999999997,475.87054
11242,554.39,537.4515
3601,441.42,447.66898
5058,475.74,459.38507
4374,307.95,453.54657
5532,378.15,391.1391
4385,328.88,360.78638
11675,467.15,467.99518
12129,522.86,509.8267
5282,550.49,548.95337
8585,494.47,481.94476
3671,490.49,448.16037
9365,448.15,455.7901
9044,642.67,622.0912
1981,318.65,364.98187
101,415.65,417.63913
11674,467.15,468.62384
8694,506.02,493.35983
2215,392.15,404.66812
9511,469.65,487.1425
1491,493.15,421.74182
7046,439.98,437.5269
2801,518.15,494.4808
4246,501.74,494.6456
11759,470.15,469.75574
9741,493.23,479.60733
4641,395.94,391.46683
8221,448.15,468.81335
6347,548.29,515.9712
4549,380.43,379.93295
1022,442.15,476.18082
2798,518.15,508.5235
4148,456.15,512.153
5664,403.02,399.115
533,410.75,401.55786
5735,414.65,399.3712
6326,540.68,558.4884
8700,507.16,521.95087
10354,593.84,578.7903
11085,519.67,503.94482
8362,466.03,465.1
2264,405.65,468.31973
1655,512.15,481.49405
19,346.25,358.30832
6597,384.75,388.48306
12273,543.54,502.55246
1643,510.15,528.57306
8261,454.15,475.29535
6575,380.88,386.5794
8644,499.63,495.4539
12364,566.78,529.09283
9815,501.9,483.3451
3540,404.63,435.3696
4783,416.65,411.76102
2144,372.15,532.0194
321,383.45,391.1391
6466,634.71,615.8435
4098,437.14,462.50443
4738,410.65,415.48483
3693,506.47,446.47244
7665,537.32,537.36334
4832,426.15,432.98587
5584,386.15,391.7927
6834,413.34,419.3773
2154,266.84999999999997,344.5479
5692,407.15,410.98587
12262,542.02,534.0982
1006,440.15,467.30765
747,405.15,389.70074
9185,422.68,433.3464
263,309.45,338.8657
11437,636.59,681.9764
12271,543.39,514.8706
1085,448.15,468.81335
12502,618.19,514.61426
7516,500.65,503.98227
7886,703.84,672.8173
11058,514.71,496.57202
473,436.95,428.9382
10930,497.25,493.98727
2380,431.65,415.59805
6479,658.64,641.70465
1954,582.15,551.5652
11845,473.15,467.57382
11949,483.65,453.42728
7571,512.35,493.2465
7811,597.47,589.31024
6021,460.26,447.4235
3705,515.78,502.18433
5848,428.15,409.6796
8095,426.96,421.5278
4074,428.16,401.59695
7713,551.38,544.2782
5493,369.15,443.46075
11263,558.23,552.35736
8986,594.08,592.77985
5496,370.54,376.7255
6735,401.39,402.7833
9801,499.7,517.16656
8625,497.26,482.5551
2470,450.04999999999995,379.81735
8049,419.39,425.10895
7333,471.59,454.65833
8923,564.11,530.0518
12132,523.16,511.6311
2633,480.65,485.3694
3378,505.04,466.88263
4700,404.31,400.42694
11073,517.59,495.473
2629,479.65,468.63754
10803,471.34,474.77036
10415,625.03,471.3119
11135,531.65,473.68204
967,435.15,367.37576
10696,453.15,448.79825
4708,406.11,413.18112
10644,449.15,453.2645
1608,505.65,511.76202
4580,385.64,396.32773
6939,427.15,429.77448
2611,478.15,474.54916
1010,440.15,404.76273
3573,420.83,421.79373
6260,513.09,526.12274
9764,495.15,494.54886
5676,404.87,408.90247
10482,679.07,592.204
11448,653.95,580.77576
95,411.15,417.41034
6918,424.15,423.72122
11039,513.15,537.8834
11132,531.15,464.61722
7474,493.15,556.4886
9423,457.28,444.27448
11670,466.15,475.7656
7915,361.65,483.02075
59,381.45,388.17346
8192,443.15,407.6411
5022,469.15,471.18716
8759,518.15,483.53024
12002,495.39,492.62552
3244,485.82,468.3601
8850,543.72,493.73346
5129,494.26,470.74896
1498,494.15,483.8209
12267,542.8,516.5172
12576,659.64,558.83594
10569,404.15,590.06696
10719,455.15,454.67242
9978,519.26,481.69717
3542,404.69,441.69708
11892,477.15,471.73547
5837,427.14,429.7889
8917,560.61,562.2128
9641,484.15,496.51486
5148,498.78,451.91238
8687,505.35,486.73856
3404,578.06,554.5798
9253,433.96,427.8622
6414,576.92,585.57056
10006,520.31,508.1488
9438,459.15,460.5841
12152,526.64,516.8931
10251,568.22,573.6936
8346,463.65,481.65704
3592,431.96,420.57037
5491,368.08,380.75372
7488,495.32,483.33264
7116,446.02,432.07776
5268,545.71,534.45715
6756,403.65,389.03143
1562,501.15,521.55237
9494,467.65,474.09555
6081,472.92,478.4787
10261,570.15,474.5329
373,392.55,399.36478
1327,476.15,462.89133
1002,439.65,428.8465
3694,507.9,547.5624
8488,481.65,473.70148
9955,516.91,486.87268
4850,428.9,417.17136
5335,581.15,570.1818
8404,469.31,453.23132
3315,397.42,401.3159
613,386.15,370.31354
9417,456.47,435.9555
2769,509.65,458.27872
1323,476.15,484.72925
1595,504.15,482.0618
9060,666.39,553.7243
5076,481.15,481.02014
3524,390.65,399.88205
1453,490.15,523.48065
4949,450.26,459.95215
4253,506.45,506.61948
6143,485.93,462.38043
10067,530.12,527.05524
11591,460.15,467.29172
7744,565.45,540.44037
10442,636.15,491.38406
611,385.65,374.24152
3447,328.65,469.65128
10713,455.15,452.94345
5235,532.09,526.763
4339,602.47,613.78296
1769,527.15,471.00067
10668,451.15,448.89752
2183,382.45,396.3568
9403,454.55,447.8449
6213,502.04,485.05814
4193,473.15,465.76318
1157,458.15,453.01895
4685,402.15,405.3011
3351,453.11,479.60825
4189,471.95,476.59027
5601,389.15,474.18744
2459,445.15,464.49023
5666,403.65,416.71915
10836,478.15,493.60596
1807,534.65,486.07327
6956,430.65,445.1242
5278,550.4,470.35132
3187,513.91,470.2545
4104,441.52,446.44403
8546,491.15,471.6796
1665,513.15,430.74533
12465,600.77,570.1808
3088,338.15,327.4542
8903,556.28,524.44025
8201,444.15,450.32166
119,441.15,429.01572
9845,505.97,485.97375
3482,364.57,381.62177
8598,495.15,472.1066
2057,352.65,420.8017
8743,514.88,518.81586
9104,363.65,477.6529
8196,443.55,490.0369
3492,369.98,363.15088
5924,440.4,450.07874
2271,407.15,414.1082
2519,460.15,468.8798
5763,418.65,425.41946
3455,336.46,353.18427
1978,317.15,326.68256
9384,450.9,455.28827
8008,412.17,423.1743
3751,564.71,507.21075
8870,547.8,521.9787
5009,464.85,475.02872
12226,536.54,521.8403
11177,541.65,522.3284
12616,711.41,663.52435
6717,399.55,401.322
6415,576.92,583.0512
1864,548.65,519.6983
3800,316.07,329.04352
7144,448.95,439.9076
11870,474.15,473.65155
8615,496.82,476.5573
12381,573.15,396.6219
12239,538.15,505.05576
4176,466.85,486.63614
7132,447.15,456.00195
5279,550.42,521.1319
9976,519.26,490.84528
12277,544.03,525.90955
3441,321.5,333.7616
3070,323.65,356.31332
10564,399.15,515.5385
10955,501.21,497.5071
8289,458.65,459.02365
1923,565.65,553.5315
11255,556.15,501.06747
4707,406.11,424.68393
8283,458.08,541.57513
4665,399.75,404.6853
9316,442.75,435.84314
2012,337.15,415.18878
4058,422.22,410.07455
8079,424.23,422.85782
5470,364.15,361.48972
424,414.35,412.19992
554,373.65,379.26074
1793,532.25,465.29913
12458,598.66,582.49207
12188,531.02,442.85358
487,438.85,429.4014
6760,403.82,407.9607
6779,405.87,399.88934
5533,378.3,376.47516
5761,418.15,400.53577
9118,376.65,459.66675
2157,373.15,493.9476
1483,493.15,521.4624
7907,355.65,428.9828
7020,437.54,434.754
468,469.65,471.53452
5328,577.0,535.8869
2474,451.15,435.71024
3984,403.0,394.23514
10073,531.08,543.2236
6433,594.24,583.0601
2412,437.15,434.40176
2055,351.15,356.98132
10023,523.15,481.3822
4480,363.22,376.74628
3858,357.15,341.10748
8703,508.15,439.42224
12510,623.83,609.5337
12293,546.96,519.47437
10155,543.0,577.02954
6321,539.42,521.91547
68,435.15,404.41605
9402,454.25,461.68787
2954,558.15,555.8289
6216,503.45,469.66614
5657,401.15,416.1479
177,443.65,428.1237
1373,481.65,460.7299
2522,460.65,461.24088
8178,441.41,429.6786
2351,425.65,373.2946
2337,422.15,472.61948
8018,414.64,428.4305
9372,448.22,449.49582
6676,393.15,391.9456
3912,382.34,361.1425
5156,500.15,457.70743
4489,366.4,356.21375
1413,486.15,483.3451
7277,467.1,446.37564
10692,453.15,451.26828
245,266.25,302.0334
3194,308.76,355.16882
11478,691.43,655.7764
10080,531.39,541.2164
3449,330.28,356.32935
2685,491.65,510.05325
10419,625.66,627.84344
1414,486.15,485.41898
8565,493.59,454.37064
1740,522.15,479.93887
3295,364.62,392.05722
1496,494.15,521.1341
12162,527.59,513.6179
673,393.54999999999995,413.55054
12137,523.92,545.00415
10297,578.07,567.1391
5957,446.21,435.30087
4959,451.15,426.67148
8534,490.22,461.89465
8296,458.95,461.84793
7864,670.43,637.554
4484,363.46,374.04343
12551,647.1,603.5804
5861,429.49,422.5747
4094,435.4,388.79477
10950,500.84,509.24432
11099,521.94,515.4914
461,425.75,420.57623
10529,364.15,508.87238
6884,420.65,431.11227
5128,493.86,478.26135
2884,538.15,542.8283
2932,548.15,541.7716
12136,523.89,495.4801
5639,398.0,388.52783
5079,483.15,406.06732
5938,443.15,448.13376
14,310.15,329.04352
8361,466.03,457.12747
2991,568.65,523.31085
11507,388.15,490.16718
8314,460.65,464.18616
12537,638.42,570.8929
5196,517.11,473.3404
1783,529.15,514.2837
10474,673.1,607.23114
8021,415.15,410.3423
7318,470.94,457.87296
1175,460.15,467.07486
5531,378.03,366.91666
10366,598.4,613.1916
9084,307.15,394.2742
5577,385.4,474.13245
9818,502.15,503.9268
812,413.15,404.35846
11142,533.58,549.3527
8185,442.07,440.058
4504,369.65,362.61255
10528,363.15,485.56213
3519,388.94,385.67114
4682,402.06,412.28375
1208,463.54999999999995,478.09906
114,420.15,414.99683
8775,519.6,520.90045
1964,610.65,576.45886
6452,610.43,612.28107
9119,377.15,443.3903
3853,354.65,357.3427
6515,341.45,467.8949
7534,504.61,490.32645
11818,472.15,468.67197
214,421.45,424.5806
4279,529.74,548.9802
3048,613.15,586.94415
7150,449.86,447.2308
5646,399.15,398.50705
4439,353.15,465.89325
3838,348.15,434.4652
6706,397.65,397.99893
11873,475.15,471.31107
5032,470.72,431.31732
12403,578.45,588.9597
6913,423.81,421.92517
7874,687.14,584.4828
3015,579.65,548.8335
736,403.65,410.2764
8839,539.15,471.1872
10384,610.87,618.5957
9834,504.2,503.0316
7246,462.15,420.1146
7945,393.65,468.74503
5562,382.78,378.46744
3000,573.15,535.3169
3208,378.99,406.85886
1621,507.65,515.1706
12038,502.52,499.95786
31,356.15,377.31268
7008,436.15,436.60205
2236,398.15,522.92096
9653,485.65,470.70047
10075,531.1,451.6256
8147,437.15,472.7553
12359,566.31,523.23193
1669,513.65,516.16187
6018,459.97,436.7419
7445,488.14,455.26178
483,436.85,429.6198
1408,485.15,546.5274
7249,462.4,449.17453
7448,488.86,468.2619
11056,514.38,468.89362
6329,540.89,529.11346
9849,506.2,487.94278
3501,377.2,361.52066
12406,578.78,574.7097
5339,586.43,593.23175
4629,393.15,392.55807
1178,460.15,458.21442
12514,624.12,590.6678
4441,353.39,327.65936
11402,611.94,604.45544
299,342.25,361.56558
4515,372.15,438.65988
1602,505.15,542.4747
8394,468.15,454.58496
4838,427.24,428.54248
12399,577.9,560.29626
668,393.15,519.8513
2588,475.15,478.72833
2894,539.15,534.74884
7200,456.36,446.37564
2442,443.15,443.42807
10629,447.15,448.93274
12350,564.15,527.9116
303,351.15,340.64487
5117,490.15,415.6477
3613,447.4,428.96927
10467,664.07,509.93832
8558,492.7,476.02325
1197,463.04999999999995,475.3294
11138,533.03,542.59845
1346,479.15,454.67374
7087,443.65,435.58206
5888,434.58,462.26474
11585,458.15,463.51782
4747,412.72,409.36954
3745,558.89,520.12445
2420,439.15,473.66553
2085,359.65,380.71103
2036,280.54999999999995,326.66806
8507,485.45,546.5274
10303,579.34,551.1196
11387,606.55,591.5945
10863,483.15,506.74973
8910,558.85,528.57544
1068,447.15,395.40652
9048,645.27,596.53687
1217,464.15,457.9747
7255,464.06,441.5023
8878,550.59,536.43604
5070,478.65,655.902
5202,519.56,500.31598
8384,467.9,459.5657
12548,646.3,645.836
10590,430.15,450.64563
1720,519.65,498.30307
8576,494.03,470.2353
8158,439.65,486.41202
12448,593.07,581.09564
9621,482.74,421.15393
8854,544.26,557.4806
11018,509.06,501.5102
7425,484.46,460.73032
10401,618.88,585.2937
5748,417.54,425.59927
7012,437.15,425.01886
1142,455.65,468.32303
10981,505.01,501.35104
10424,626.93,653.1885
12386,574.46,575.5622
5843,427.95,436.4433
8473,479.15,496.6407
4688,402.15,501.4819
420,413.75,409.32022
3578,424.26,442.22238
12547,644.86,608.8806
10398,617.51,605.2712
1047,444.15,463.06747
856,418.84999999999997,412.19626
8262,454.65,474.1563
5812,424.15,431.3535
8297,459.35,471.2522
2540,465.65,459.42087
10095,533.65,525.785
8269,455.65,459.62772
5065,478.01,458.1174
3013,579.0,575.8896
12415,580.88,569.3128
6967,431.2,431.7555
1355,481.15,478.75488
1139,455.15,466.35773
3143,363.65,361.00992
5863,429.65,433.0979
9982,519.7,496.8474
1701,518.15,468.55203
9362,447.81,441.17044
107,414.15,413.63306
