,Actual,Predict,diff,ARD
2021,11.76389597,10.117834,1.646061881,13.99249004
5165,9.132572631,8.47234,0.660233001,7.229426558
5700,8.606769138,8.374814,0.231955105,2.695031487
1383,4.933931762,5.0975113,0.163579529,3.315399268
8376,11.78807684,11.569882,0.218194451,1.850979142
2301,11.12052578,10.071528,1.04899735,9.4329873
5008,8.094751711,7.8174767,0.277274961,3.425367701
7770,6.997217645,6.8173466,0.179871072,2.570608121
1217,8.459092748,8.080541,0.378552091,4.475086858
8083,5.876433543,5.456439,0.419994524,7.147099336
1275,9.075709962,9.588642,0.512932159,5.651701524
7447,10.47706045,10.141353,0.335707793,3.204214083
4279,9.538620141,10.361905,0.823284957,8.631068719
970,9.897274909,7.1744785,2.722796378,27.51056664
8149,9.014043813,8.798379,0.215664869,2.39254232
3837,9.975632463,9.415648,0.559984003,5.613523405
8404,5.423153754,5.6962624,0.273108605,5.035974605
3445,9.715710715,9.081954,0.633756713,6.523009317
4770,9.968733443,9.452442,0.516291274,5.179107721
2628,7.947315492,6.7799983,1.167317189,14.68819494
5767,11.52272846,11.571089,0.048360333,0.41969697
7445,10.5070144,10.141353,0.365661745,3.480164624
10962,10.10233415,9.504414,0.597920544,5.918633651
7781,11.36739392,11.005918,0.361476368,3.179936581
613,8.140833523,6.801372,1.339461472,16.45361644
3813,7.447929324,8.238838,0.790908872,10.61917537
5862,8.246977897,9.358916,1.111938386,13.48297664
10836,11.52775359,11.578634,0.050880667,0.441373117
10149,11.52274763,11.585079,0.062331558,0.54094186
429,8.54314677,8.56484,0.021693546,0.253925517
9128,8.157607026,8.506259,0.348651939,4.273949124
3079,8.750578824,8.117133,0.633445684,7.238901984
1965,9.816015012,7.5166574,2.299357659,23.42455272
8137,10.12045747,9.304501,0.815956891,8.062446519
6109,8.82181953,8.143134,0.678685413,7.693260189
1786,10.08706682,9.825853,0.261213473,2.589591455
396,11.66576111,9.642105,2.023656003,17.34697022
12170,4.414534205,9.01257,4.598036176,104.15676
7201,11.78509455,11.095224,0.689870165,5.853754863
6240,10.8377082,10.279124,0.558583939,5.154080441
7897,11.52123811,10.843429,0.677809501,5.883127368
8741,11.52267443,11.571089,0.048414361,0.420167821
11026,11.79067761,10.628276,1.162401739,9.858649767
12150,4.465792409,8.988835,4.523042926,101.2819714
4031,11.1967335,10.043435,1.153298407,10.30031217
1839,8.751462107,7.5993476,1.152114516,13.16482312
9240,9.794901816,9.125045,0.669856993,6.838831349
9253,7.870962414,8.559119,0.688156811,8.742978944
9912,11.52243514,10.986977,0.535458518,4.647091824
3842,9.281327619,8.16164,1.119687451,12.06387345
9140,10.18115372,9.646722,0.534431879,5.249225519
5652,9.345342274,9.34065,0.004692669,0.050209763
11076,11.15243424,10.748931,0.403503307,3.618073231
5527,11.50483379,11.059726,0.445108029,3.868876323
11975,4.946575158,8.1179905,3.171415336,64.11335602
2771,11.10274893,10.536297,0.566452083,5.101907025
4387,9.265635359,8.908563,0.357072699,3.853727732
2901,11.3798227,10.3321,1.047722786,9.206845554
2464,6.600617005,7.483348,0.882730888,13.37346182
7699,8.763086214,8.129184,0.633902445,7.233778129
7553,5.542628781,6.219437,0.676808342,12.21096065
12271,5.116680977,10.477398,5.360716942,104.7694208
9027,9.291372625,9.079093,0.212279646,2.284696067
1153,4.071169466,4.9395823,0.868412882,21.33079552
9024,8.758782671,8.428827,0.329955386,3.767140752
3204,2.671784193,4.17535,1.503565996,56.27572056
5007,9.893312103,8.730684,1.162627822,11.75165698
218,6.300849229,6.9683695,0.667520255,10.59413179
1142,8.52917319,8.535376,0.006202405,0.072724634
7105,8.697083299,9.113507,0.416423972,4.788084543
11377,4.353239917,6.7581196,2.404879666,55.24344461
11112,6.990386346,7.5992985,0.608912131,8.710708157
9448,8.142199175,7.9839754,0.158223765,1.943256015
7600,8.099758002,8.282573,0.182814744,2.257042717
11138,6.417292807,8.4103365,1.993043688,31.05739061
4335,8.614561283,8.615608,0.001046932,0.01215055
5399,8.794636839,7.427713,1.366923922,15.54269794
10936,11.52288499,11.648556,0.12567077,1.090621096
8995,8.653735432,9.274585,0.620849339,7.174353473
7615,6.921158278,7.403229,0.482070959,6.965174075
1713,9.52754039,6.514516,3.013024513,31.62436753
8243,8.153862955,8.072532,0.081331255,0.997453052
9278,8.154301148,8.384076,0.22977497,2.81783623
12200,4.424165468,9.236704,4.812538404,108.778448
8875,9.817923846,9.146743,0.671181026,6.836280836
11297,8.450395637,8.8214035,0.371007867,4.39042004
6620,10.18178264,9.828473,0.353309545,3.470017471
2564,6.622347093,7.5849304,0.962583326,14.53537987
10507,11.52266474,11.585079,0.062414451,0.541665137
3794,8.680277039,8.077369,0.602908303,6.945723468
6301,9.8520169,6.3099413,3.542075609,35.95279663
10964,8.757399937,8.666479,0.090920827,1.038218399
6189,9.942423663,9.90821,0.034213862,0.344117931
3752,9.642123144,9.632038,0.010085028,0.104594643
8525,10.18561654,9.311289,0.874327708,8.583943233
6702,11.51966222,10.830661,0.689001396,5.981088708
4100,10.10532828,9.1563,0.94902869,9.391365174
135,9.440275578,7.6130886,1.82718697,19.35522923
11911,5.112329707,9.513572,4.401242033,86.09073644
8651,11.5226118,11.577534,0.054921924,0.476647163
979,7.358683553,6.562833,0.795850721,10.81512131
2927,10.6871531,10.933387,0.2462337,2.304017686
8,6.994239608,6.6778116,0.316427985,4.524123069
3231,8.182381246,8.620498,0.438116457,5.354391837
8839,0.923691353,1.8390937,0.915402332,99.10262158
379,10.64224401,8.4224615,2.219782502,20.85821852
2388,5.641182053,5.6166635,0.024518597,0.434635017
6672,8.306966799,8.606595,0.299628241,3.606950749
7402,8.424629082,8.247475,0.177154411,2.102811651
6559,8.185795745,9.025233,0.839437524,10.25480334
7293,7.813399191,8.197182,0.383782511,4.911854622
10113,11.52262941,11.585079,0.062449783,0.541973433
2351,11.43104331,9.216544,2.214499154,19.37267882
11133,4.675574174,6.574238,1.898663649,40.60814255
457,8.28453907,8.70004,0.415500794,5.015377762
7586,11.49352535,10.614278,0.879247513,7.649936168
11248,5.702454293,6.4574795,0.755025184,13.24035526
1039,8.645074676,7.664095,0.980979751,11.34726665
3372,9.760422861,7.6619363,2.098486578,21.49995539
4604,3.762615277,5.943172,2.180556701,57.95322038
11852,4.385276692,8.137138,3.751861674,85.55586273
4156,10.94778901,10.622812,0.324976738,2.968425945
1043,1.944893179,3.7358985,1.791005316,92.08759336
10513,11.5226541,11.577534,0.054879621,0.476278287
99,8.398842482,6.6848693,1.713973193,20.40725476
5817,10.09352422,9.796177,0.297347305,2.94592066
11620,3.861107655,8.621556,4.760448627,123.2922977
12191,5.125744249,10.553781,5.428036307,105.8975338
2019,8.730239635,8.178404,0.551835781,6.320967785
10401,11.52256461,11.577534,0.054969107,0.477058599
9863,11.52294747,11.574267,0.051319922,0.445368117
8537,10.10312029,9.42349,0.67963072,6.726934558
5840,6.970665654,7.492209,0.521543304,7.481973349
4024,6.607092016,3.8573472,2.749744766,41.61807962
4553,8.123838103,7.756322,0.367516196,4.523922048
7720,10.83495506,10.749693,0.085262144,0.786916608
2150,10.04505492,8.192195,1.852859979,18.44549316
4245,9.436857289,9.4445,0.00764268,0.080987879
9846,11.77520409,10.967644,0.807560354,6.858140936
7174,8.634498775,8.314273,0.320225894,3.708678213
5279,11.53781082,10.819133,0.718678011,6.228892356
4498,8.642884837,8.770915,0.128030194,1.481335979
9563,8.269158254,8.799872,0.530714145,6.417989959
6181,-1.441672401,1.2154158,2.657088236,-184.305963
3282,9.958636117,8.202872,1.755763841,17.63056805
11055,9.246757946,9.204365,0.042393169,0.458462808
6662,10.10855635,9.066945,1.041611276,10.30425429
4919,10.47921048,8.873329,1.60588132,15.32445107
5990,8.716331527,8.434799,0.281532333,3.229942855
11228,6.613211943,7.2735257,0.660313772,9.984766288
10618,11.52269832,11.571089,0.048390469,0.419959599
5781,11.79109194,10.138639,1.652452488,14.01441823
2250,8.499102438,8.167626,0.331476058,3.900134642
8441,11.21042237,9.872265,1.338157513,11.93672575
7698,8.131010038,7.715466,0.415544016,5.110607863
1662,7.426444925,6.3154697,1.110975183,14.95971809
1593,6.631431887,8.858198,2.226766278,33.57896379
12065,4.444342635,8.327531,3.883188226,87.3737397
2582,9.89890681,9.455129,0.44377814,4.483099176
6673,6.856043066,7.935624,1.079581056,15.74641412
360,4.586986926,7.227686,2.640699002,57.56936125
6338,-17.31950225,-7.6046853,9.71481694,-56.09177913
12232,4.389618577,8.093844,3.704225837,84.38604307
10485,11.522529,11.479376,0.043153157,0.374509761
10640,11.52267799,11.571089,0.048410798,0.420136772
8803,3.654146173,5.7718043,2.11765816,57.9522008
9549,8.099824616,7.497574,0.602250764,7.435353787
4148,5.703729372,4.888377,0.815352182,14.29507465
33,7.739018514,8.41118,0.672161028,8.685358284
7696,11.79610808,10.542149,1.253959489,10.63027798
2310,10.01461224,6.9824142,3.032197993,30.27773783
12358,3.542423097,7.5113473,3.968924197,112.0398127
9390,8.619869994,10.382841,1.762971117,20.45240831
11454,3.801981828,6.3919215,2.589939692,68.12077989
8536,11.77754044,10.939699,0.837841267,7.113891426
102,8.459318554,7.006524,1.452794468,17.1738958
3528,5.67274033,6.107578,0.434837471,7.665390003
10479,11.52257323,11.577534,0.054960497,0.476983514
5847,6.032450491,6.116165,0.08371467,1.387736354
8574,8.783408151,8.529536,0.253871903,2.890360395
11889,3.811837907,6.204514,2.39267612,62.76961802
4490,10.55375426,10.049982,0.503772186,4.773393849
3146,11.31580892,10.622771,0.693037657,6.124510627
7680,10.20120681,9.77984,0.421366337,4.130558414
11078,7.738309249,7.593517,0.144792422,1.871109618
2144,8.420465427,9.154861,0.734396024,8.721555594
4894,10.45175466,9.613568,0.838186353,8.019578397
1570,13.69400099,11.763704,1.930296693,14.09593145
10335,11.52259156,11.577534,0.054942161,0.476823627
2576,10.93060644,9.802498,1.128108578,10.3206391
7856,11.51770342,10.92915,0.588553792,5.109989368
538,9.182487797,9.648704,0.466215778,5.077231932
2239,6.557173151,6.3198223,0.23735084,3.619713033
12235,4.42107501,7.6355257,3.214450694,72.70744522
10731,11.52290191,11.67813,0.155228236,1.347126683
9987,11.52268392,11.585079,0.062395272,0.541497794
937,8.550001626,8.518148,0.031853204,0.372556962
839,8.769192978,8.651863,0.117329879,1.337979195
3946,11.73389824,10.504753,1.229145128,10.47516533
4438,7.007037667,7.6979575,0.690919849,9.860369902
10712,11.52279056,11.578634,0.055843704,0.484634704
5379,8.749851535,8.159016,0.590835879,6.752520686
4412,10.10159131,8.890776,1.210815632,11.9863819
7540,9.786632647,8.465484,1.321148981,13.4995222
4783,7.104907344,7.1941056,0.089198281,1.255445727
2303,7.653405798,8.700703,1.047296869,13.68406732
10918,11.52281483,11.571089,0.048273964,0.418944274
6224,9.168153025,8.91918,0.248973108,2.715629026
3349,6.604488233,7.22721,0.622721812,9.428766388
4035,9.366894932,9.358779,0.008115978,0.086644844
5484,9.927920653,9.7065525,0.221368148,2.229753449
2982,11.30421119,8.479484,2.824727584,24.98827332
11728,3.548098376,5.8311095,2.283011148,64.34463993
8788,11.52274723,11.345886,0.176861003,1.534887731
6064,7.238328115,8.301147,1.062819346,14.68320954
11291,10.46292539,10.236434,0.226491403,2.164704202
2715,11.14744057,8.074685,3.072755468,27.56467323
11274,6.579502379,7.5485964,0.969094003,14.72898655
11324,5.794999064,6.49986,0.704860746,12.1632623
11559,3.81138514,7.261898,3.450512901,90.53172886
1783,7.782236173,8.398296,0.616060183,7.916231443
357,9.533508822,8.752741,0.780767962,8.189721501
9282,8.490629055,9.077198,0.586568973,6.908427407
3919,9.309729833,7.5890856,1.720644254,18.48221445
5905,2.94076178,3.5363932,0.595631385,20.25432403
7169,9.898966473,9.797755,0.101211232,1.022444855
10408,11.52263269,11.585079,0.062446501,0.541944794
747,10.10090896,8.013578,2.087330543,20.6647834
724,9.492548773,8.197873,1.294675658,13.63886354
2254,6.515491556,7.085679,0.570187498,8.75125751
149,10.09736493,6.884431,3.212934041,31.81952865
6853,7.401485688,7.4745297,0.073044056,0.986883113
4851,5.262860278,6.378284,1.1154237,21.1942492
2145,9.3473892,9.631989,0.284599325,3.044698294
9165,9.620981604,9.485359,0.135622413,1.409654545
4123,9.431796623,9.473129,0.041332649,0.438223791
10437,11.52261643,11.585079,0.062462763,0.54208669
10378,11.52264138,11.577534,0.054892338,0.476389176
1984,9.952443376,9.599225,0.353218331,3.549061897
11803,3.543823873,5.948457,2.404632891,67.85419404
8251,11.79955503,10.717983,1.08157178,9.166210278
5492,11.21375797,9.388276,1.825481867,16.27894924
8772,11.52275099,11.666913,0.144162041,1.251107556
3656,11.71152863,10.458889,1.252639622,10.6957825
6779,-0.353566918,2.3982136,2.751780543,-778.2912882
333,11.73138003,7.7601547,3.971225307,33.85130582
10158,11.522621,11.55666,0.034038696,0.295410202
5709,6.366396531,7.5979733,1.231576816,19.34495854
6143,8.156470144,7.9504123,0.206057871,2.52631151
10069,11.52261607,11.324503,0.198113124,1.719341055
7370,8.586943791,7.499208,1.087735817,12.66732166
1701,11.73697979,10.477348,1.259631465,10.73216292
8113,7.661867325,7.3250165,0.336850827,4.396458607
3524,4.497424191,8.983762,4.486337596,99.75349485
7337,8.797467312,8.579408,0.21805962,2.478660096
4112,11.18096998,10.768449,0.412521146,3.689491849
1358,11.91254526,11.01856,0.893984852,7.504569698
2271,4.254084967,3.577463,0.676622055,15.90522926
9272,8.569073715,9.249259,0.68018528,7.937675737
5361,11.55317965,10.458889,1.094290647,9.471770431
6835,10.17578476,9.235022,0.940763172,9.245112635
6747,10.48611072,9.941401,0.54471019,5.194582936
290,10.47000054,8.633011,1.836989677,17.54526692
11801,5.118034402,9.581058,4.463023146,87.20190696
1261,11.10345285,9.885708,1.217744994,10.96726276
8686,11.52265361,11.585079,0.062425584,0.541762279
967,10.18122904,10.086121,0.095108435,0.934150878
11791,5.124040937,9.463537,4.339496279,84.6889421
8464,8.778161197,8.807072,0.028910488,0.329349187
5079,11.53402306,10.941268,0.592755088,5.139187366
4417,9.111430445,8.406587,0.704843798,7.735815464
5481,11.28653565,10.206882,1.079653171,9.56585512
70,13.69471018,9.472553,4.22215693,30.83056981
10190,11.52270197,11.585079,0.062377223,0.541340302
7356,11.31561294,10.043435,1.272177846,11.24267814
6826,11.0540265,10.046555,1.007471933,9.11406806
8410,5.123624792,4.9783344,0.145290365,2.835695396
9417,9.672306989,8.4906435,1.181663488,12.21697668
1643,11.39272232,9.97788,1.414842794,12.41882562
2865,-0.726103214,0.6697973,1.395900515,-192.2454669
11853,3.531092081,7.004575,3.473482695,98.36851717
3883,9.410774739,7.16703,2.243744882,23.84229568
11579,3.813269144,7.826225,4.01295566,105.2366278
1078,5.704759603,6.3109207,0.606161113,10.62553271
10356,11.52265785,11.577534,0.054875871,0.476245587
3421,-98461.02118,-103691.48,5230.455383,-5.312212648
2998,4.411205593,8.436839,4.025633511,91.25925604
1157,10.35596614,10.005695,0.350270797,3.382312528
6085,11.52100102,11.070253,0.450747644,3.912403229
10798,11.52270447,11.571089,0.04838432,0.419906012
1236,11.18098515,9.183131,1.997853928,17.86831947
8337,10.10410326,9.917443,0.186659989,1.847370907
2127,10.10272505,9.140408,0.962317488,9.525321585
7386,8.343078252,8.646933,0.30385435,3.641998054
9083,9.688998059,9.766576,0.077577754,0.800680735
385,10.40407848,7.5604362,2.84364223,27.33199567
4923,10.76402634,9.257546,1.506479912,13.99550958
4341,10.92834505,9.896944,1.031401007,9.437852193
5964,9.942736185,9.571979,0.370757616,3.728925096
4215,8.617539622,7.710222,0.907317855,10.52873166
7078,8.037304539,8.151501,0.114196163,1.420830338
3193,5.690423251,7.132405,1.441981553,25.3405008
3562,10.14252078,8.484416,1.658104776,16.34805409
5026,11.7509944,10.270349,1.480645853,12.60017111
11075,9.688771731,9.536214,0.152557856,1.574582779
7508,8.122922296,7.998942,0.123980398,1.526301637
1430,10.30776471,9.556225,0.75153989,7.2910057
9568,8.157417414,8.098324,0.059093592,0.724413265
5180,10.18092478,9.780063,0.400862105,3.937380831
47,10.1571257,8.9316025,1.225523222,12.06564964
1002,8.519273384,7.7467294,0.77254401,9.068191019
7219,8.778708505,8.008451,0.770257044,8.774155161
2616,12.24665716,10.244213,2.002444056,16.35094486
12256,5.113911228,9.361525,4.247613354,83.05998252
12333,3.121607306,6.083132,2.961524484,94.87178889
5144,6.646911853,6.7408423,0.09393049,1.41314417
3827,10.3369417,9.493057,0.843884448,8.163775358
221,11.08738975,7.9245143,3.162875452,28.52678149
533,13.51303336,7.669279,5.843754264,43.24531884
3954,10.05290301,8.72906,1.323842837,13.16876338
9658,8.154692036,8.386563,0.231871266,2.843405532
3233,2.804404526,6.573582,3.769177646,134.4020607
611,11.77545852,8.950827,2.82463188,23.98744404
2519,10.52387002,8.900774,1.623096014,15.42299566
2340,8.662100888,8.790407,0.128306292,1.481235478
101,10.93003212,7.009611,3.920420993,35.86834036
11107,7.259959269,7.7159004,0.455941152,6.280216095
8268,10.29433932,9.795177,0.499161857,4.848900945
9748,8.164122228,8.284308,0.120186205,1.472121173
10639,11.52275355,11.571089,0.048335237,0.419478262
11339,3.542486826,4.4541287,0.911641916,25.73451699
10469,11.52261259,11.585079,0.062466604,0.542120205
4710,9.300925851,8.556732,0.744193673,8.001287862
12301,5.11740374,10.311187,5.19378305,101.4925443
2688,5.75608954,6.0508194,0.294729857,5.120314033
3973,7.950026675,6.7888923,1.161134406,14.60541483
3006,7.113476419,6.929773,0.183703565,2.582470341
3297,8.524876898,9.261481,0.736604387,8.640642098
11073,6.614141038,7.434366,0.820225188,12.40108062
7364,7.348710342,7.6636696,0.314959244,4.285911995
10391,11.52263269,11.585079,0.062446501,0.541944794
5278,11.53781082,10.819133,0.718678011,6.228892356
2483,2.659464537,4.270935,1.611470521,60.59379398
3858,8.121584298,7.2631087,0.858475568,10.57029721
1277,8.998457472,9.3815,0.383042772,4.256757665
6977,9.643686969,9.001898,0.641789157,6.6550166
6925,7.478007324,7.3272595,0.150747783,2.015882269
3111,11.87919206,8.5840645,3.29512758,27.73865046
5748,7.649907579,7.8355947,0.185687075,2.427311949
11535,4.411651823,8.486165,4.074513224,92.35799515
6939,7.38444508,7.62295,0.238504997,3.229828609
6784,8.774921448,8.306771,0.468150169,5.335095597
10094,11.52267676,11.585079,0.06240243,0.541560252
5948,5.912449311,6.1687155,0.256266166,4.334349029
6341,11.06730221,10.175845,0.891457065,8.054873666
2318,8.127973614,7.517266,0.610707817,7.513651528
12294,3.806561585,7.906448,4.099886303,107.7057687
10905,11.52276095,11.578634,0.055873316,0.484892933
2992,5.681947588,8.165906,2.483958364,43.71667237
11758,3.547914629,7.025053,3.477138395,98.00513075
6697,10.09793574,9.469718,0.628217757,6.221249102
3819,9.015420006,8.233577,0.781843231,8.672285987
7275,8.612269818,9.370931,0.758660854,8.809073542
19,3.838763503,5.9401636,2.101400109,54.74158789
4532,9.232170771,9.065124,0.167047213,1.80939863
5920,12.80399535,10.328423,2.475572807,19.33437404
7142,3.657715126,4.861839,1.204123691,32.92011084
5635,10.45360576,9.255599,1.198006739,11.46022519
5070,10.18828589,9.058901,1.129385054,11.08513149
5151,11.09844929,10.45451,0.643939551,5.802065398
4111,11.49765207,10.768449,0.729203241,6.342191141
2666,11.22497074,10.561572,0.663398662,5.910026423
10829,11.52117387,11.578634,0.057460392,0.498735025
6706,11.77691104,10.925229,0.851681967,7.231794792
1413,8.123746975,6.614607,1.509140117,18.57689536
4403,5.634773822,7.0736327,1.438858895,25.53534398
321,9.180114001,7.564465,1.615648955,17.59944376
5640,10.05534297,9.196485,0.858858407,8.541309577
9089,8.762347006,8.226483,0.535863661,6.115530529
8102,10.10284987,9.146138,0.95671168,9.469722737
2069,8.397941659,9.343625,0.945683409,11.26089438
4960,11.52958345,10.887252,0.642331599,5.571159234
6175,8.740669353,9.2422695,0.501600163,5.738692615
8059,8.758260053,8.180326,0.577933591,6.598731365
10206,11.52267676,11.585079,0.06240243,0.541560252
4442,10.08576518,8.0676,2.018164928,20.01003535
4890,10.8338218,10.25491,0.578911331,5.343560295
12148,3.545122073,7.2631087,3.717986657,104.8761241
4202,9.87871788,8.809414,1.069303971,10.82431843
8443,8.037393833,7.6794424,0.357951427,4.453575878
5371,11.79649751,10.939699,0.85679834,7.263160209
450,9.388780952,9.582528,0.193747163,2.063601752
11113,6.602219211,7.26996,0.667740715,10.11388394
10643,11.52267799,11.571089,0.048410798,0.420136772
263,8.098700675,7.1804056,0.918295058,11.33879509
5257,10.09252655,9.445036,0.647490616,6.415544683
8617,11.52265323,11.577534,0.054880494,0.476285893
7093,7.71619079,7.660355,0.055835699,0.723618582
9159,7.717288503,7.82893,0.111641398,1.446641486
8866,12.211042,10.44341,1.767632081,14.47568521
2450,3.703121935,4.2952304,0.592108454,15.98944014
8185,10.80269533,8.930723,1.871972145,17.32875247
12261,5.123632784,9.562884,4.439251547,86.64264993
473,8.816593435,9.56318,0.746586535,8.467970881
8975,10.16180601,9.504414,0.657392406,6.469243855
2913,8.136406312,8.2652645,0.128858199,1.583723611
8928,6.608643355,7.597768,0.989124475,14.96713609
1766,11.60204156,8.931712,2.670329412,23.01603169
9668,8.147694986,8.110943,0.036752146,0.451072192
5494,10.47524835,8.820383,1.654865282,15.79786272
10417,11.5226118,11.577534,0.054921924,0.476647163
5676,11.08176301,10.294072,0.787690863,7.107993679
1421,11.70791919,9.019293,2.688626359,22.96416764
7988,-0.475086389,-0.99645525,0.521368863,-109.7419064
11389,3.799857015,7.2122,3.412343149,89.80187862
11670,4.416730027,7.337922,2.921192069,66.13924678
10864,11.52268289,11.571089,0.048405901,0.42009409
8728,11.52275099,11.466326,0.056425232,0.489683338
9599,8.210271563,8.479998,0.269726072,3.285231617
2807,9.532170628,8.471792,1.060378407,11.12420947
