,SMIELS_TRAIN,Actual,Predict
257,CC(C)C=C,293.25,308.56112351376964
42,CCCCC#CC,385.15,379.9158482166127
362,CC/C=C/C(C)C,359.05,360.12959725998485
208,CCC(C)(C)C(C)C(C)C,434.75,401.49439238042913
312,C=CC=CC=C,351.65,349.925918634214
533,CCC/C=C/CC,368.85,381.7081414238013
331,CC=C1CCCC1,388.15,374.53896859504687
154,CC(C)C1CCC(=C)C=C1,444.65,435.690014672119
126,CCC(C)(C)C(C)(C)C,413.35,377.50244871451014
299,CC1CCC=C1,338.05,357.71619775788236
388,CC1CCCC(C1)C,397.65,399.7020991732405
174,CC1CCC(=CC1)C(C)C,440.65,441.0668942936848
31,CC(C)C(=C)C,328.75,320.55709534672917
113,CCCCCCC=C,394.35,400.3232054681544
218,CCCC(C)CC(C)(C)C,421.45,421.280643337057
173,CC1CCC(C=C1)C(C)C,440.15,439.2746010864962
521,C/C=C\C=C/C,358.15,351.7182118414026
265,CCC=C=C,318.05,320.55709534672917
57,CC(=C)CCC(=C)C,387.45,373.9178623001329
318,C/C=C\CC=C,339.45,349.925918634214
24,C=CC=CC#C,356.65,349.925918634214
17,CC1CCC1,309.45,310.9745230158722
496,CCCCCCC(C)CCC,460.15,467.4722374617063
66,CC1=C(CCC1)C,378.95,362.54299676208734
509,CCCCCC1CCCCC1C,490.65,505.25244616777337
287,CCC(C)C=C,327.35,334.34536038687725
493,CC1=C2C(=CC=CC2=CC=C1)C,543.15,534.5502437777051
538,CCCCCCC#C,399.45,400.3232054681544
465,CCCC(C)(CC)CCC,433.95,427.27862925353674
400,CCC(C)C(C)(C)C,383.15,361.92189046717345
94,CCCCC=C(C)C,395.75,400.87328608551525
180,C1CCCCC=CCCC1,468.15,496.8410607491911
238,CCCCCC/C=C\CCC,465.75,479.46820929466577
92,CCCCC(=C)CC,393.15,391.91182004957216
23,CC#CC(C)C,346.25,337.92994680125446
446,CCC(C)C(C)(CC)CC,435.25,405.70008508972023
311,CC1CCC(C1)C,364.85,366.12758317646455
485,CCCC(C)C(CC)CC,438.15,429.07092246072534
5,CCCC,272.65,294.77285847362157
116,CCCCCCC(=C)C,417.95,417.69605692267976
45,C1CC2CC1C=C2,369.15,379.9158482166127
220,CCC(C)CCC(C)(C)C,423.95,421.280643337057
320,CC/C=C\C=C,346.25,346.3413322198368
336,CCC1CCCC1,376.65,372.7466753878582
329,C1CCC=CCC1,388.15,419.48835012986837
16,CCC1CC1,309.05,316.97250893235196
48,CC12CCCC1C2,366.25,368.54098267856705
519,CCC#CC,329.25,322.3493885539178
425,CCCCC(C)C(C)C,413.65,407.4923782969089
3,C1CC1,240.35,277.4000070190962
381,CCCC=C(C)C,368.55,367.2987700887393
434,CCCCCCC(C)C,416.35,415.9037637154911
60,CC(=CC(C)(C)C)C,379.95,367.2987700887393
196,C1CCCCCCCCC1,475.15,493.2564743348139
333,CC1CCCC1C,365.05,366.12758317646455
539,CC(C)C1CCCCC1,427.95,415.9037637154911
110,CC1=CCCC(C1)(C)C,413.15,413.4903642133886
380,CC1CCC(CC1)C,392.55,396.1175127588633
535,CCCC/C=C/C,371.15,383.5004346309899
29,CC(=C)C(=C)C,341.95,322.3493885539178
523,CCCCC=C,336.55,346.3413322198368
225,CC(C)CCC(C)C(C)C,429.15,423.0729365442456
247,CC=C=C,284.05,294.77285847362157
26,CCCCC#C,344.45,344.5490390126481
7,C1CC12CC2,312.15,316.97250893235196
181,CCCCCCCCC=C,443.65,451.89167921436956
50,C1CCC2CC2C1,389.65,396.1175127588633
108,C1CCCCC#CCCC1,477.15,486.08730150605936
229,CC1=C2CCCCC2=CC=C1,507.15,499.2544602512936
37,CC(C)CCC#C,365.15,360.12959725998485
157,CC1=CCC(CC1)C(=C)C,451.15,435.690014672119
237,CCCCCCCC/C=C/C,465.65,483.05279570904304
534,CCC/C=C\CC,368.95,379.9158482166127
175,CC1=CCC(CC1)C(C)C,446.15,439.2746010864962
558,CCCCCCCC1CCCC1,497.15,505.87355246268726
486,CCCC(CC)C(C)CC,438.15,425.48633604634813
194,CCCC1CCCCC1C,449.15,459.06085204312404
440,CCCC(C)C(C)C(C)C,434.15,423.0729365442456
67,CC(C)(C)CCC=C,377.15,373.9178623001329
277,CC(C)C1CC1,331.45,332.55306717968864
168,CC1(C2CCC(C2)C1=C)C,433.15,433.27661517001644
369,CCCC/C=C/CC,396.45,405.70008508972023
448,CCC(CC)C(C)(C)CC,436.05,407.4923782969089
193,CCC(C)C1CCCCC1,452.45,445.89369329788985
152,C1CCC2=CC=CC=C2C1,480.75,489.05078162552275
284,CC(=CC=C)C,349.65,337.92994680125446
319,CCC1CCC=C1,370.95,381.7081414238013
424,CCC(C)C(CC)CC,413.15,391.91182004957216
290,CCCC(=C)C,335.25,334.34536038687725
103,CC=CC=CCC(C)C,422.15,426.65752295862285
377,CCCC(=C)CC,367.15,360.12959725998485
74,CC1(CCCC1)C,360.65,360.75070355489873
367,CCC(C)CC=C,359.85,356.54501084560764
537,CCCCCCC,371.65,376.3312618022354
119,CC1CCCC(=C1C)C,423.15,419.48835012986837
335,CC1CCCCC1,374.05,374.53896859504687
355,CC(C)CC(C)C,353.55,349.925918634214
422,CCCC(CC)C(C)C,411.15,393.70411325676076
532,CCCCCC=C,366.75,374.53896859504687
364,CCC(C)/C=C\C,359.45,365.50647688155067
298,C1C=CCC=C1,358.65,367.2987700887393
433,CCCCC(CC)CC,416.15,409.9057777990114
456,CCC(C)CC(CC)CC,431.35,420.10945642478225
438,CCCCC(C)(C)C(C)C,433.35,421.280643337057
36,CCC(CC)C#C,357.15,348.75473172193927
139,CC1C=CC2=CC=CC=C12,472.15,480.6393962069405
253,CCC=C,266.95,292.98056526643296
338,CC(=C)C(C)(C)C,351.05,336.13765359406585
59,CCC1=CCCCC1,410.15,403.9077918825317
111,CC1CC(C=C(C1)C)C,414.15,419.48835012986837
354,CCCC(C)(C)C,352.35,349.925918634214
307,CCC1CCC1,343.95,334.96646668179113
262,C/C=C/C=C,315.15,324.1416817611064
429,CCC(CC)(CC)CC,419.45,384.1215409259038
297,C1CC=CC=C1,353.65,369.09106329592794
150,C/C=C(\C)/C1=CC=CC=C1,467.85,453.0628661266443
266,CCC(C)(C)C,322.85,324.1416817611064
512,C=CC#C,278.25,292.98056526643296
38,CCC#CC(C)C,368.35,360.12959725998485
374,C/C=C\CC(C)C,362.65,361.92189046717345
198,CC(C)C(C)(C)C(C)(C)C,439.25,389.49842054746966
544,CCCCCCCCC,423.95,427.8997355484506
146,CC1=C2CC=CC2=CC=C1,482.15,482.4316894141291
552,C1CCC2CCCC2C1,440.15,457.8896651308493
147,CCC(=C)C1=CC=CC=C1,455.15,453.0628661266443
365,CCC/C=C\CCC,395.65,405.70008508972023
340,CC(=CC(=C)C)C,366.35,353.5105050485912
123,C1CCC/C=C\CCC1,441.15,463.8876510473291
439,CCC(C)CC(C)C(C)C,433.85,421.280643337057
96,C1CCCC#CCCC1,451.15,460.3030646329519
143,CCC(CC)C(C)(C)C,406.95,379.9158482166127
239,CCCCCCCCCC=C,465.85,477.67591608747716
449,CCCC(C)(CC)C(C)C,439.15,405.70008508972023
97,C/C=C/C1=CC=CC=C1,451.45,441.0668942936848
469,CCCC(C)C(C)CCC,435.3,436.8612015843937
293,CC/C(=C\C)/C,340.85,336.13765359406585
447,CCC(C)C(C)C(C)CC,435.65,419.48835012986837
122,CCCCC/C=C/CC,420.65,427.8997355484506
183,CCCC/C=C\CCCC,444.15,457.26855883593544
202,CC(C)CC(C)(C)C(C)C,426.25,403.28668558761774
323,CC/C=C/C=C,346.35,346.3413322198368
246,C=C=C,238.75,273.1943143098051
363,CC/C=C\C(C)C,359.15,360.12959725998485
353,CCC(=C(C)C)C,370.65,351.7182118414026
526,CC/C=C/CC,340.25,346.3413322198368
356,CCC(C)(C)CC,359.15,346.3413322198368
470,CCCCCC/C=C/CCC,466.15,481.2605025018544
472,CCCCCCCC/C=C\C,469.25,483.05279570904304
125,CC(C)C(C)C(C)(C)C,406.15,373.9178623001329
511,CC#C,249.95,274.98660751699373
223,CCC(CC(C)C)C(C)C,427.25,405.70008508972023
498,CCC1=CC=CC2=CC=CC=C21,531.75,542.9616291962873
219,CC(C)CCCC(C)(C)C,422.05,421.280643337057
129,CC(C)CCC(C)(C)C,397.15,389.49842054746966
500,CCCCCCCCCCC,469.05,479.46820929466577
342,C/C=C/C(C)(C)C,349.85,351.7182118414026
390,CC1CCCCC1C,396.65,396.1175127588633
450,CCC(CC)(CC)C(C)C,445.15,396.1175127588633
549,CCCCCC(CC)CC,439.65,432.1054282577417
423,CC1CC(CC(C1)C)C,411.65,415.9037637154911
349,CCC(=C)C(C)C,362.15,348.1336254270253
294,CC/C(=C/C)/C,343.55,337.92994680125446
437,CC1CCCCC1(C)C,418.35,411.6980710062
403,CC(C)CCC(C)C,382.25,377.50244871451014
361,CC(C)CCC=C,358.45,361.92189046717345
112,CCCC=CCC(C)C,412.15,424.8652297514342
179,CCCCCC1=CCCC1,452.15,459.68195833803793
471,CCCCCCCC=CCC,466.65,483.05279570904304
402,CCC(C)(C)C(C)C,387.95,361.92189046717345
414,CCCCC(C)CC,391.15,391.91182004957216
314,C=C1CCCCC1,375.65,374.53896859504687
151,CC/C=C/C1=CC=CC=C1,471.85,468.643424373981
428,CC1CCC(C(C1)C)C,416.05,421.280643337057
233,CCCC(C)C1=CC=CC=C1,472.15,480.6393962069405
306,CCCC1CC1,342.25,346.3413322198368
370,CCCCC/C=C/C,398.15,405.70008508972023
164,CC=C(C)C=CCC(C)C,438.65,438.65349479158226
317,CC=CCC=C,338.15,349.925918634214
136,CC1=CC2=C(C=CC2)C=C1,480.15,488.42967533060886
197,CC(C(C)(C)C)C(C)(C)C,432.45,389.49842054746966
416,CCCC(C)(C)CCC,408.35,403.9077918825317
258,CCC(=C)C,304.35,308.56112351376964
232,CCC1=CC=C(C=C1)C(C)C,469.75,459.06085204312404
115,CC1=C(C2CCC1C2)C,413.65,419.48835012986837
120,C=CCC1CCCCC1,405.15,432.1054282577417
415,CC(C)CCCC(C)C,408.35,407.4923782969089
224,CCC(C)CC(C)(C)CC,428.85,414.11147050830255
477,CCCCCC1CCCCC1,476.85,480.08931558957966
399,CC(C)CC(C)(C)C,372.35,363.71418367436206
347,CC(C)C=C(C)C,356.55,349.925918634214
127,CC(C)C(C)(C)C(C)C,414.65,373.9178623001329
550,CCCCCCCC(C)C,440.25,441.6880005885987
285,CC=C(C)C=C,350.15,334.34536038687725
515,CC(C)C#C,299.45,306.76883030658104
490,CCCCC(CC)CCC,436.85,439.2746010864962
107,CC=CCCCC=CC,424.65,435.06890837720505
441,CCC(C)(CC)CC(C)C,434.25,405.70008508972023
492,CC1=C(C2=CC=CC=C2C=C1)C,539.65,533.3790568654304
133,CCCCCCC#CCC,450.15,451.89167921436956
432,CCCCC(C)CCC,415.55,419.48835012986837
44,C1C2C=CC1C=C2,362.65,379.9158482166127
169,CC1(C2CCC(=C)C1C2)C,439.15,431.48432196282783
65,CC/C=C/C(C)(C)C,373.95,375.71015550732153
283,C/C=C(/C)\C=C,349.15,339.7222400084431
85,CCCCCCCC#C,423.95,426.10744234126196
242,C1=CC2=C3C(=C1)C=CC3=CC=C2,553.15,568.1247597744809
186,CC1CCC2C(C1)C2(C)C,442.15,447.0648802101646
457,CCCC(C)CCC(C)C,431.65,433.27661517001644
159,CCC(C)C(C)(C)CC,413.65,389.49842054746966
12,C=C1CCC1,315.35,309.1822298086836
35,CC#CC(C)(C)C,356.15,353.5105050485912
28,CCCC#CC,357.65,349.925918634214
170,CC1=CCC2CC1C2(C)C,428.15,435.06890837720505
142,CCCC(C)C(C)(C)C,406.75,391.29071375465827
473,C1CCC2(CC1)CCCCC2,480.15,482.50271509168215
405,CCCC(C)(C)CC,385.05,373.9178623001329
221,CCCC(C)(C)CC(C)C,424.15,419.48835012986837
501,CC1=CC2=CC=CC=C2C=C1C,541.15,535.1713500726189
95,CCCCCCC#CC,435.05,429.6920287556392
51,CC1(CC=CC1)C,361.15,371.50446279803043
240,CCCCCC#CCCCCC,483.15,498.0832733390189
443,CCCC(C)C(C)(C)CC,435.05,424.8652297514342
351,C/C=C(/C)\C(C)C,362.45,351.7182118414026
452,CC(C)CC1CCCC1,421.15,421.9017496319709
178,CC1=CCC(CC1)C(C)C,447.65,439.2746010864962
464,CCC1(CCCCC1)C,425.35,410.5268840939253
41,CCCC#CCC,380.35,379.9158482166127
516,C#CC#C,283.45,294.77285847362157
480,CCCCC(C)(CC)CC,436.95,421.9017496319709
206,CC(C)C(C(C)C)C(C)C,430.25,390.11952684238355
392,CCCC1CCCC1,404.15,408.1134845918227
282,CCC(=C)C=C,348.15,334.34536038687725
358,CC(=C)CCC=C,361.25,358.3373040527962
397,CC(C)(C)C(C)(C)C,379.55,351.7182118414026
254,CC(C)(C)C,282.55,304.35543080447854
542,CCCCCC#CC,410.75,403.9077918825317
4,CC(C)C,261.45,288.77487255714186
256,CC(=C=C)C,313.98,308.56112351376964
525,CC=CCCC=C,367.15,383.5004346309899
100,CCC(=CC(=CC)C)C,415.15,412.8692579184747
226,CC1(CCC2=CC=CC=C21)C,464.15,496.21995445427723
507,CCCCCCC1CCCCC1,497.15,505.87355246268726
213,CC1=CC=CC2=CC=CC=C12,517.85,515.3850991159911
502,C1CC=CCCC=CCCC=C1,513.15,577.0862258104241
171,CC1=CCC2CC1C2(C)C,429.05,435.06890837720505
98,C1C=CC2=CC=CC=C21,455.15,472.22801078835823
292,CCC=C(C)C,340.45,337.92994680125446
215,CCC(CC)CC(C)(C)C,420.15,405.70008508972023
61,CC(=C)CC(C)(C)C,374.55,365.50647688155067
406,CCC(CC)C(C)C,388.75,364.335289969276
47,C1=CC=CC=CC=C1,413.65,456.0263462461076
32,CCC(C)(C)C#C,343.15,346.3413322198368
417,CCC(C)CC(C)CC,409.15,403.9077918825317
267,CC=C=CC,321.35,322.3493885539178
327,CCC1=CCCC1,379.45,379.9158482166127
200,CC(C)C(C)CC(C)(C)C,421.05,403.28668558761774
134,CCC(C)(C)CC(C)C,403.85,385.91383413309245
27,CCC#CCC,354.15,346.3413322198368
463,CCC(C)CCC(C)CC,433.95,426.10744234126196
230,CCC1=CC(=CC=C1)C(C)C,465.15,472.8491170832721
260,CCC(C)C,300.95,306.76883030658104
378,CC1CC(C(C1)C)C,389.95,381.7081414238013
288,C/C=C\C(C)C,329.45,337.92994680125446
418,CCC(C)CCC(C)C,409.15,405.70008508972023
162,CC=CC(C)C(C)C=CC,426.65,433.27661517001644
391,CC1CCCCC1C,402.95,396.1175127588633
505,CCCCCCCCCCC=C,486.95,503.4601529605847
138,CCC/C=C/CCC,395.45,409.2846715040975
62,CC(=CC(C)(C)C)C,378.05,367.2987700887393
135,C1=CC=C2C=CC=CC2=C1,491.05,505.1814204902203
128,CC1(CCC(C1)(C)C)C,391.15,391.91182004957216
543,C1CC2CCCC(C1)C2,442.65,451.89167921436956
8,C1CC=C1,275.15,294.77285847362157
326,CCCC=C=C,349.15,348.1336254270253
344,C/C=C\C(C)(C)C,353.55,351.7182118414026
64,CC(C)C(=C(C)C)C,389.65,367.2987700887393
300,CC1CCC(C1)C,363.95,366.12758317646455
14,C1CC=CC1,317.35,342.1356395105456
156,CC1=CCC(C=C1)C(C)C,445.15,442.8591875008734
40,CCCCCC#C,372.85,374.53896859504687
379,CC1CCCC1(C)C,387.15,379.9158482166127
187,C1CCC2CCCCC2C1,428.65,480.08931558957966
478,CCCCC(CC)C(C)C,436.15,425.48633604634813
216,CCCC(C)CC(C)C,406.05,409.2846715040975
409,CCCC(C)CC,364.15,358.3373040527962
279,CCC(=C=C)C,343.15,334.34536038687725
52,C=CC1CCC1C=C,385.65,384.1215409259038
513,C/C=C/C,273.95,298.3574448879988
337,C1CCCCCC1,391.55,415.9037637154911
236,CCCCC/C=C\CCCC,465.45,479.46820929466577
207,CCCC(C)(C)C(C)(C)C,433.45,405.07897879480635
212,CC1=CC2=CC=CC=C2C=C1,514.25,521.383085032471
295,CCCC(C)C,333.35,336.13765359406585
528,CCC/C=C/C,341.05,351.7182118414026
251,C1CCC1,285.75,289.39597885205575
551,CCCCCCC(C)CC,441.05,439.8957073814101
461,CC(C)CCCCC(C)C,433.05,429.6920287556392
455,CCCC(CC)CC(C)C,431.15,427.27862925353674
557,CCCCCCCCC#CC,477.35,481.2605025018544
303,C=C1CCCC1,348.65,348.75473172193927
350,CC=C(C)C(C)C,362.15,351.7182118414026
269,CCCC=C,308.15,320.55709534672917
483,CCC(CC)C(CC)CC,437.05,409.9057777990114
445,CCC(CC)C(C)C(C)C,435.15,405.70008508972023
201,CC(C)CC(C)C(C)(C)C,421.55,403.28668558761774
161,CC1=CCC(=C(C)C)CC1,459.15,442.8591875008734
43,C1C2CC2C3C1C3,378.15,391.91182004957216
217,CC(C)CC(C)CC(C)C,420.75,424.8652297514342
401,CC(C)C(C)C(C)C,386.65,360.12959725998485
190,CC1CCC(CC1)C(C)C,443.85,439.2746010864962
476,CCCCCCC1CCCC1,476.15,480.08931558957966
309,C1CCCCC1,353.85,351.16813122404176
259,CC=C(C)C,311.65,312.1457099281469
105,C=CCCCCCC=C,415.65,424.3151491340734
53,CC1CCC(=C1)C,365.15,367.9198763836532
389,CC(C)C1CCCC1,399.65,390.11952684238355
1,CC,184.55,255.2003565603659
520,C/C=C/C=C\C,356.65,355.3027982557798
359,CCCC(C)C=C,357.05,363.71418367436206
49,C1CC2CCC1C2,378.45,376.3312618022354
419,CC1CCCC(C1)(C)C,409.75,409.9057777990114
80,CCCC(=C(C)C)C,394.95,377.50244871451014
205,CCC(C)C(C)C(C)(C)C,430.15,399.7020991732405
34,CC(=C(C)C)C,346.45,325.933974968295
430,CC1(C2CC3C1C3C2)C,411.15,405.70008508972023
263,CC=CC=C,315.15,322.3493885539178
508,C1CCCCCCCCCCC1,520.15,544.8249480810291
427,CCCC(C)C(C)CC,413.75,409.2846715040975
454,CCCCC(C)(C)CCC,430.65,431.48432196282783
366,CCCC/C=C\CC,396.05,405.70008508972023
91,CCCCCC#CCC,430.25,426.10744234126196
339,CC(C)C(C)(C)C,353.95,336.13765359406585
345,CC(C)C(C)C=C,353.95,346.3413322198368
241,CCCCCCCCCCC#C,488.15,503.4601529605847
13,CC1=CCC1,310.15,314.5591094302494
315,C=CCCC=C,332.55,346.3413322198368
387,CC1CCC(C1C)C,396.15,383.5004346309899
273,CC(C)C(C)C,331.05,320.55709534672917
166,C/C=C(/C)\CCC=C(C)C,441.15,445.82266762033674
554,CCCCCC#CCCCC,471.15,474.09132967309995
484,CCCCCC(C)C(C)C,437.45,429.6920287556392
545,CCC1CCCCC1C,424.85,423.69404283915947
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,459.6109326604849
243,C1CC2=CC=CC3=C2C1=CC=C3,552.15,560.9555869457265
189,C1CCC2CCCCC2C1,468.95,480.08931558957966
475,CC(C)CCC1CCCCC1,469.65,473.470223378186
510,C#C,188.45,253.40806335317728
58,C=CCCCCC=C,388.65,398.5309122609658
474,C1CCC(CC1)C2CCCC2,488.25,487.879594713248
252,CC(=C)C,266.25,288.77487255714186
21,CCC(C)C#C,330.85,330.76077397250003
313,C1C=CC=CC=C1,390.15,428.4498161658114
459,CCCC(C)CC(C)CC,432.55,431.48432196282783
160,CCC(C)(CC)C(C)C,417.85,378.1235550094241
276,CCC1(CC1)C,329.95,330.76077397250003
191,CC(C)(C)C1CCCCC1,444.65,431.48432196282783
385,CCC1CCC(C1)C,394.15,390.11952684238355
413,CCC(CC)CC(C)C,406.95,390.11952684238355
491,CCCCC(C)CCCC,438.25,447.0648802101646
343,CCC(C)(C)C=C,350.65,348.1336254270253
308,CC1CCCC1,344.95,348.75473172193927
130,CCC(C)CC(C)(C)C,399.65,385.91383413309245
99,CCC=C(C)C=C(C)C,411.15,412.8692579184747
372,C/C=C/CC(C)C,361.25,363.71418367436206
87,CCC(C)CCC=C,386.45,390.11952684238355
458,CCCC(CCC)C(C)C,432.05,430.86321566791395
330,CCC=C=CC,351.15,348.1336254270253
214,CCC(C)(C)C(C)(C)CC,443.15,405.07897879480635
466,CC1=CC2=C(C=C1)C=C(C=C2)C,535.15,531.5867636582418
121,CCCCCCCC=C,420.05,426.10744234126196
20,CC(C)(C)C#C,310.85,322.3493885539178
71,CC=CC(C)C(C)C,382.15,373.9178623001329
106,CC=C1CC2CC1C=C2,419.15,425.48633604634813
270,CC/C=C/C,309.45,322.3493885539178
435,CCCCCC(C)CC,417.35,414.11147050830255
102,CCC(CC=C)C(=C)C,418.15,386.5349404280063
