,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Atom2,Func. Group,T,ln_Psat_Pred (Pa),ln_Psat_Actual (Pa),RMSE,RMSE2
10,CCC(CC)C(CC)O,22.983608978140804,4259.097444896394,-65.91119390576418,25.252165318324955,5998.010198287625,-0.007285409733474357,25.25245071,5998.234167,0.0,CHO,alcohol,"[354.0, 375.5, 397.0, 418.5, 440.0]","[8.190946, 9.299602, 9.937677, 11.083591, 11.536204]","[8.308286400601602, 9.27845825880847, 10.143548530358167, 10.919752585237289, 11.620100334753223]",0.13452177188389655,Pass
11,CCC1=CC(=CC(=C1)O)CC,20.348899841345677,3757.9913135970633,-103.92407355801983,23.73088168225906,6239.233134165346,-10.231780926914599,23.73097156,6239.312524,-10.229,CHO,alcohol,"[388.0, 421.25, 454.5, 487.75, 521.0]","[7.1566586, 8.3715, 9.788432, 10.50094, 11.334773]","[7.214847975130752, 8.550938124528447, 9.687037739016262, 10.664923108762084, 11.51549236798461]",0.14519971762842146,Pass
12,COC(=O)CC(=C)C(=O)OC,59.395363132725926,63298.701196015536,838.2122737514744,26.260345826822928,6598.987286550016,-33.4957652722121,26.26038431,6599.015459,-33.495,CHO,ester,"[342.0, 376.75, 411.5, 446.25, 481.0]","[5.8137846, 7.198118, 8.767895, 10.151055, 11.400204]","[4.870081208586043, 7.035564691404414, 8.802902377061692, 10.272654402573895, 11.51414581474525]",0.4349699615844947,Pass
13,CCCCC#CC,20.177804183971652,2629.2580643933047,-77.98888653890086,20.843646292537535,3046.7542877932437,-58.15123155920034,20.84369104,3046.780595,-58.15,CH,alkyne,"[288.0, 318.75, 349.5, 380.25, 411.0]","[7.6690207, 9.224128, 10.511513, 11.502397, 12.263906]","[7.588173982492849, 9.15228430266026, 10.38623232768336, 11.384577112908504, 12.208915367621117]",0.09412592722403054,Pass
14,CCCCCCC/C=C\CCC,18.426998276422157,2020.662160501193,-194.40044701440422,18.273749459733267,2019.9033505916439,-187.15718313507085,20.94148183,3734.735456,-89.458,CH,alkene,"[436.0, 448.5, 461.0, 473.5, 486.0]","[10.019355, 10.445639, 11.026504, 11.123423, 11.455238]","[10.164330842464294, 10.539535936288456, 10.889494550991538, 11.21667189341821, 11.52322233236261]",0.1112865169108127,Pass
15,CCC(C)C(CC)CC,24.17978598970811,5694.4947634113805,36.743160127923105,20.808450224900056,3243.185020148951,-64.15024579544779,20.80846149,3243.191103,-64.15,CH,alkane,"[310.0, 342.75, 375.5, 408.25, 441.0]","[7.763527, 9.163607, 10.348601, 11.425151, 12.239886]","[7.61671406426816, 9.167430963197264, 10.391917070798742, 11.383320237255504, 12.202408404633276]",0.07293740555906178,Pass
16,CCCCCCCCOC(=O)C(=C)C,17.003358815530877,1623.9721695883743,-220.3881956703913,24.575899763913565,6690.1939887899325,-0.0021713361629991934,24.57597424,6690.259999,0.0,CHO,ester,"[385.0, 416.75, 448.5, 480.25, 512.0]","[7.1490345, 8.677828, 9.97937, 10.68598, 11.451296]","[7.198675542074984, 8.522560925810218, 9.659006572940802, 10.645188193850055, 11.509060180134826]",0.1638325332395752,Pass
17,CCCCCCC1CCC=C1,17.43953082599622,2013.948730683545,-141.63735830396436,18.234785045623312,2017.1987110149446,-171.8908067316173,21.55834437,4145.933405,-58.463,CH,alkene,"[403.0, 420.5, 438.0, 455.5, 473.0]","[9.723647, 10.200651, 10.673346, 11.073995, 11.308443]","[9.524996997156396, 10.10666013951659, 10.634683689471812, 11.11616038296672, 11.55698525461624]",0.1505603211938707,Pass
18,CC(C)C(C(C)C)(C(C)C)O,19.84597890074184,2752.7319679934694,-128.179398102154,19.578955310104543,2776.9075889126807,-122.7504862236768,19.57897315,2776.917622,-122.75,CHO,alcohol,"[347.0, 377.25, 407.5, 437.75, 468.0]","[7.307081, 8.700387, 9.943638, 11.175731, 11.623446]","[7.195839939986858, 8.667705478598423, 9.826848049392606, 10.763361650240604, 11.535764974908142]",0.2023951534098548,Pass
19,CCC(=O)OCC,17.684596645957154,1675.3812396946876,-115.20762309522416,21.054769564424653,2934.38248826435,-64.15119662921597,21.05483809,2934.414443,-64.15,CHO,ester,"[282.0, 310.5, 339.0, 367.5, 396.0]","[7.693443, 8.888465, 10.475834, 10.936254, 11.711865]","[7.584953112088243, 9.143271447302798, 10.378416614945117, 11.381475827236804, 12.212245224549964]",0.3270441477372318,Pass
20,CCCC(C)(C)O,20.796048524251304,2778.0274363018916,-101.76138731805182,19.394652868260735,2011.070840298195,-138.91632170546202,19.05764486,1867.51164,-146.55,CHO,alcohol,"[309.0, 336.5, 364.0, 391.5, 419.0]","[7.361971, 9.030066, 10.225387, 11.06634, 12.11849]","[7.561728332078827, 9.226048966293533, 10.469410139106497, 11.433592440702014, 12.203133426137676]",0.23660028402593375,Pass
21,CC(CCCC(C)(C)O)CCO,13.771311208105764,2010.856156127441,-157.11986071479072,29.845698045530874,9055.313942322762,-0.05121431100024246,29.85071315,9058.369756,0.0,CHO,alcohol,"[283.0, 295.5, 308.0, 320.5, 333.0]","[-2.1703253, -0.8059606, 0.32088572, 1.7226378, 2.215104]","[-2.1576605499678614, -0.8036684308670701, 0.4404217305144993, 1.5874689775917368, 2.64840156647999]",0.2099866183408603,Pass
22,CCCCOC(=O)C=C,19.521967706624224,2531.7881916226565,-105.10901140246445,21.681129400069256,3802.5144577474543,-46.140249245457305,21.68114124,3802.521259,-46.14,CHO,ester,"[273.0, 309.75, 346.5, 383.25, 420.0]","[4.499114, 6.9499063, 9.161157, 10.563532, 11.353249]","[4.919608754094121, 7.256342256982911, 9.021262227902314, 10.40137718602893, 11.510164777167084]",0.26123021495643006,Pass
23,CCCCCCCC1(CCCC1)O,20.5011105202146,3307.779183957307,-147.7129538562501,20.530310475119258,3527.729435780238,-132.0021635281298,20.53030921,3527.730754,-132.002,CHO,alcohol,"[395.0, 427.0, 459.0, 491.0, 523.0]","[7.1928587, 8.431159, 10.071523, 10.888741, 11.6256]","[7.11678228289265, 8.571818796849856, 9.742075780371824, 10.703706401224904, 11.507933762382034]",0.19088814338742868,Pass
24,C[C@@H]1CC[C@H](C1)C,17.847183647619456,1562.6508224919519,-118.8307572771416,20.61439115306255,2837.0677499415206,-51.73366925574634,20.61456079,2837.153248,-51.73,CH,alkane,"[270.0, 299.75, 329.5, 359.25, 389.0]","[7.491842, 9.243495, 10.505636, 11.156148, 12.163204]","[7.61619524660728, 9.175349246510278, 10.400523108190184, 11.388646225951144, 12.202448101067407]",0.13172077909281668,Pass
25,CCC(CC)C(C)C,18.77513105672624,2008.2202126233972,-110.83121685200173,20.691290007410753,3032.6350805426355,-57.92036891056379,20.6912599,3032.619697,-57.921,CH,alkane,"[289.0, 318.75, 348.5, 378.25, 408.0]","[7.484547, 9.173901, 10.273309, 11.280688, 12.015937]","[7.56752431274217, 9.06440975816617, 10.254787561941155, 11.224056820050244, 12.028587488133963]",0.06720674895949538,Pass
26,C=C[C@@H]1CC[C@H]1C=C,19.17624961210378,2010.2548045326153,-124.64562602258142,19.399783231389982,2010.5264593012682,-127.38577435852562,23.80159185,4697.27359,0.0,CH,alkene,"[353.0, 361.25, 369.5, 377.75, 386.0]","[10.365686, 10.631288, 11.0095825, 11.338821, 11.392297]","[10.49486779760626, 10.798758381450831, 11.089078749778666, 11.366718016644132, 11.632489283760169]",0.14800303776646778,Pass
27,CC1=C(C(=CC=C1)O)C,52.09888130025611,67667.79996899482,1163.9459769595378,21.004250590634125,3630.7141770418425,-106.97371677186028,21.00422727,3630.670123,-106.977,CHO,alcohol,"[378.0, 413.5, 449.0, 484.5, 520.0]","[8.332606, 9.033564, 10.145572, 11.0841, 11.938715]","[7.6080574876092, 9.159536584690477, 10.388946651639946, 11.387144011672456, 12.21374799176654]",0.39180344039652754,Pass
28,CC(C)COC(=O)C,42.85521029790187,27147.194167792703,474.3442785016517,18.754480439269756,2008.3618394516996,-115.41602042539014,21.53976251,3367.30044,-53.45,CHO,ester,"[295.0, 313.5, 332.0, 350.5, 369.0]","[7.6374846, 8.363933, 8.989497, 10.160609, 10.61222]","[7.599375675921097, 8.591097100445298, 9.451087443629005, 10.203958976182184, 10.868552116390354]",0.25834354282751043,Pass
29,CC1=CC(=NC(=C1)C)C,17.799464940658282,2010.2187004667994,-136.7054307968145,20.66959308509171,3253.0619497245384,-88.18411428362498,20.66968468,3253.112943,-88.182,CHN,aromatic,"[297.0, 318.0, 339.0, 360.0, 381.0]","[5.2154546, 6.8744617, 7.6712036, 8.8564825, 9.582513]","[5.090984844424627, 6.514514318119307, 7.699670796673383, 8.701702639996268, 9.560009243000728]",0.1845689265310155,Pass
30,CCCCCCCCOC(=O)C(C)O,21.876554010137532,4398.360371348389,-100.56882567532966,22.096713682272743,4604.466536530548,-92.1894149954062,22.09668877,4604.449477,-92.19,CHO,ester,"[328.0, 378.0, 428.0, 478.0, 528.0]","[2.5272017, 6.0599756, 8.412738, 10.208817, 11.604292]","[2.570589463458947, 5.986512507422702, 8.38521657519047, 10.162188684800652, 11.531420699045842]",0.05571566941824837,Pass
31,C/C=C(/C)\CC(C)C,18.836508747095902,2008.2182832328463,-110.6661302376792,20.797616616178704,3031.775819648569,-58.15168502371055,20.79768539,3031.813792,-58.15,CH,alkene,"[288.0, 318.75, 349.5, 380.25, 411.0]","[7.517316, 9.206669, 10.333001, 11.4801445, 12.125527]","[7.60728385595659, 9.163710744230798, 10.391597204741617, 11.385037787197742, 12.20532661729153]",0.07587675242682045,Pass
32,C1COC2=CC=CC=C2O1,23.612365355158126,4482.185682635777,-104.06145622154075,23.93445236941917,6063.561927299537,-0.02535552939725738,23.93537204,6064.318359,0.0,CHO,ester,"[365.0, 395.5, 426.0, 456.5, 487.0]","[6.4723215, 8.120217, 9.763102, 10.942431, 11.8622265]","[7.320801193951411, 8.602076569060163, 9.6998829350571, 10.650994474491466, 11.482972946358078]",0.4868000804982458,Pass
33,CC1=CC(=C(C=C1)O)OC,67.1427012894396,96617.24649462286,1244.4274922063069,21.860880084491004,4391.681492186391,-70.18291639759723,21.86083498,4391.65147,-70.184,CHO,ester,"[356.0, 392.75, 429.5, 466.25, 503.0]","[6.7824035, 8.213247, 9.276082, 10.609815, 11.938187]","[6.495524880581625, 8.24609730922337, 9.638580831428529, 10.772654041003774, 11.71414106868237]",0.2414526953659972,Pass
34,C1=CC=C2C=C(C=CC2=C1)O,32.2971555024178,16884.0564750131,251.43340075722253,24.10961581840938,7020.311702596705,-2.243910706813863,24.10970076,7020.395439,-2.241,CHO,alcohol,"[417.0, 453.0, 489.0, 525.0, 561.0]","[7.0533924, 8.316466, 9.426858, 10.662204, 11.46875]","[7.183255668911784, 8.53509118022818, 9.68696704659753, 10.680194162053755, 11.545437026137122]",0.1664468083638802,Pass
35,COC,20.077923393176246,2000.6469435938493,-22.537000575895252,20.813013365690104,2001.1766452796053,-32.842406973390325,21.73953479,2361.439168,-17.1,CHO,ester,"[184.0, 204.25, 224.5, 244.75, 265.0]","[7.702228, 8.98845, 10.368135, 10.8469305, 11.922559]","[7.590708143075142, 9.121639159227591, 10.35361787955471, 11.366421822050734, 12.213761627107916]",0.2775092723246878,Pass
36,CCCCCC(C)(C)O,21.459846663560022,3386.0485396740073,-95.17966966799295,22.31576967204348,3662.3773950942614,-90.45452775318688,22.31596395,3662.491849,-90.45,CHO,alcohol,"[339.0, 363.75, 388.5, 413.25, 438.0]","[7.562587, 8.899934, 9.829993, 10.882101, 11.562972]","[7.580531039247241, 8.914969255260589, 10.02778461707947, 10.96995450055252, 11.777935319914173]",0.1368188859039745,Pass
37,CCCCCCCC(=O)OC,18.252317709278458,2015.6896489286892,-172.92982162961508,18.086517425125678,2015.006263614554,-166.12602911516205,21.92993555,4153.25102,-66.962,CHO,ester,"[373.0, 384.5, 396.0, 407.5, 419.0]","[8.206754, 8.810479, 8.955391, 9.77242, 10.093578]","[8.35890509424688, 8.850395405006083, 9.307530178874524, 9.73378998490098, 10.132200594140134]",0.17420060792788306,Pass
38,CC(C)OC(=O)CCC(=O)OC(C)C,22.34116598435652,4330.542681530607,-94.72630541868763,21.556067019442636,3990.2152449028067,-99.77348207764882,21.55608784,3990.227996,-99.773,CHO,ester,"[377.0, 407.0, 437.0, 467.0, 497.0]","[6.99117, 8.462825, 9.800164, 10.547507, 11.644406]","[7.162727901193129, 8.568205929299868, 9.72361892202568, 10.690252822899453, 11.51087944316937]",0.13007852552844773,Pass
39,CCCC(=O)C(C)C,18.360620425523216,2010.0211163976603,-120.3917567342702,18.928359082477026,2011.3953811794431,-135.417007400308,23.75784273,4972.20225,0.05,CHO,ketone,"[342.0, 359.5, 377.0, 394.5, 412.0]","[9.398211, 9.653308, 10.733787, 11.086735, 11.3957205]","[9.22136487743992, 9.928883615966852, 10.570726301321942, 11.15563198506145, 11.690855108599813]",0.21244128335958776,Pass
40,COC(=O)C(=O)OC,67.50980818961253,96815.39986945891,1285.299055313046,22.19360265889787,3881.0537595484316,-72.94510067459802,22.19360457,3881.055529,-72.945,CHO,ester,"[346.0, 391.5, 437.0, 482.5, 528.0]","[8.291154, 9.566234, 11.34534, 12.728678, 14.160325]","[7.980147473606712, 10.010290770885518, 11.532974920364207, 12.717330255391698, 13.664843152719346]",0.33904258459990566,Pass
41,C1=COC(=C1)CO,21.452677626296705,3835.4588750230364,-64.98858088829293,25.524304180291825,6037.951690441154,-12.035191168819017,25.52436299,6037.992904,-12.034,CHO,alcohol,"[304.0, 338.75, 373.5, 408.25, 443.0]","[5.4078794, 7.4634733, 8.916597, 10.417642, 11.248255]","[4.843897098461483, 7.043502228540046, 8.82018360772513, 10.28521842076104, 11.513993483593929]",0.3440640130914916,Pass
42,CC/C(=C\C(C)C)/C,20.3353300671302,2876.1690055571307,-59.8979889074379,20.815200091698898,3009.6565278995927,-58.152204737329825,20.81530016,3009.708975,-58.15,CH,alkene,"[286.0, 316.5, 347.0, 377.5, 408.0]","[7.5666065, 9.309854, 10.094301, 11.3628025, 12.077486]","[7.606131960117919, 9.165565403862304, 10.39567414596775, 11.390816132887874, 12.212444724918395]",0.16260741381781718,Pass
43,CC1=CC(=C(C=C1C)C=C)C,17.227985692587318,1688.134085865278,-197.5070669801671,20.798514493436613,3637.389375403853,-98.13628190686237,20.79856037,3637.419,-98.135,CH,aromatic,"[352.0, 382.0, 412.0, 442.0, 472.0]","[6.3800025, 7.7857513, 9.6283455, 10.367647, 10.976074]","[6.470397764013084, 7.984655873199587, 9.20944084409036, 10.220516660942636, 11.069329230336244]",0.2251929476669642,Pass
44,CCCC(=O)OC(C)C,17.96638436784252,1741.2378191574915,-135.43494063905703,21.84497852968931,3667.2141351553496,-50.79931770742928,21.84503924,3667.24899,-50.798,CHO,ester,"[266.0, 301.25, 336.5, 371.75, 407.0]","[4.659246, 7.307964, 9.587253, 10.400224, 11.599758]","[4.804077775099945, 7.202516963957127, 9.00911583383008, 10.41887897647266, 11.549619818408614]",0.2717350727441345,Pass
45,CC(C)CC(=O)C1=CC=CC=C1,23.642329149871237,5714.2747071792555,-27.199345739084677,23.144830217490547,5433.2551747799,-33.74935710682584,23.14484853,5433.267284,-33.749,CHO,ketone,"[331.0, 373.5, 416.0, 458.5, 501.0]","[4.7537327, 7.4275494, 8.644005, 10.442668, 11.626868]","[4.8664666763085975, 7.152938912380328, 8.930975225286137, 10.353195809454416, 11.516693031544705]",0.19525141540126562,Pass
46,C/C=C\CC(C)(C)C,28.623226465456337,9290.315465293374,160.80374350580263,20.822211354202175,2992.4129088915456,-58.151331408317354,20.82225397,2992.439587,-58.15,CH,alkene,"[284.0, 314.25, 344.5, 374.75, 405.0]","[7.7164655, 9.137975, 10.154547, 11.3091545, 12.202504]","[7.572576808902893, 9.137601151448925, 10.371967303933715, 11.370454896010012, 12.19477930711293]",0.11982745360074241,Pass
47,CC1(CCCCC1)C,22.82399775724211,4960.279059942907,36.080398303788876,20.53514575138497,3038.975427649781,-55.41998405840715,20.53514463,3038.974832,-55.42,CH,alkane,"[290.0, 322.5, 355.0, 387.5, 420.0]","[7.609095, 9.024579, 10.046777, 11.213149, 11.911654]","[7.580183292942104, 9.15662572072392, 10.391026764548805, 11.383811126102495, 12.199594600331071]",0.22307643275599126,Pass
48,CCC(C)CC(C)(C)CC,17.593476329369054,1729.1662042008645,-154.0586689279232,20.677502200307856,3305.174785668953,-67.66130765122475,20.6775365,3305.19972,-67.66,CH,alkane,"[320.0, 354.5, 389.0, 423.5, 458.0]","[7.1798105, 8.930729, 10.301303, 11.121923, 11.919741]","[7.579336766332817, 9.154737305685776, 10.39185864787886, 11.389093039163324, 12.21004733361265]",0.2733711327228843,Pass
49,CCC(C)O,27.46002093435787,8496.594270485333,148.0943303868672,22.10299364545901,3026.0293609870314,-86.60032252464579,22.10299785,3026.034303,-86.6,CHO,alcohol,"[295.0, 319.25, 343.5, 367.75, 392.0]","[8.275103, 9.353459, 10.003689, 11.149105, 11.675903]","[7.582679696191898, 9.096188035940196, 10.323962025833325, 11.339937906141474, 12.194568566426884]",0.43672516747825363,Pass
50,CCCCC1(CCCCC1)O,17.89211552453658,2017.1926748183462,-181.5197878022628,24.32491609324374,5936.168787136479,-17.29725470616445,24.3251997,5936.391337,-17.29,CHO,alcohol,"[362.0, 391.75, 421.5, 451.25, 481.0]","[6.692602, 8.348507, 9.500895, 10.322027, 11.204713]","[7.103792321218162, 8.471994183785032, 9.638795757336965, 10.645617854378756, 11.523251633778084]",0.2861891283551992,Pass
51,CCCC(C)/C=C/C,19.43327475114571,2305.443266286527,-95.86387313175695,20.788890422424583,3047.4585263801323,-58.15059637804001,20.78891254,3047.471371,-58.15,CH,alkene,"[289.0, 320.0, 351.0, 382.0, 413.0]","[7.4868045, 9.198679, 10.298088, 11.458606, 12.138551]","[7.587823646556648, 9.150679310612873, 10.382658924911588, 11.378780160064032, 12.200857386256487]",0.07735028116629085,Pass
52,CC(C)CCC(C(C)C)O,37.09352895347749,20973.11746923287,367.8738440452229,19.88763491259103,2509.806368777204,-148.15055615334242,19.88765771,2509.817751,-148.15,CHO,alcohol,"[346.0, 372.25, 398.5, 424.75, 451.0]","[7.697788, 8.85532, 9.533834, 10.772448, 11.446369]","[7.20220028257196, 8.688113970137026, 9.862422031190546, 10.813840818182932, 11.60032816612265]",0.28529000212417466,Pass
53,CCCCCCCCCCO,17.400251218259076,2018.050042630714,-179.53510187261878,18.196418885583668,2020.7439859109306,-204.87007452400792,20.37569062,3152.238992,-148.07,CHO,alcohol,"[400.0, 420.0, 440.0, 460.0, 480.0]","[8.292915, 8.940807, 9.596488, 10.316656, 10.648816]","[7.863330071337307, 8.783593414537517, 9.577763058124775, 10.270093232140368, 10.878992541333186]",0.23011270167776024,Pass
54,C1=CC=C(C=C1)C2=CC=CC=C2O,32.51479174502492,15941.164842676008,209.2549802551211,23.465890169251928,5713.748824569865,-70.9704903263764,23.46603612,5713.871816,-70.966,CHO,alcohol,"[435.0, 463.25, 491.5, 519.75, 548.0]","[7.8472567, 8.684896, 9.665905, 10.920277, 11.341078]","[7.770052186546721, 8.900385175354076, 9.878854548216903, 10.734138781754917, 11.488122983859322]",0.17550686325483864,Pass
55,CC1=CC(=C(C=C1)C)C=C,22.99922218223171,5241.934274727457,-9.671685573753873,21.995111872974746,4435.538809936263,-42.7132529750733,21.99512174,4435.54565,-42.713,CH,aromatic,"[302.0, 343.25, 384.5, 425.75, 467.0]","[5.0851383, 7.224241, 9.070995, 10.402094, 11.52231]","[4.888418934905843, 7.236387706355877, 9.017607527013084, 10.415181289445576, 11.541005421555482]",0.0918880506730251,Pass
56,COC1=CC=C(C=C1)C=C,29.515374389525448,10834.646722721334,125.16843801999217,23.123049637293207,5088.58257668503,-39.165270267314725,23.12311212,5088.623255,-39.164,CHO,ester,"[318.0, 352.25, 386.5, 420.75, 455.0]","[5.0143824, 6.9380455, 8.3670435, 9.474056, 10.945731]","[4.873591780058259, 6.869995553427881, 8.472677805055389, 9.787656277622649, 10.88602044702506]",0.16584443587781825,Pass
57,CCCCCCC/C=C\C,18.162573816185574,2014.4497767548066,-149.8446148758388,18.51606752095583,2015.4148999444492,-159.32239288214436,20.8731411,3448.445841,-78.41,CH,alkene,"[401.0, 412.5, 424.0, 435.5, 447.0]","[10.170595, 10.4754305, 10.818787, 11.021855, 11.456932]","[10.183268999044582, 10.551234305304735, 10.894710471126848, 11.2160634976454, 11.5173641092587]",0.1029953406767009,Pass
58,CC1=CC=C(C=C1)NN,21.801554974054124,4397.14949777587,-93.3704146082421,24.55552988155047,6179.175578876617,-40.87967231786322,24.55559636,6179.228868,-40.878,CHN,aromatic,"[355.0, 394.25, 433.5, 472.75, 512.0]","[4.990898, 7.2463355, 8.686451, 10.427848, 11.213242]","[4.884166572354115, 7.069126385967639, 8.817230024000933, 10.2475864230708, 11.43961182225744]",0.16949062122015288,Pass
59,CON,15.037217255066498,968.046048275394,-113.68550986057764,21.848844673585745,2821.267360771065,-47.954950863666674,21.84883851,2821.265411,-47.955,CHON,ester,"[210.0, 237.75, 265.5, 293.25, 321.0]","[4.963091, 7.313403, 8.652489, 9.496073, 10.470335]","[4.438456138601211, 6.9840348458883295, 8.880186454164049, 10.347318252581015, 11.51623614921571]",0.6714311496114999,Pass
60,CCCC(CC)C(C)CC,19.08056649949177,2382.4936511920578,-117.44643040173004,20.75045518228056,3371.482339447922,-69.84778528670495,20.75041332,3371.445093,-69.85,CH,alkane,"[326.0, 360.5, 395.0, 429.5, 464.0]","[7.6522527, 9.304716, 10.440077, 11.497349, 12.188592]","[7.588418026643589, 9.150739848267358, 10.381521747725849, 11.376174212838068, 12.196702562530415]",0.09587632519251274,Pass
61,CCCCC(C)(C)C(C)C,18.886939325857202,2396.5357857663057,-110.27109513284707,20.71615499238366,3356.696382975493,-68.15057303250852,20.71617387,3356.708549,-68.15,CH,alkane,"[324.0, 358.5, 393.0, 427.5, 462.0]","[7.6488338, 9.301297, 10.406271, 11.226891, 12.139265]","[7.596343706531986, 9.155269626309208, 10.383070754753112, 11.375117666242431, 12.193364306326998]",0.09951415445978971,Pass
62,CC(=O)C=C,36.88795428993776,16642.38580980373,304.9152344892852,19.10043248100802,2006.1165542072588,-90.92648514779772,23.75259284,4603.323513,22.27,CHO,ketone,"[279.0, 298.0, 317.0, 336.0, 355.0]","[8.445112, 9.260665, 9.860091, 11.29192, 11.531954]","[8.472865307720118, 9.379334296561256, 10.184274056245783, 10.903837672608203, 11.550924236934224]",0.2327724488489912,Pass
63,CCC(C)C,18.892795695452367,2002.4348623737833,-45.42654035087579,19.797985783060213,2003.3407023666618,-58.68115851847631,20.58338379,2376.150384,-38.646,CH,alkane,"[255.0, 272.0, 289.0, 306.0, 323.0]","[9.332307, 10.140872, 10.463597, 11.381585, 11.633034]","[9.600686989483004, 10.400784033682326, 11.092221741490867, 11.695727785417478, 12.227073052659025]",0.44414394858787,Pass
64,C1CC=CC1,21.256486943156208,2970.263136047336,-19.94280656199269,20.82729176793446,2581.660925126056,-39.81007335582683,20.82729663,2581.663011,-39.81,CH,alkene,"[195.0, 226.0, 257.0, 288.0, 319.0]","[4.3606734, 6.585099, 8.958386, 10.215087, 11.238522]","[4.19179813647327, 6.961551900607827, 8.940639734559857, 10.425334378999718, 11.580321412295657]",0.25751946317365926,Pass
