,SMIELS,Atom2,Func. Group,Actual,Predict
9071,CC(=CCC/C(=C\C(=O)O)/C)C,CHO,alkene,581.99,463.39739357142844
2983,CC(C)NC(C)C,CHN,amine,357.04999999999995,367.99999999999994
10463,CCCCCCC(C)CC(C)C,CH,alkane,473.15,467.93571428571414
2440,CCNCC1=CC=CC=C1,CHN,aromatic,467.15,472.4714285714284
6037,CCOC(C(C)C)OCC,CHO,ester,408.65,433.71714285714273
2947,COC1=NC=CN=C1,CHON,ester,334.15,399.9592857142856
5940,C=C1C(=C)C(=C)C1=C,CH,alkene,394.96,366.0364285714286
11045,CC1(CC(=CC(=O)C1)N2CCCC2)C,CHON,ketone,594.03,525.9957142857141
1209,C1=CC=C(C=C1)CC=O,CHO,aromatic,468.15,495.442857142857
994,CC(C(CO)O)O,CHO,alcohol,443.15,502.10928571428565
6352,COC1=CC(=CC(=C1O)OC)O,CHO,ester,452.15,503.82857142857125
10103,CCCCCCCC(=O)NCC(C)O,CHON,alcohol,647.06,562.3107142857143
9709,CCCCCOC(=O)CCC(C)C,CHO,ester,509.06,488.0914285714286
39,C1CC2CC1C=C2,CH,alkene,369.15,405.545
11043,CC(C)(C)OC(=O)C#CC(=O)OC(C)(C)C,CHO,ester,593.14,540.5864285714285
6894,CC(CCO)OC(C)CCO,CHO,ester,588.54,529.1292857142857
1783,CC1=C(C=C(C=C1)O)O,CHO,aromatic,541.65,514.2928571428572
5632,CCC1=C(CCC1=O)O,CHO,alkene,548.83,481.8449999999999
9422,CCCCC(C)C(C)CCC,CH,alkane,455.15,458.567857142857
10666,CC1(CCC(CC1)C(C)(C)OC)OC,CHO,ester,504.15,516.6985714285714
7292,CCCCCCC(OC)OC,CHO,ester,455.15,456.20071428571424
7912,COC(=O)C1C(C1C(=O)OC)C(=O)OC,CHO,ester,577.58,517.6114285714285
9584,CCCN1C2CCCC1CCC2,CHN,amine,485.74,474.9907142857142
983,CCCC(=O)C(=O)CCC,CHO,ketone,441.15,449.35928571428565
3723,C1CN1CCC#N,CHN,amine,435.66,402.1571428571428
8869,COC1(C=CC(C=C1)(OC)OC)OC,CHO,ester,531.76,458.2957142857144
5749,CCC(CC)(C(=O)O)C(=O)O,CHO,alcohol,647.55,588.6942857142857
4994,CN1CCC(=C)CC1,CHN,alkene,391.31,412.8278571428571
5832,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,CHO,alcohol,380.15,598.5978571428572
1771,C1CC(OC1CO)CO,CHO,ester,538.15,458.4685714285714
2718,C1CCC(CC1)NC2CCCCC2,CHN,amine,528.95,503.2914285714286
9413,C1C2C3CC4C1C5C2CC3C45,CH,alkane,453.89,444.75857142857154
778,CC(=CCO)C,CHO,alkene,413.15,370.81071428571425
9571,C1CC23CCC2(C1)CC=CC3,CH,alkene,484.35,474.775
10498,CCC(C)(C(C)C)C(C)C(C)C,CH,alkane,474.15,465.86428571428553
1094,CC(=O)C1CCCCC1,CHO,ketone,453.65,456.9085714285713
10191,CCC(C1=CC2=C(C=C1)OCO2)OC(=O)C,CHO,ester,433.65,466.78571428571416
9928,CC(C)C1CCC(CC1)C(C)O,CHO,alcohol,557.46,490.8049999999999
682,CC(=O)C1(CCCCC1)O,CHO,alcohol,398.65,456.0478571428571
6323,CCC1=NC=CC(=C1)C,CHN,aromatic,447.15,426.7428571428571
8594,C1C(O1)CCCCCCC2CO2,CHO,ester,495.78,482.2614285714285
8647,CC(C)(C)C1C(=O)N1C(C)(C)C,CHON,amide,504.67,456.02714285714274
4174,C/C=C(\C)/OC(=O)C,CHO,ester,393.15,408.3264285714285
9096,CC(C)C1CCC(CC1)C(=O)O,CHO,alcohol,588.35,534.7578571428571
2525,CCN(CC)C1=CC=CC=C1C,CHN,aromatic,482.15,497.8142857142856
10931,CC(=O)OC1CCC2CCCCC2C1,CHO,ester,558.27,502.425
7954,CCC(CO)(CO)COCC=C,CHO,ester,605.75,549.8199999999999
4540,CC(C)(CC(=O)OC)O,CHO,ester,484.05,448.8885714285713
6313,CCC(C)C(OC)(OC)OC,CHO,ester,446.23,428.04571428571427
3134,CC(=O)NC(=O)N,CHON,amide,458.15,484.05642857142857
8558,CC(C)C1CCC(OC1=O)(C)C,CHO,ester,492.76,487.81928571428574
8646,CC(=O)/C=C/C1CCCCC1,CHO,alkene,504.15,483.47999999999996
7242,CCCCCC(C)OC(=O)C,CHO,ester,445.15,443.4492857142856
7818,CC(C)(C)OC(=O)/C=C/C(=O)OOC,CHO,ester,545.31,535.6628571428571
4933,CCC#CCC=C,CH,alkene,380.15,390.49071428571426
3159,C(C(CO)N)O,CHON,alcohol,524.69,466.44534785714285
5247,CCN(CC)C(C)CO,CHON,alcohol,439.15,411.5914285714285
7682,CCCCCCNC(=O)CC,CHON,amide,509.56,501.5471428571429
4691,CC(NC(=O)C)NC(=O)C,CHON,amide,544.52,520.59
117,CC(C)(C)CC(C)(C)C,CH,alkane,395.35,436.87071428571426
1250,CCCCCC(CC)(CC)O,CHO,alcohol,472.15,472.87642857142845
9374,CCCC(C)(C)C(C)C(C)C,CH,alkane,451.15,452.21428571428567
3676,CCC(=O)NCC,CHON,amide,418.04,465.46499999999986
8900,C1CN(CCN1CC2CO2)CC3CO3,CHON,ester,536.34,524.1692857142858
4720,CCC(C)C(C(=O)O)N,CHON,carboxylic_acid,554.04,511.32652357142854
4042,C/C=C\OC(C)C,CHO,ester,363.02,353.25285714285707
4996,CCC1=CC=C(O1)C,CHO,aromatic,391.65,415.5285714285714
4676,CC(CC(=O)C)C(=O)O,CHO,carboxylic_acid,535.82,477.8378571428571
10193,CCOC(=O)C(C1=CC(=C(C=C1)OC)OC)O,CHO,ester,438.15,519.0785714285713
7957,CCC1(C(=O)C=CNC1=O)CC,CHON,amide,608.66,533.0535714285713
11042,CC1(C2C3C4CC(C3C1N=N2)C=C4)C,CHN,alkene,593.07,497.3364285714284
838,CC#CCO,CHO,alkyne,421.15,393.215
9079,CCCC(=O)OC1=C(CCC1=O)C,CHO,ester,583.51,501.0757142857143
780,COCC1CCCO1,CHO,ester,413.15,392.4492857142856
1353,CCOC(=O)CC1CCCCC1,CHO,ester,484.15,495.5085714285714
8764,CCOC(=O)C=C1CCCCC1,CHO,ester,517.48,486.6649999999999
3817,C1COC(OC1)CO,CHO,ester,479.63,425.4278571428571
5980,CC(C)CC(C)(C)OC,CHO,ester,401.39,389.88285714285706
1389,CC1=CC=CC=C1C(=O)OC,CHO,ester,488.15,502.38571428571413
2032,C1CCOCC1,CHO,ester,361.15,390.45642857142855
2110,C(C#N)C(=O)O,CHON,alcohol,381.15,438.0999999999999
4715,C1=CN(C=N1)CCCN,CHN,aromatic,552.65,459.1492857142856
9265,CC1=CC=C(C=C1)CCOC(=O)C,CHO,ester,387.9,468.2749999999998
4870,CCCC1=NC=CN=C1,CHN,aromatic,364.15,406.6499999999999
636,CCCC(C)O,CHO,alcohol,392.45,405.37071428571426
1668,C1=CC=C(C=C1)/C=C/C=O,CHO,alkene,519.15,504.2214285714284
10201,CCC(CC(C)(C)C)C(C)(C)C,CH,alkane,453.15,462.1499999999998
5559,CC1C(=O)CCCC1=O,CHO,ketone,514.95,485.45892857142854
9700,CCCCCC/C=C/C=C/C=O,CHO,alkene,508.26,455.7078571428571
5259,CCN(CC)C(=O)OCC,CHON,ester,441.15,444.7657142857142
2887,CC1=CC(=O)NC=C1,CHON,aromatic,581.15,485.87571428571425
4323,CN1CCCC1CN,CHN,amine,425.65,410.6442857142856
10350,CCC(C)CC(C)(C)C(C)CC,CH,alkane,468.15,464.11428571428553
9335,CCC(C)C(C)(C)CC(C)C,CH,alkane,447.15,450.79999999999984
4760,C(CN(CCN)CCO)N,CHON,alcohol,586.56,444.8842857142857
1704,CCCC(=O)OCCOC1=CC=CC=C1,CHO,ester,524.15,490.4499999999998
898,CC1=CC(=O)CC1,CHO,alkene,430.65,415.7199999999999
9327,CCC(C)(C)CC(C)C(C)C,CH,alkane,445.15,451.9999999999999
5745,CCCCC(C(CO)O)O,CHO,alcohol,635.42,542.535
4113,CCCOCCOC,CHO,ester,381.72,413.6157142857142
5054,CC(=C)CC(C)(C)O,CHO,alkene,405.15,402.02500000000003
7999,CC(C)(C)OC(=O)NC(C)(C)C(=O)O,CHON,carboxylic_acid,652.96,512.8307142857142
4295,CC(COC(=O)C)OC,CHO,ester,417.08,412.77
1150,C=CCCC(=O)O,CHO,alkene,461.65,468.3807142857143
1269,CCOC(=O)C(C(C)C)C(=O)C,CHO,ester,474.15,474.38071428571413
8656,CC1=CCC(CC1)(C)C(=O)C,CHO,alkene,506.2,467.4978571428571
2954,CCN(C)CC,CHN,amine,339.15,388.62857142857143
1052,CC(C)CCC(C(C)C)O,CHO,alcohol,448.15,453.70785714285705
1032,CC(C)CCCC(C)(C)O,CHO,alcohol,446.15,468.025
2698,CC1=C(C=CC(=C1)OC)N,CHON,ester,521.65,500.4714285714284
3349,C=CCNC(=O)N,CHON,alkene,464.37,426.4692857142857
555,C1CCCCCC(=O)CCCC1,CHO,ketone,379.15,514.2021428571428
896,CC1=CCCC1=O,CHO,alkene,430.15,413.17071428571427
9301,C#CCCCCCCCC#C,CH,alkyne,431.52,457.34857142857135
9940,CC(C)(CO)C(C1=CC=CC=C1)O,CHO,aromatic,559.65,480.4714285714284
5492,COCCCOCCCO,CHO,ester,496.78,443.8421428571428
973,CC(C)OC(=O)C(C)O,CHO,ester,440.15,449.14142857142855
5135,CCOC(=O)C1CC1C,CHO,ester,420.05,422.0035714285713
2528,CCN(CC)C(=O)N(CC)CC,CHON,amide,482.15,462.9885714285712
9404,CCCC(C)C(C)(C)CCC,CH,alkane,453.15,455.43571428571414
10825,CCCCC(=O)C1=CC=C(C=C1)C,CHO,aromatic,534.15,492.13571428571413
42,CC12CCCC1C2,CH,alkane,366.25,361.05421499999994
4521,C=CCN1CCNC1=O,CHON,amide,478.05,463.8971428571429
4804,C1CC(C1C(=O)O)C(=O)O,CHO,alcohol,634.24,603.0935714285714
3576,CN(C)CC(=O)OC,CHON,ester,384.66,396.3649999999999
9933,COC(=O)CCCCCCCCC=O,CHO,ester,558.16,532.8707142857144
5185,C1C(O1)CCCC2CO2,CHO,ester,427.14,434.86428571428576
9134,C1COC(C(O1)OCC2CO2)OCC3CO3,CHO,ester,609.4,536.5914285714285
1318,CC/C=C/CC(=O)O,CHO,alkene,481.15,451.6028571428571
8703,CC(C)CCCC(C)(C=C)O,CHO,alkene,513.59,485.1935714285714
6961,C1COCCN1/C=C(\C#N)/C(=O)N,CHON,ester,674.5,489.88714285714275
10430,CCCC(C)CCC(C)C(C)C,CH,alkane,471.15,464.57857142857125
2061,C1CC2CC1CC2CO,CHO,alcohol,367.15,423.83857142857136
10627,CC=C1CC2CCC1(C2(C)C)C,CH,alkene,494.36,451.13285714285706
1702,CCCCCC1=CC=C(C=C1)O,CHO,aromatic,523.65,507.40714285714273
716,COCC1=CC=CO1,CHO,ester,405.15,409.4714285714285
10312,CCCC(C)C(CCC)C(C)C,CH,alkane,467.15,462.28214285714273
10199,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,CHO,ester,451.65,537.7749999999999
4287,COCCC(=O)NCCO,CHON,ester,415.65,462.8571428571427
9590,CC1=CC(=C(C=C1)OC)C(C)C,CHO,ester,486.65,500.4499999999998
5284,CCCCOCCCN,CHON,ester,446.15,410.7999999999999
10358,CC(C)CC(C)C(C)(C)C(C)C,CH,alkane,468.15,461.90714285714273
8936,CCCN(CCC)CCCC#N,CHN,amine,542.92,472.11285714285714
8895,C1C2CC3CC1CC(C2)C3O,CHO,alcohol,535.73,508.80928571428575
2093,CC(=C)C(=O)NCO,CHON,alkene,373.15,416.29571428571415
7089,C1CCC2C(C1)CCC(=O)O2,CHO,ester,418.15,435.43999999999994
10056,C1CCC(CC1)(C2CCOCC2)O,CHO,ester,609.75,514.1614285714285
4316,C1CCCOOCC1,CHO,ester,423.54,408.7714285714286
8913,C1CCC(CC1)CCCCO,CHO,alcohol,540.13,478.7721428571428
8962,CC(=C1CCC2(C(C1=O)O2)C)C,CHO,ester,547.68,487.5364285714285
1419,CCC1=CC=C(C=C1)O,CHO,aromatic,491.05,489.44642857142844
10316,CCC(C)CC(C)CCC(C)C,CH,alkane,467.15,462.79999999999984
6047,CCCC(=O)OC(C)(C)C,CHO,ester,409.4,419.31071428571425
3766,C1CCOC(C1)ON,CHON,ester,455.45,413.005
6368,CCC(CC)C(=O)N1CC1,CHON,amide,455.65,448.3749999999999
2484,CC1=CC(=NC(=C1C)C)C,CHN,aromatic,476.15,453.55714285714265
1725,COC1=CC=C(C=C1)CC=O,CHO,ester,528.65,491.2214285714284
6295,CC(C)NCCCN(C)C,CHN,amine,444.81,403.67357142857134
9695,CCC(=CCCC(=CC=O)C)C,CHO,alkene,508.02,490.69928571428574
2185,COC1=CC=CC=C1N2CCNCC2,CHON,ester,404.65,479.4571428571427
8133,CCCCCC(=C(C)C)C,CH,alkene,431.75,435.69627999999994
7231,CC1=C(C(=CC=C1)C)C,CH,aromatic,443.55,490.4842857142857
9506,CC1=C(C2=CC=CC=C2N1)CCN,CHN,aromatic,471.15,530.1014285714284
6061,CN1CCC2CC1C=C2,CHN,alkene,411.99,395.93285714285713
5860,C/C=C(\C)/C(C)(C)C,CH,alkene,385.15,376.1764285714286
5335,CCN1CCC(=O)CC1,CHON,ketone,459.97,428.8171428571428
8596,CC(C)C1CCC(=CC1)C=O,CHO,alkene,496.15,477.15571428571417
8138,CCCCC/C=C\CCC,CH,alkene,432.56,460.03928571428577
11030,CCCCCCCCCCOCCO,CHO,ester,588.76,504.68571428571425
3289,C1CCON(C1)N=O,CHON,ester,413.86,425.36071428571415
159,C=CCCCCCCC=C,CH,alkene,440.15,465.3985714285714
8621,CC1=CCC(CC1)C(C)C=O,CHO,alkene,500.31,483.6321428571427
4936,C1C=CC12CC=C2,CH,alkene,380.74,381.0907142857142
235,C1CCC1,CH,alkane,285.75,337.6614285714286
11009,COC(=O)C12C3C4C1C5C2C3C45C(=O)OC,CHO,ester,580.88,544.9378571428572
4472,CC(CCCN)CN,CHN,amine,466.15,408.95366642857135
6583,CC(=O)OCC1CCCCO1,CHO,ester,487.36,454.87928571428574
3853,CN(C)C=NCC#N,CHN,amine,505.2,437.36642857142846
1789,COC1=C(C=CC(=C1)CC=C)OC=O,CHO,ester,543.15,513.8285714285713
4014,CC(=CN(C)C)C,CHN,alkene,353.36,370.53428571428566
4986,CCC(OC=C)OC=C,CHO,ester,390.15,364.69285714285706
6275,CCN(CC)CCC(C)N,CHN,amine,443.15,428.9614285714285
8651,CCC(CC)C(=O)OOC(C)(C)C,CHO,ester,505.37,464.78857142857134
613,CC1CCOC(O1)C,CHO,ester,389.65,401.84571428571417
5867,CCCC(C)/C=C/C,CH,alkene,387.1,383.86203857142846
9999,CCOC(=O)CCN(C)CCC(=O)OCC,CHON,ester,580.16,523.1442857142857
3504,C/C=C/OC=C,CHO,ester,337.26,334.2114285714285
6884,CN(C=C1C=CC(=O)C=C1)O,CHON,alkene,584.26,469.8128571428571
2038,CCC(C)COC,CHO,ester,363.15,369.68499999999995
7726,COC1=CC=CC=C1CC=O,CHO,ester,518.15,498.8999999999998
10256,CCCCC(C(C)C)C(C)(C)C,CH,alkane,463.15,465.1499999999998
9822,CCC1CCC2(CC1)CCC(=O)O2,CHO,ester,531.76,480.6457142857143
2705,C1=CC=C(C=C1)C(=O)CN,CHON,ketone,524.15,481.5857142857141
5145,CC=C(C)CC(=O)OC,CHO,ester,422.02,418.6385714285713
6376,CC1=CC(=O)OC(C1)(C)C,CHO,ester,456.25,417.19999999999993
10395,CCC(C)(C)CCCCC(C)C,CH,alkane,470.15,464.36428571428553
10518,CCC(C)C(C)C(C)(CC)CC,CH,alkane,475.15,466.9714285714284
8847,CC(C)C12CCC(C1C2)(C)O,CHO,alcohol,529.43,476.41928571428565
7189,CC1(CC(=O)C(C1)(C)C)C,CHO,ketone,436.65,459.4928571428571
4558,CC(C)NCCC#N,CHN,amine,488.69,413.57071428571425
3286,CCC(CN)N,CHN,amine,413.15,374.8349999999999
3284,CNCCCN,CHN,amine,411.65,401.1171428571428
901,CCCCCCO,CHO,alcohol,430.75,443.55428571428575
1104,CCCC(=O)C(=O)OCC,CHO,ester,455.65,463.63000000000005
1511,CCCOC1=CC=CC=C1O,CHO,ester,500.15,464.6285714285713
529,CC(C)OC1=CC=CC=C1O,CHO,ester,374.15,466.2071428571427
10840,CCCCCC/C=C\CCOC(=O)C,CHO,ester,536.54,508.48428571428576
8843,CCCCC/C=C/C=C/CO,CHO,alkene,528.9,479.40428571428566
10342,CCCCC(C)C(C)C(C)(C)C,CH,alkane,468.15,463.86428571428553
4251,CC1OCC=CCO1,CHO,ester,408.15,385.4507142857142
5312,CCOC(=O)C(C)OC(=O)C,CHO,ester,455.15,463.2735714285713
6767,COC1(CCCCC1O)OC,CHO,ester,534.78,428.9964285714285
4948,CCC(CC)OCC,CHO,ester,381.74,378.57642857142855
3393,C1CNC(=O)N(C1)N=O,CHON,amide,503.28,462.6964285714285
5017,CCCCC(OC)OC,CHO,ester,397.65,430.7392857142857
10837,CCCCCC(=O)OC/C=C/CCC,CHO,ester,536.54,504.58857142857136
1033,CC(C)C12CCC(O1)(CC2)C,CHO,ester,446.65,473.67285714285714
6362,CCCCC(C(C)C)N,CHN,amine,454.29,407.8527864285714
2449,CCCN(CCC)CCO,CHON,alcohol,469.15,466.2192857142856
2131,CCOC(=O)C#N,CHON,ester,388.65,409.20714285714274
1803,COC1=CC2=CC=CC=C2C=C1,CHO,ester,547.15,545.7499999999999
10734,CCC(CC)(C#N)C1=CC=CC=C1,CHN,aromatic,521.15,496.16071428571416
7425,CN(C)CCN(C)CCN(C)C,CHN,amine,471.15,451.327857142857
6442,C=C1C2CCC(C2)C1=O,CHO,alkene,467.37,434.9078571428571
3648,CC(C)NCCN,CHN,amine,409.65,387.18652357142855
8826,CC1CC(N=C(O1)C(=C)C)(C)C,CHON,ester,524.87,453.11285714285714
5613,CC(C)(CCCO)CO,CHO,alcohol,540.89,492.2614285714285
7612,CC1=CCCC(C1=O)(C)C,CHO,alkene,497.27,465.68571428571425
7474,CCC(C1=CC=CC=C1)N,CHN,aromatic,479.15,482.75714285714275
11050,CCCCCCCCCOCCC#N,CHON,ester,598.66,512.5907142857142
1866,C1C2=CC=CC=C2C(=O)O1,CHO,ester,563.15,489.4214285714284
1151,C1COC2=CC=CC=C21,CHO,ester,461.65,495.1499999999998
9227,CC1(CC(CC(N1)(C)C)(C#N)O)C,CHON,alcohol,682.14,538.7771428571428
3055,C(C(=O)N)O,CHON,alcohol,463.94,414.6228571428571
3746,CN1CCN(CC1)N,CHN,amine,446.65,396.8664285714285
4031,CC(C)(C)NCC#N,CHN,amine,358.65,385.7214285714286
4359,COCCCC(=O)OC,CHO,ester,436.15,433.2278571428571
10169,C1CCC(=C2CCCCC2=O)CC1,CHO,alkene,408.15,481.5078571428571
4487,CCN(C(C)OC(=O)C)N=O,CHON,ester,470.5,450.5657142857143
6750,CCCCCOCC(CO)O,CHO,ester,531.65,523.0178571428571
10717,CC1=C(C(=CC=C1)C(C)(C)C)N=C=O,CHON,aromatic,515.15,501.6107142857141
3645,CCOC(C)C#N,CHON,ester,409.15,365.52785714285704
9344,COC(=O)CCCCCCCC(=O)OC,CHO,ester,448.15,537.3871428571429
2053,CC1(OCCO1)C,CHO,ester,365.65,394.4792857142857
3553,CC1(COC=N1)C,CHON,ester,372.65,352.8428571428571
3501,CC(C)(C)NC,CHN,amine,332.15,341.09642857142853
6553,CCC/C=C/C=C/CO,CHO,alkene,483.14,453.82714285714286
1384,CC(C)(CC1=CC=CC=C1)O,CHO,aromatic,488.15,478.05714285714276
10049,CC1(CCCC(C(=O)C1=O)(C)C)C,CHO,ketone,606.55,506.38785714285694
1002,CCC(C)CCC(C)O,CHO,alcohol,443.15,451.30149357142847
7820,CC1C2=CC=CC=C2C(=O)O1,CHO,ester,546.15,496.88571428571413
8496,CC1C2CC(C2(C)C)CC1=O,CHO,ketone,486.15,480.2507142857142
1161,CC(=O)OCCOC(=O)C,CHO,ester,463.15,452.9014285714285
6070,C1=CC=CC#CC=C1,CH,alkene,413.34,413.45285714285717
1546,CCCCOCCOCC(C)O,CHO,ester,503.15,469.9014285714285
3537,CCOCCOC,CHO,ester,358.84,422.247857142857
680,CC(C)C(=O)C(C)C,CHO,ketone,398.55,432.7907142857143
1933,C=CC=O,CHO,alkene,325.75,355.6407142857143
4570,CC(=O)CCCC#N,CHON,ketone,492.83,429.6935714285713
6164,C1C2CN3CC1CN(C2)C3,CHN,amine,428.14,451.8049999999999
7081,C=C1C2CCC1C3C2C3,CH,alkene,415.96,412.5514285714286
5981,CC1=CC=CC1(C)C,CH,alkene,401.46,397.5949999999999
10903,C1CCN2CCCCCN(CC1)CC2,CHN,amine,547.48,501.0664285714286
9977,CC1(CC(CC(N1)(C)C)C(=O)OC)C,CHON,ester,568.74,564.9621428571429
10728,CCCCCCCCCC(OC)OC,CHO,ester,518.56,487.88142857142844
847,CCCOCCO,CHO,ester,422.95,443.3564285714286
6624,CC(=O)OCC(C=C)OC(=O)C,CHO,ester,495.32,477.27999999999986
2380,CCC1=CC(=NC=C1)C,CHN,aromatic,452.15,430.69999999999993
9792,CCCCC(CC)CCC(C)N,CHN,amine,522.93,460.6057142857141
5313,C/C=C/C(C(C)C)O,CHO,alkene,455.22,398.08857142857136
10351,CCCC(C(C)C)C(CC)CC,CH,alkane,468.15,463.792857142857
7320,CC(C)CC(C)OC(=O)C=C,CHO,ester,459.54,457.60214285714284
1068,C1=CC=C2C=C(C=CC2=C1)CO,CHO,aromatic,451.15,510.1857142857142
6328,COC1=C(C=C(C=C1)N)OC,CHON,ester,448.15,503.18571428571414
8265,C1=CC23C=CC2(C=C1)C=C3,CH,alkene,454.68,453.6535714285714
5584,CC1CN(C(=O)O1)CC(C)O,CHON,ester,524.63,457.9092857142856
10564,C1CCC(C1)CCC2CCCC2,CH,alkane,479.65,483.8507142857142
4695,CCOC(=O)/C=C\C(=O)O,CHO,carboxylic_acid,544.77,483.72928571428565
8209,C1=CC2C3C2C=CC1C=C3,CH,alkene,445.7,435.5828571428572
8683,C#CCCCCCCCCO,CHO,alkyne,510.7,510.33571428571423
32,CCC#CC(C)C,CH,alkyne,368.35,374.3978571428571
1536,CCCCOC1=CC=C(C=C1)C,CHO,ester,502.65,481.37142857142845
3889,C1=CC(=O)C(=O)C1=O,CHO,aromatic,536.57,499.51142857142844
6428,CCCCC(=O)CC(=O)C,CHO,ketone,465.65,452.6135714285714
4232,C1C(O1)CCC2CO2,CHO,ester,404.26,414.8507142857143
9097,CCC1(CCC(CC1)CN)CN,CHN,amine,588.58,481.30928571428564
1388,C1CCC(=O)OCC1,CHO,ester,488.15,436.89357142857136
3606,CC=C(C)C#N,CHN,alkene,395.15,357.4428571428571
5799,CCN(CC)CCCCO,CHON,alcohol,364.15,431.3028571428571
1143,CCCCCC(=O)CCC,CHO,ketone,460.65,468.41214285714284
927,CC1CC(CC1=O)(C)C,CHO,ketone,433.65,439.6835714285713
280,C=C1CCCC1,CH,alkene,348.65,390.0542857142856
9729,CCCCCOC(=O)OCCCCC,CHO,ester,512.15,487.1957142857142
6204,C1=CN(C=C1)N2C=CC=C2,CHN,aromatic,435.52,449.3835714285714
7144,CC(C)/C=C(\C)/OC(=C)C,CHO,ester,428.1,408.5000957142857
4348,CCC(C)(C)NC=O,CHON,amide,432.48,392.2428571428571
8737,CCC(C)C(CC(C)(C)C)O,CHO,alcohol,516.47,471.1412449999999
8824,CCCC/C=C\CCCCO,CHO,alkene,524.74,474.02142857142866
4533,CC1=CN(C(=O)N1C)C,CHON,aromatic,483.15,448.3542857142857
4604,COC(CC#N)(OC)OC,CHON,ester,502.99,431.8414285714284
9641,CC/C=C\CCCCC(OC)OC,CHO,ester,499.84,494.3235714285714
808,CCCC(C)(CC)O,CHO,alcohol,416.15,422.37142857142845
712,CCOC1=CC=CC(=C1)O,CHO,ester,404.15,492.38571428571413
1543,CC1=C(C(=CC=C1)C(C)(C)C)O,CHO,aromatic,503.15,498.592857142857
1310,CC(CCO)O,CHO,alcohol,480.65,454.62642857142845
6551,CNCCCCCCNC,CHN,amine,482.98,427.8735714285713
500,CCC/C=C\CC,CH,alkene,368.95,398.9021428571428
