,SMIELS,Atom2,Func. Group,Actual,Predict
994,CC(C(CO)O)O,CHO,alcohol,443.15,534.179059545777
6352,COC1=CC(=CC(=C1O)OC)O,CHO,ester,452.15,519.5833237418135
10103,CCCCCCCC(=O)NCC(C)O,CHON,alcohol,647.06,610.4579616059634
9709,CCCCCOC(=O)CCC(C)C,CHO,ester,509.06,501.84780156049834
39,C1CC2CC1C=C2,CH,alkene,369.15,371.9582509783697
11043,CC(C)(C)OC(=O)C#CC(=O)OC(C)(C)C,CHO,ester,593.14,569.0067146661714
6894,CC(CCO)OC(C)CCO,CHO,ester,588.54,591.5852620529474
1783,CC1=C(C=C(C=C1)O)O,CHO,aromatic,541.65,548.1688288414871
5632,CCC1=C(CCC1=O)O,CHO,alkene,548.83,522.95727520985
9422,CCCCC(C)C(C)CCC,CH,alkane,455.15,454.0949730807832
10666,CC1(CCC(CC1)C(C)(C)OC)OC,CHO,ester,504.15,515.0154353542985
7292,CCCCCCC(OC)OC,CHO,ester,455.15,467.09940706703026
7912,COC(=O)C1C(C1C(=O)OC)C(=O)OC,CHO,ester,577.58,564.6158659350376
9584,CCCN1C2CCCC1CCC2,CHN,amine,485.74,482.3664046787243
983,CCCC(=O)C(=O)CCC,CHO,ketone,441.15,482.12864577700105
3723,C1CN1CCC#N,CHN,amine,435.66,436.53998350901963
8869,COC1(C=CC(C=C1)(OC)OC)OC,CHO,ester,531.76,529.6852642871016
5749,CCC(CC)(C(=O)O)C(=O)O,CHO,alcohol,647.55,646.8122932851747
4994,CN1CCC(=C)CC1,CHN,alkene,391.31,394.4151717681568
5832,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,CHO,alcohol,380.15,520.2357766536362
1771,C1CC(OC1CO)CO,CHO,ester,538.15,558.298292407398
2718,C1CCC(CC1)NC2CCCCC2,CHN,amine,528.95,520.3835864707519
9413,C1C2C3CC4C1C5C2CC3C45,CH,alkane,453.89,459.64459615356844
778,CC(=CCO)C,CHO,alkene,413.15,405.5033851371424
9571,C1CC23CCC2(C1)CC=CC3,CH,alkene,484.35,477.31000699683347
10498,CCC(C)(C(C)C)C(C)C(C)C,CH,alkane,474.15,473.4030547091792
1094,CC(=O)C1CCCCC1,CHO,ketone,453.65,467.7846302991777
10191,CCC(C1=CC2=C(C=C1)OCO2)OC(=O)C,CHO,ester,433.65,459.813861112009
9928,CC(C)C1CCC(CC1)C(C)O,CHO,alcohol,557.46,560.5561470168028
682,CC(=O)C1(CCCCC1)O,CHO,alcohol,398.65,510.9360134966423
6323,CCC1=NC=CC(=C1)C,CHN,aromatic,447.15,453.5272595581828
8594,C1C(O1)CCCCCCC2CO2,CHO,ester,495.78,484.1567682874764
8647,CC(C)(C)C1C(=O)N1C(C)(C)C,CHON,amide,504.67,510.8571687298117
4174,C/C=C(\C)/OC(=O)C,CHO,ester,393.15,402.7036301717492
9096,CC(C)C1CCC(CC1)C(=O)O,CHO,alcohol,588.35,580.4358378671081
2525,CCN(CC)C1=CC=CC=C1C,CHN,aromatic,482.15,486.0053078089381
10931,CC(=O)OC1CCC2CCCCC2C1,CHO,ester,558.27,541.1319345142151
7954,CCC(CO)(CO)COCC=C,CHO,ester,605.75,594.5267501678223
4540,CC(C)(CC(=O)OC)O,CHO,ester,484.05,493.3181729646742
6313,CCC(C)C(OC)(OC)OC,CHO,ester,446.23,448.89896934724163
3134,CC(=O)NC(=O)N,CHON,amide,458.15,516.1351769802418
8558,CC(C)C1CCC(OC1=O)(C)C,CHO,ester,492.76,487.0392318269232
8646,CC(=O)/C=C/C1CCCCC1,CHO,alkene,504.15,492.48319001387506
7242,CCCCCC(C)OC(=O)C,CHO,ester,445.15,448.164090807942
7818,CC(C)(C)OC(=O)/C=C/C(=O)OOC,CHO,ester,545.31,522.8368637803864
4933,CCC#CCC=C,CH,alkene,380.15,374.2761145323308
3159,C(C(CO)N)O,CHON,alcohol,524.69,507.9782586643297
5247,CCN(CC)C(C)CO,CHON,alcohol,439.15,437.12877959559665
7682,CCCCCCNC(=O)CC,CHON,amide,509.56,519.5807951989677
4691,CC(NC(=O)C)NC(=O)C,CHON,amide,544.52,567.9268118376763
117,CC(C)(C)CC(C)(C)C,CH,alkane,395.35,408.43375918512044
1250,CCCCCC(CC)(CC)O,CHO,alcohol,472.15,500.59595703976555
9374,CCCC(C)(C)C(C)C(C)C,CH,alkane,451.15,450.1165623045823
3676,CCC(=O)NCC,CHON,amide,418.04,465.56562407550797
8900,C1CN(CCN1CC2CO2)CC3CO3,CHON,ester,536.34,508.2473896376541
4720,CCC(C)C(C(=O)O)N,CHON,carboxylic_acid,554.04,559.9471354073705
4042,C/C=C\OC(C)C,CHO,ester,363.02,355.3578567105118
4996,CCC1=CC=C(O1)C,CHO,aromatic,391.65,397.93889161909965
4676,CC(CC(=O)C)C(=O)O,CHO,carboxylic_acid,535.82,537.3072759793477
10193,CCOC(=O)C(C1=CC(=C(C=C1)OC)OC)O,CHO,ester,438.15,484.1145815666847
7957,CCC1(C(=O)C=CNC1=O)CC,CHON,amide,608.66,578.0168205858033
11042,CC1(C2C3C4CC(C3C1N=N2)C=C4)C,CHN,alkene,593.07,559.0310039268369
838,CC#CCO,CHO,alkyne,421.15,405.90750777264236
9079,CCCC(=O)OC1=C(CCC1=O)C,CHO,ester,583.51,569.1558329607197
780,COCC1CCCO1,CHO,ester,413.15,409.68215362984245
1353,CCOC(=O)CC1CCCCC1,CHO,ester,484.15,482.6637439843489
8764,CCOC(=O)C=C1CCCCC1,CHO,ester,517.48,501.5537377509517
3817,C1COC(OC1)CO,CHO,ester,479.63,473.98136814202996
5980,CC(C)CC(C)(C)OC,CHO,ester,401.39,401.837425611431
1389,CC1=CC=CC=C1C(=O)OC,CHO,ester,488.15,506.3740733569124
2032,C1CCOCC1,CHO,ester,361.15,364.88618100873805
2110,C(C#N)C(=O)O,CHON,alcohol,381.15,450.37075127109375
4715,C1=CN(C=N1)CCCN,CHN,aromatic,552.65,481.6148181026611
9265,CC1=CC=C(C=C1)CCOC(=O)C,CHO,ester,387.9,439.9394469797115
4870,CCCC1=NC=CN=C1,CHN,aromatic,364.15,399.0764488256923
636,CCCC(C)O,CHO,alcohol,392.45,396.4776783113264
1668,C1=CC=C(C=C1)/C=C/C=O,CHO,alkene,519.15,506.8435673664979
10201,CCC(CC(C)(C)C)C(C)(C)C,CH,alkane,453.15,458.05514142080943
5559,CC1C(=O)CCCC1=O,CHO,ketone,514.95,462.04215270354683
9700,CCCCCC/C=C/C=C/C=O,CHO,alkene,508.26,508.27876521450753
5259,CCN(CC)C(=O)OCC,CHON,ester,441.15,437.4778868762652
2887,CC1=CC(=O)NC=C1,CHON,aromatic,581.15,534.7974628382316
4323,CN1CCCC1CN,CHN,amine,425.65,403.7868479455251
10350,CCC(C)CC(C)(C)C(C)CC,CH,alkane,468.15,468.47761606741193
9335,CCC(C)C(C)(C)CC(C)C,CH,alkane,447.15,445.1083788073037
4760,C(CN(CCN)CCO)N,CHON,alcohol,586.56,540.3483142439505
1704,CCCC(=O)OCCOC1=CC=CC=C1,CHO,ester,524.15,489.2754231650292
898,CC1=CC(=O)CC1,CHO,alkene,430.65,417.8851906756436
9327,CCC(C)(C)CC(C)C(C)C,CH,alkane,445.15,446.53133373105635
5745,CCCCC(C(CO)O)O,CHO,alcohol,635.42,605.1133943138803
4113,CCCOCCOC,CHO,ester,381.72,400.3797469690032
5054,CC(=C)CC(C)(C)O,CHO,alkene,405.15,417.8281767486869
7999,CC(C)(C)OC(=O)NC(C)(C)C(=O)O,CHON,carboxylic_acid,652.96,633.3214042376375
4295,CC(COC(=O)C)OC,CHO,ester,417.08,427.3753529537165
1150,C=CCCC(=O)O,CHO,alkene,461.65,459.0258268658571
1269,CCOC(=O)C(C(C)C)C(=O)C,CHO,ester,474.15,475.721061648213
8656,CC1=CCC(CC1)(C)C(=O)C,CHO,alkene,506.2,496.25238129625285
2954,CCN(C)CC,CHN,amine,339.15,324.70644341498775
1052,CC(C)CCC(C(C)C)O,CHO,alcohol,448.15,470.7756096246955
1032,CC(C)CCCC(C)(C)O,CHO,alcohol,446.15,446.77678288848807
2698,CC1=C(C=CC(=C1)OC)N,CHON,ester,521.65,510.4136415778665
3349,C=CCNC(=O)N,CHON,alkene,464.37,520.2904293185285
555,C1CCCCCC(=O)CCCC1,CHO,ketone,379.15,460.36082273421437
896,CC1=CCCC1=O,CHO,alkene,430.15,419.8539684824201
9301,C#CCCCCCCCC#C,CH,alkyne,431.52,470.4602426552029
9940,CC(C)(CO)C(C1=CC=CC=C1)O,CHO,aromatic,559.65,498.86822331252057
5492,COCCCOCCCO,CHO,ester,496.78,501.1315513457866
973,CC(C)OC(=O)C(C)O,CHO,ester,440.15,471.13383647990906
5135,CCOC(=O)C1CC1C,CHO,ester,420.05,421.6898722720918
2528,CCN(CC)C(=O)N(CC)CC,CHON,amide,482.15,479.0790143582561
9404,CCCC(C)C(C)(C)CCC,CH,alkane,453.15,452.5952752752801
10825,CCCCC(=O)C1=CC=C(C=C1)C,CHO,aromatic,534.15,523.8939088025209
42,CC12CCCC1C2,CH,alkane,366.25,371.800007748089
4521,C=CCN1CCNC1=O,CHON,amide,478.05,478.62607173609877
4804,C1CC(C1C(=O)O)C(=O)O,CHO,alcohol,634.24,634.5387478109393
3576,CN(C)CC(=O)OC,CHON,ester,384.66,395.126485463144
9933,COC(=O)CCCCCCCCC=O,CHO,ester,558.16,554.8465161194074
5185,C1C(O1)CCCC2CO2,CHO,ester,427.14,431.92987315628824
9134,C1COC(C(O1)OCC2CO2)OCC3CO3,CHO,ester,609.4,555.1962519778137
1318,CC/C=C/CC(=O)O,CHO,alkene,481.15,477.67720894501304
8703,CC(C)CCCC(C)(C=C)O,CHO,alkene,513.59,506.9139478493728
6961,C1COCCN1/C=C(\C#N)/C(=O)N,CHON,ester,674.5,571.0263972548285
10430,CCCC(C)CCC(C)C(C)C,CH,alkane,471.15,469.9425752562132
2061,C1CC2CC1CC2CO,CHO,alcohol,367.15,469.99088754588456
10627,CC=C1CC2CCC1(C2(C)C)C,CH,alkene,494.36,481.2257077456202
1702,CCCCCC1=CC=C(C=C1)O,CHO,aromatic,523.65,497.8008710554796
716,COCC1=CC=CO1,CHO,ester,405.15,402.74795289127906
10312,CCCC(C)C(CCC)C(C)C,CH,alkane,467.15,469.15962657988945
10199,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,CHO,ester,451.65,509.92130416666623
4287,COCCC(=O)NCCO,CHON,ester,415.65,492.7730081293705
9590,CC1=CC(=C(C=C1)OC)C(C)C,CHO,ester,486.65,479.5583924852922
5284,CCCCOCCCN,CHON,ester,446.15,456.0406859982507
10358,CC(C)CC(C)C(C)(C)C(C)C,CH,alkane,468.15,463.873066130193
8936,CCCN(CCC)CCCC#N,CHN,amine,542.92,530.3631410330639
8895,C1C2CC3CC1CC(C2)C3O,CHO,alcohol,535.73,533.6114154684894
2093,CC(=C)C(=O)NCO,CHON,alkene,373.15,454.1754646371686
7089,C1CCC2C(C1)CCC(=O)O2,CHO,ester,418.15,400.8419634029165
10056,C1CCC(CC1)(C2CCOCC2)O,CHO,ester,609.75,596.979517679274
4316,C1CCCOOCC1,CHO,ester,423.54,424.72912807382147
8913,C1CCC(CC1)CCCCO,CHO,alcohol,540.13,529.9378919730273
8962,CC(=C1CCC2(C(C1=O)O2)C)C,CHO,ester,547.68,531.7445218632959
1419,CCC1=CC=C(C=C1)O,CHO,aromatic,491.05,487.5966977003541
10316,CCC(C)CC(C)CCC(C)C,CH,alkane,467.15,465.856136201217
6047,CCCC(=O)OC(C)(C)C,CHO,ester,409.4,420.04071420024394
3766,C1CCOC(C1)ON,CHON,ester,455.45,462.4964366872346
6368,CCC(CC)C(=O)N1CC1,CHON,amide,455.65,472.7279067519083
2484,CC1=CC(=NC(=C1C)C)C,CHN,aromatic,476.15,464.1554527132586
1725,COC1=CC=C(C=C1)CC=O,CHO,ester,528.65,500.0447866557052
6295,CC(C)NCCCN(C)C,CHN,amine,444.81,435.0350596971775
9695,CCC(=CCCC(=CC=O)C)C,CHO,alkene,508.02,503.9707106313134
2185,COC1=CC=CC=C1N2CCNCC2,CHON,ester,404.65,452.99376796277204
8133,CCCCCC(=C(C)C)C,CH,alkene,431.75,438.64469623039565
7231,CC1=C(C(=CC=C1)C)C,CH,aromatic,443.55,470.4706340026638
9506,CC1=C(C2=CC=CC=C2N1)CCN,CHN,aromatic,471.15,535.6094505358531
6061,CN1CCC2CC1C=C2,CHN,alkene,411.99,415.0040939282532
5860,C/C=C(\C)/C(C)(C)C,CH,alkene,385.15,389.30217759985965
5335,CCN1CCC(=O)CC1,CHON,ketone,459.97,444.68478368797054
8596,CC(C)C1CCC(=CC1)C=O,CHO,alkene,496.15,495.09505398363495
8138,CCCCC/C=C\CCC,CH,alkene,432.56,442.6402269488413
11030,CCCCCCCCCCOCCO,CHO,ester,588.76,598.7925839453692
3289,C1CCON(C1)N=O,CHON,ester,413.86,409.776289343573
159,C=CCCCCCCC=C,CH,alkene,440.15,448.18493137172527
8621,CC1=CCC(CC1)C(C)C=O,CHO,alkene,500.31,495.077670334645
4936,C1C=CC12CC=C2,CH,alkene,380.74,383.18878369177384
235,C1CCC1,CH,alkane,285.75,291.8343270284575
11009,COC(=O)C12C3C4C1C5C2C3C45C(=O)OC,CHO,ester,580.88,578.5896563621103
4472,CC(CCCN)CN,CHN,amine,466.15,466.00244515671807
6583,CC(=O)OCC1CCCCO1,CHO,ester,487.36,473.53394559202206
3853,CN(C)C=NCC#N,CHN,amine,505.2,464.5205673701301
1789,COC1=C(C=CC(=C1)CC=C)OC=O,CHO,ester,543.15,508.4302987412586
4014,CC(=CN(C)C)C,CHN,alkene,353.36,356.7287292626695
4986,CCC(OC=C)OC=C,CHO,ester,390.15,405.4021579095086
6275,CCN(CC)CCC(C)N,CHN,amine,443.15,424.2575399260462
8651,CCC(CC)C(=O)OOC(C)(C)C,CHO,ester,505.37,495.7625908887857
613,CC1CCOC(O1)C,CHO,ester,389.65,397.1401537358242
5867,CCCC(C)/C=C/C,CH,alkene,387.1,388.72627150136196
9999,CCOC(=O)CCN(C)CCC(=O)OCC,CHON,ester,580.16,557.2421389851123
3504,C/C=C/OC=C,CHO,ester,337.26,338.5019203707403
6884,CN(C=C1C=CC(=O)C=C1)O,CHON,alkene,584.26,570.7560001628929
2038,CCC(C)COC,CHO,ester,363.15,368.0273846342874
7726,COC1=CC=CC=C1CC=O,CHO,ester,518.15,510.171512378593
10256,CCCCC(C(C)C)C(C)(C)C,CH,alkane,463.15,465.85516621386023
9822,CCC1CCC2(CC1)CCC(=O)O2,CHO,ester,531.76,500.8317863764707
2705,C1=CC=C(C=C1)C(=O)CN,CHON,ketone,524.15,479.4445656267661
5145,CC=C(C)CC(=O)OC,CHO,ester,422.02,425.1291506088939
6376,CC1=CC(=O)OC(C1)(C)C,CHO,ester,456.25,441.1919087642912
10395,CCC(C)(C)CCCCC(C)C,CH,alkane,470.15,470.0403151434675
10518,CCC(C)C(C)C(C)(CC)CC,CH,alkane,475.15,474.10412928032713
8847,CC(C)C12CCC(C1C2)(C)O,CHO,alcohol,529.43,511.607372002072
7189,CC1(CC(=O)C(C1)(C)C)C,CHO,ketone,436.65,452.2041725338152
4558,CC(C)NCCC#N,CHN,amine,488.69,465.7138569166043
3286,CCC(CN)N,CHN,amine,413.15,413.997845033251
3284,CNCCCN,CHN,amine,411.65,428.3997108015597
901,CCCCCCO,CHO,alcohol,430.75,432.70547535423486
1104,CCCC(=O)C(=O)OCC,CHO,ester,455.65,465.6390427901265
1511,CCCOC1=CC=CC=C1O,CHO,ester,500.15,479.4924523409225
529,CC(C)OC1=CC=CC=C1O,CHO,ester,374.15,445.6774995673771
10840,CCCCCC/C=C\CCOC(=O)C,CHO,ester,536.54,528.87862506882
8843,CCCCC/C=C/C=C/CO,CHO,alkene,528.9,531.7608293484985
10342,CCCCC(C)C(C)C(C)(C)C,CH,alkane,468.15,466.56500029921915
4251,CC1OCC=CCO1,CHO,ester,408.15,404.8451568013533
5312,CCOC(=O)C(C)OC(=O)C,CHO,ester,455.15,462.5736189609696
6767,COC1(CCCCC1O)OC,CHO,ester,534.78,539.4130413182774
4948,CCC(CC)OCC,CHO,ester,381.74,383.9201800543207
3393,C1CNC(=O)N(C1)N=O,CHON,amide,503.28,465.4882780074336
5017,CCCCC(OC)OC,CHO,ester,397.65,407.85920064158046
10837,CCCCCC(=O)OC/C=C/CCC,CHO,ester,536.54,525.9732661229049
1033,CC(C)C12CCC(O1)(CC2)C,CHO,ester,446.65,454.99872381063403
6362,CCCCC(C(C)C)N,CHN,amine,454.29,430.404591697388
2449,CCCN(CCC)CCO,CHON,alcohol,469.15,467.1796852216678
2131,CCOC(=O)C#N,CHON,ester,388.65,440.7658832993394
1803,COC1=CC2=CC=CC=C2C=C1,CHO,ester,547.15,539.2956998674931
10734,CCC(CC)(C#N)C1=CC=CC=C1,CHN,aromatic,521.15,502.1715630387883
7425,CN(C)CCN(C)CCN(C)C,CHN,amine,471.15,458.40954640845274
6442,C=C1C2CCC(C2)C1=O,CHO,alkene,467.37,467.14650775470824
3648,CC(C)NCCN,CHN,amine,409.65,415.0392143730149
8826,CC1CC(N=C(O1)C(=C)C)(C)C,CHON,ester,524.87,492.1592039900378
5613,CC(C)(CCCO)CO,CHO,alcohol,540.89,530.4306167141192
7612,CC1=CCCC(C1=O)(C)C,CHO,alkene,497.27,477.38431560045683
7474,CCC(C1=CC=CC=C1)N,CHN,aromatic,479.15,481.9142646397636
11050,CCCCCCCCCOCCC#N,CHON,ester,598.66,594.6886870578028
1866,C1C2=CC=CC=C2C(=O)O1,CHO,ester,563.15,522.4833537979991
1151,C1COC2=CC=CC=C21,CHO,ester,461.65,459.6909857734175
9227,CC1(CC(CC(N1)(C)C)(C#N)O)C,CHON,alcohol,682.14,602.7026740906315
3055,C(C(=O)N)O,CHON,alcohol,463.94,468.35680259781907
3746,CN1CCN(CC1)N,CHN,amine,446.65,439.92262146950253
4031,CC(C)(C)NCC#N,CHN,amine,358.65,431.0780602382823
4359,COCCCC(=O)OC,CHO,ester,436.15,420.09661414640897
10169,C1CCC(=C2CCCCC2=O)CC1,CHO,alkene,408.15,491.42259209035257
4487,CCN(C(C)OC(=O)C)N=O,CHON,ester,470.5,446.6762599630981
6750,CCCCCOCC(CO)O,CHO,ester,531.65,541.6917935832961
10717,CC1=C(C(=CC=C1)C(C)(C)C)N=C=O,CHON,aromatic,515.15,488.40396774407765
3645,CCOC(C)C#N,CHON,ester,409.15,430.9777873939253
9344,COC(=O)CCCCCCCC(=O)OC,CHO,ester,448.15,543.7657809570983
2053,CC1(OCCO1)C,CHO,ester,365.65,370.4859407656072
3553,CC1(COC=N1)C,CHON,ester,372.65,376.50533784172535
3501,CC(C)(C)NC,CHN,amine,332.15,357.01238332305036
6553,CCC/C=C/C=C/CO,CHO,alkene,483.14,478.4477031585334
1384,CC(C)(CC1=CC=CC=C1)O,CHO,aromatic,488.15,461.0921569923129
10049,CC1(CCCC(C(=O)C1=O)(C)C)C,CHO,ketone,606.55,585.323309182484
1002,CCC(C)CCC(C)O,CHO,alcohol,443.15,440.1419381267956
7820,CC1C2=CC=CC=C2C(=O)O1,CHO,ester,546.15,523.4765179574508
8496,CC1C2CC(C2(C)C)CC1=O,CHO,ketone,486.15,491.4489982637026
1161,CC(=O)OCCOC(=O)C,CHO,ester,463.15,458.27919850269836
6070,C1=CC=CC#CC=C1,CH,alkene,413.34,408.3857829531823
1546,CCCCOCCOCC(C)O,CHO,ester,503.15,539.4246133361125
3537,CCOCCOC,CHO,ester,358.84,382.0202560404182
680,CC(C)C(=O)C(C)C,CHO,ketone,398.55,428.1563924239942
1933,C=CC=O,CHO,alkene,325.75,330.62525933118343
4570,CC(=O)CCCC#N,CHON,ketone,492.83,478.4734513125068
6164,C1C2CN3CC1CN(C2)C3,CHN,amine,428.14,415.14523471651097
7081,C=C1C2CCC1C3C2C3,CH,alkene,415.96,416.58200399719186
5981,CC1=CC=CC1(C)C,CH,alkene,401.46,391.9972185927364
10903,C1CCN2CCCCCN(CC1)CC2,CHN,amine,547.48,527.5381204576051
9977,CC1(CC(CC(N1)(C)C)C(=O)OC)C,CHON,ester,568.74,544.2749958598102
10728,CCCCCCCCCC(OC)OC,CHO,ester,518.56,511.03490916319817
847,CCCOCCO,CHO,ester,422.95,434.77824571484075
6624,CC(=O)OCC(C=C)OC(=O)C,CHO,ester,495.32,487.9623494924358
2380,CCC1=CC(=NC=C1)C,CHN,aromatic,452.15,455.2678835016005
9792,CCCCC(CC)CCC(C)N,CHN,amine,522.93,492.17045553113553
5313,C/C=C/C(C(C)C)O,CHO,alkene,455.22,430.8686075272307
10351,CCCC(C(C)C)C(CC)CC,CH,alkane,468.15,468.28804704462186
7320,CC(C)CC(C)OC(=O)C=C,CHO,ester,459.54,448.0360283214577
1068,C1=CC=C2C=C(C=CC2=C1)CO,CHO,aromatic,451.15,501.6941267933452
6328,COC1=C(C=C(C=C1)N)OC,CHON,ester,448.15,492.6251553495113
8265,C1=CC23C=CC2(C=C1)C=C3,CH,alkene,454.68,455.1072224050932
5584,CC1CN(C(=O)O1)CC(C)O,CHON,ester,524.63,530.680586919482
10564,C1CCC(C1)CCC2CCCC2,CH,alkane,479.65,499.89497303356336
4695,CCOC(=O)/C=C\C(=O)O,CHO,carboxylic_acid,544.77,534.4725727847155
8209,C1=CC2C3C2C=CC1C=C3,CH,alkene,445.7,445.5867056342073
8683,C#CCCCCCCCCO,CHO,alkyne,510.7,523.8124802882536
32,CCC#CC(C)C,CH,alkyne,368.35,366.10838521466115
1536,CCCCOC1=CC=C(C=C1)C,CHO,ester,502.65,493.26203774766867
3889,C1=CC(=O)C(=O)C1=O,CHO,aromatic,536.57,489.93752211037287
6428,CCCCC(=O)CC(=O)C,CHO,ketone,465.65,484.1378266396802
4232,C1C(O1)CCC2CO2,CHO,ester,404.26,412.2029972175561
9097,CCC1(CCC(CC1)CN)CN,CHN,amine,588.58,532.9077800954602
1388,C1CCC(=O)OCC1,CHO,ester,488.15,444.4466748310024
3606,CC=C(C)C#N,CHN,alkene,395.15,406.5963243026731
5799,CCN(CC)CCCCO,CHON,alcohol,364.15,454.1111633347993
1143,CCCCCC(=O)CCC,CHO,ketone,460.65,460.0520331917262
927,CC1CC(CC1=O)(C)C,CHO,ketone,433.65,431.8216140020479
280,C=C1CCCC1,CH,alkene,348.65,353.6050671369154
9729,CCCCCOC(=O)OCCCCC,CHO,ester,512.15,515.594168818057
6204,C1=CN(C=C1)N2C=CC=C2,CHN,aromatic,435.52,466.17563626540095
7144,CC(C)/C=C(\C)/OC(=C)C,CHO,ester,428.1,425.26810217416477
4348,CCC(C)(C)NC=O,CHON,amide,432.48,453.64720538963877
8737,CCC(C)C(CC(C)(C)C)O,CHO,alcohol,516.47,505.62498127407156
8824,CCCC/C=C\CCCCO,CHO,alkene,524.74,522.3174315313854
4533,CC1=CN(C(=O)N1C)C,CHON,aromatic,483.15,462.4333617504713
4604,COC(CC#N)(OC)OC,CHON,ester,502.99,510.7135207434232
9641,CC/C=C\CCCCC(OC)OC,CHO,ester,499.84,508.08479623452934
808,CCCC(C)(CC)O,CHO,alcohol,416.15,409.63951709731634
712,CCOC1=CC=CC(=C1)O,CHO,ester,404.15,466.8519025006935
1543,CC1=C(C(=CC=C1)C(C)(C)C)O,CHO,aromatic,503.15,491.58610729464976
1310,CC(CCO)O,CHO,alcohol,480.65,478.1838348806273
6551,CNCCCCCCNC,CHN,amine,482.98,485.217974983211
