,SMIELS,Atom2,Func. Group,Actual,Predict
9374,CCCC(C)(C)C(C)C(C)C,CH,alkane,451.15,453.492019356088
3676,CCC(=O)NCC,CHON,amide,418.04,442.4031382103073
8900,C1CN(CCN1CC2CO2)CC3CO3,CHON,ester,536.34,533.581718681766
4720,CCC(C)C(C(=O)O)N,CHON,carboxylic_acid,554.04,559.3559541079364
4042,C/C=C\OC(C)C,CHO,ester,363.02,372.83580611909963
4996,CCC1=CC=C(O1)C,CHO,aromatic,391.65,394.7707550167273
4676,CC(CC(=O)C)C(=O)O,CHO,carboxylic_acid,535.82,484.53305461052423
10193,CCOC(=O)C(C1=CC(=C(C=C1)OC)OC)O,CHO,ester,438.15,532.1713117612484
7957,CCC1(C(=O)C=CNC1=O)CC,CHON,amide,608.66,571.6844930135228
11042,CC1(C2C3C4CC(C3C1N=N2)C=C4)C,CHN,alkene,593.07,580.9611909504715
838,CC#CCO,CHO,alkyne,421.15,397.3330650242263
9079,CCCC(=O)OC1=C(CCC1=O)C,CHO,ester,583.51,552.2640564973855
780,COCC1CCCO1,CHO,ester,413.15,397.90726148265827
1353,CCOC(=O)CC1CCCCC1,CHO,ester,484.15,497.73196821246336
8764,CCOC(=O)C=C1CCCCC1,CHO,ester,517.48,512.73415954919
3817,C1COC(OC1)CO,CHO,ester,479.63,465.6107153540546
5980,CC(C)CC(C)(C)OC,CHO,ester,401.39,408.3303895391303
1389,CC1=CC=CC=C1C(=O)OC,CHO,ester,488.15,491.3312830282796
2032,C1CCOCC1,CHO,ester,361.15,370.23576988939504
2110,C(C#N)C(=O)O,CHON,alcohol,381.15,471.83856348944187
4715,C1=CN(C=N1)CCCN,CHN,aromatic,552.65,517.6584731083693
9265,CC1=CC=C(C=C1)CCOC(=O)C,CHO,ester,387.9,512.2940325320078
4870,CCCC1=NC=CN=C1,CHN,aromatic,364.15,414.6661686218775
636,CCCC(C)O,CHO,alcohol,392.45,410.4523076330982
1668,C1=CC=C(C=C1)/C=C/C=O,CHO,alkene,519.15,463.16241073802155
10201,CCC(CC(C)(C)C)C(C)(C)C,CH,alkane,453.15,454.8718588365557
5559,CC1C(=O)CCCC1=O,CHO,ketone,514.95,480.67662323408854
9700,CCCCCC/C=C/C=C/C=O,CHO,alkene,508.26,497.8451501957379
5259,CCN(CC)C(=O)OCC,CHON,ester,441.15,431.00863910998453
2887,CC1=CC(=O)NC=C1,CHON,aromatic,581.15,552.5431308760237
4323,CN1CCCC1CN,CHN,amine,425.65,421.23917365550255
10350,CCC(C)CC(C)(C)C(C)CC,CH,alkane,468.15,463.25225932657406
9335,CCC(C)C(C)(C)CC(C)C,CH,alkane,447.15,441.2290074149064
4760,C(CN(CCN)CCO)N,CHON,alcohol,586.56,519.74484961361
1704,CCCC(=O)OCCOC1=CC=CC=C1,CHO,ester,524.15,526.2404691832079
898,CC1=CC(=O)CC1,CHO,alkene,430.65,436.5349089525412
9327,CCC(C)(C)CC(C)C(C)C,CH,alkane,445.15,447.06209251534347
5745,CCCCC(C(CO)O)O,CHO,alcohol,635.42,605.2187885918768
4113,CCCOCCOC,CHO,ester,381.72,396.3958148776031
5054,CC(=C)CC(C)(C)O,CHO,alkene,405.15,440.0292705028122
7999,CC(C)(C)OC(=O)NC(C)(C)C(=O)O,CHON,carboxylic_acid,652.96,626.0958146111731
4295,CC(COC(=O)C)OC,CHO,ester,417.08,417.35326661938666
1150,C=CCCC(=O)O,CHO,alkene,461.65,442.50073176079417
1269,CCOC(=O)C(C(C)C)C(=O)C,CHO,ester,474.15,494.06720106016576
8656,CC1=CCC(CC1)(C)C(=O)C,CHO,alkene,506.2,493.8606006000082
2954,CCN(C)CC,CHN,amine,339.15,339.4043187360748
1052,CC(C)CCC(C(C)C)O,CHO,alcohol,448.15,479.55041090334134
1032,CC(C)CCCC(C)(C)O,CHO,alcohol,446.15,478.17514570485673
2698,CC1=C(C=CC(=C1)OC)N,CHON,ester,521.65,497.29894892749996
3349,C=CCNC(=O)N,CHON,alkene,464.37,479.45333702726
555,C1CCCCCC(=O)CCCC1,CHO,ketone,379.15,518.8289273155726
896,CC1=CCCC1=O,CHO,alkene,430.15,415.28434815363823
9301,C#CCCCCCCCC#C,CH,alkyne,431.52,438.0880422213328
9940,CC(C)(CO)C(C1=CC=CC=C1)O,CHO,aromatic,559.65,543.8851790513272
5492,COCCCOCCCO,CHO,ester,496.78,496.7965079395817
973,CC(C)OC(=O)C(C)O,CHO,ester,440.15,459.8616262454249
5135,CCOC(=O)C1CC1C,CHO,ester,420.05,422.1337105064714
2528,CCN(CC)C(=O)N(CC)CC,CHON,amide,482.15,497.50597926972193
9404,CCCC(C)C(C)(C)CCC,CH,alkane,453.15,444.79017363444376
10825,CCCCC(=O)C1=CC=C(C=C1)C,CHO,aromatic,534.15,508.9880785440239
42,CC12CCCC1C2,CH,alkane,366.25,392.44931503733903
4521,C=CCN1CCNC1=O,CHON,amide,478.05,480.9125588956807
4804,C1CC(C1C(=O)O)C(=O)O,CHO,alcohol,634.24,634.4744378578351
3576,CN(C)CC(=O)OC,CHON,ester,384.66,389.92658520542784
9933,COC(=O)CCCCCCCCC=O,CHO,ester,558.16,548.5156170334245
5185,C1C(O1)CCCC2CO2,CHO,ester,427.14,419.6388306553438
9134,C1COC(C(O1)OCC2CO2)OCC3CO3,CHO,ester,609.4,583.7451245799907
1318,CC/C=C/CC(=O)O,CHO,alkene,481.15,478.0801484178436
8703,CC(C)CCCC(C)(C=C)O,CHO,alkene,513.59,490.29906203797066
6961,C1COCCN1/C=C(\C#N)/C(=O)N,CHON,ester,674.5,634.7961704676848
10430,CCCC(C)CCC(C)C(C)C,CH,alkane,471.15,467.3234065663193
2061,C1CC2CC1CC2CO,CHO,alcohol,367.15,487.7670582098076
10627,CC=C1CC2CCC1(C2(C)C)C,CH,alkene,494.36,492.106032388261
1702,CCCCCC1=CC=C(C=C1)O,CHO,aromatic,523.65,506.3268999331448
716,COCC1=CC=CO1,CHO,ester,405.15,387.0153414967183
10312,CCCC(C)C(CCC)C(C)C,CH,alkane,467.15,459.3975423813199
10199,C1=CC=C(C=C1)OC2=CC=C(C=C2)O,CHO,ester,451.65,543.0540165237262
4287,COCCC(=O)NCCO,CHON,ester,415.65,531.0618288947577
9590,CC1=CC(=C(C=C1)OC)C(C)C,CHO,ester,486.65,495.8015944140489
5284,CCCCOCCCN,CHON,ester,446.15,455.72659271018733
10358,CC(C)CC(C)C(C)(C)C(C)C,CH,alkane,468.15,457.0490421387517
8936,CCCN(CCC)CCCC#N,CHN,amine,542.92,537.7086656495064
8895,C1C2CC3CC1CC(C2)C3O,CHO,alcohol,535.73,521.9221229102329
2093,CC(=C)C(=O)NCO,CHON,alkene,373.15,486.28886715228265
7089,C1CCC2C(C1)CCC(=O)O2,CHO,ester,418.15,481.1365181261424
10056,C1CCC(CC1)(C2CCOCC2)O,CHO,ester,609.75,577.5559789147675
4316,C1CCCOOCC1,CHO,ester,423.54,414.8048457839711
8913,C1CCC(CC1)CCCCO,CHO,alcohol,540.13,530.5629337108534
8962,CC(=C1CCC2(C(C1=O)O2)C)C,CHO,ester,547.68,531.8777020104844
1419,CCC1=CC=C(C=C1)O,CHO,aromatic,491.05,471.45424569503206
10316,CCC(C)CC(C)CCC(C)C,CH,alkane,467.15,464.4750297741731
6047,CCCC(=O)OC(C)(C)C,CHO,ester,409.4,444.19182019343765
3766,C1CCOC(C1)ON,CHON,ester,455.45,444.717569019185
6368,CCC(CC)C(=O)N1CC1,CHON,amide,455.65,470.7151388760203
2484,CC1=CC(=NC(=C1C)C)C,CHN,aromatic,476.15,474.7535099371664
1725,COC1=CC=C(C=C1)CC=O,CHO,ester,528.65,474.05866481230737
6295,CC(C)NCCCN(C)C,CHN,amine,444.81,432.88533232799796
9695,CCC(=CCCC(=CC=O)C)C,CHO,alkene,508.02,491.63525952540215
2185,COC1=CC=CC=C1N2CCNCC2,CHON,ester,404.65,499.3028952220544
8133,CCCCCC(=C(C)C)C,CH,alkene,431.75,438.33365791354834
7231,CC1=C(C(=CC=C1)C)C,CH,aromatic,443.55,466.17601893928247
9506,CC1=C(C2=CC=CC=C2N1)CCN,CHN,aromatic,471.15,550.272377018736
6061,CN1CCC2CC1C=C2,CHN,alkene,411.99,407.3341124576309
5860,C/C=C(\C)/C(C)(C)C,CH,alkene,385.15,381.828953280855
5335,CCN1CCC(=O)CC1,CHON,ketone,459.97,430.5717292690847
8596,CC(C)C1CCC(=CC1)C=O,CHO,alkene,496.15,487.313558121838
8138,CCCCC/C=C\CCC,CH,alkene,432.56,442.38100577881545
11030,CCCCCCCCCCOCCO,CHO,ester,588.76,569.8255243488984
3289,C1CCON(C1)N=O,CHON,ester,413.86,425.7527146607887
159,C=CCCCCCCC=C,CH,alkene,440.15,424.8305554524036
8621,CC1=CCC(CC1)C(C)C=O,CHO,alkene,500.31,495.93593100481655
4936,C1C=CC12CC=C2,CH,alkene,380.74,393.0588057449578
235,C1CCC1,CH,alkane,285.75,331.16825373253664
11009,COC(=O)C12C3C4C1C5C2C3C45C(=O)OC,CHO,ester,580.88,581.2623422447352
4472,CC(CCCN)CN,CHN,amine,466.15,454.30185120390104
6583,CC(=O)OCC1CCCCO1,CHO,ester,487.36,463.4662977875872
3853,CN(C)C=NCC#N,CHN,amine,505.2,481.07493547033755
1789,COC1=C(C=CC(=C1)CC=C)OC=O,CHO,ester,543.15,498.20538268888015
4014,CC(=CN(C)C)C,CHN,alkene,353.36,377.21919544115894
4986,CCC(OC=C)OC=C,CHO,ester,390.15,362.2893487753689
6275,CCN(CC)CCC(C)N,CHN,amine,443.15,441.7525622987316
8651,CCC(CC)C(=O)OOC(C)(C)C,CHO,ester,505.37,468.53500529716996
613,CC1CCOC(O1)C,CHO,ester,389.65,411.7542569990712
5867,CCCC(C)/C=C/C,CH,alkene,387.1,385.03807118947697
9999,CCOC(=O)CCN(C)CCC(=O)OCC,CHON,ester,580.16,580.9598929501769
3504,C/C=C/OC=C,CHO,ester,337.26,351.1850666768666
6884,CN(C=C1C=CC(=O)C=C1)O,CHON,alkene,584.26,556.2496511674744
2038,CCC(C)COC,CHO,ester,363.15,379.12009812064014
7726,COC1=CC=CC=C1CC=O,CHO,ester,518.15,496.8878063220934
10256,CCCCC(C(C)C)C(C)(C)C,CH,alkane,463.15,459.4907956116057
9822,CCC1CCC2(CC1)CCC(=O)O2,CHO,ester,531.76,531.9513766137234
2705,C1=CC=C(C=C1)C(=O)CN,CHON,ketone,524.15,479.50716885407496
5145,CC=C(C)CC(=O)OC,CHO,ester,422.02,438.4583972335654
6376,CC1=CC(=O)OC(C1)(C)C,CHO,ester,456.25,468.62443394324043
10395,CCC(C)(C)CCCCC(C)C,CH,alkane,470.15,470.734652638518
10518,CCC(C)C(C)C(C)(CC)CC,CH,alkane,475.15,475.54566615259415
8847,CC(C)C12CCC(C1C2)(C)O,CHO,alcohol,529.43,503.3512744778012
7189,CC1(CC(=O)C(C1)(C)C)C,CHO,ketone,436.65,489.7435328048846
4558,CC(C)NCCC#N,CHN,amine,488.69,473.8379351287209
3286,CCC(CN)N,CHN,amine,413.15,426.43370112519005
3284,CNCCCN,CHN,amine,411.65,413.70581531515637
901,CCCCCCO,CHO,alcohol,430.75,439.08343983866064
1104,CCCC(=O)C(=O)OCC,CHO,ester,455.65,472.1445177888538
1511,CCCOC1=CC=CC=C1O,CHO,ester,500.15,470.8892516716472
529,CC(C)OC1=CC=CC=C1O,CHO,ester,374.15,459.46275410396754
10840,CCCCCC/C=C\CCOC(=O)C,CHO,ester,536.54,531.6574218827144
8843,CCCCC/C=C/C=C/CO,CHO,alkene,528.9,517.8878442563723
10342,CCCCC(C)C(C)C(C)(C)C,CH,alkane,468.15,470.6647842159731
4251,CC1OCC=CCO1,CHO,ester,408.15,412.6996843725425
5312,CCOC(=O)C(C)OC(=O)C,CHO,ester,455.15,461.36581196968746
6767,COC1(CCCCC1O)OC,CHO,ester,534.78,516.2224073359707
4948,CCC(CC)OCC,CHO,ester,381.74,389.0523977858183
3393,C1CNC(=O)N(C1)N=O,CHON,amide,503.28,461.3829147203037
5017,CCCCC(OC)OC,CHO,ester,397.65,405.91937698202213
10837,CCCCCC(=O)OC/C=C/CCC,CHO,ester,536.54,534.414188683274
1033,CC(C)C12CCC(O1)(CC2)C,CHO,ester,446.65,471.93642762058124
6362,CCCCC(C(C)C)N,CHN,amine,454.29,442.69874907407166
2449,CCCN(CCC)CCO,CHON,alcohol,469.15,490.7696279959148
2131,CCOC(=O)C#N,CHON,ester,388.65,425.23011814206393
1803,COC1=CC2=CC=CC=C2C=C1,CHO,ester,547.15,503.3230979233367
10734,CCC(CC)(C#N)C1=CC=CC=C1,CHN,aromatic,521.15,532.3308476871747
7425,CN(C)CCN(C)CCN(C)C,CHN,amine,471.15,461.6301677436444
6442,C=C1C2CCC(C2)C1=O,CHO,alkene,467.37,456.62401040912226
3648,CC(C)NCCN,CHN,amine,409.65,423.3652614250507
8826,CC1CC(N=C(O1)C(=C)C)(C)C,CHON,ester,524.87,487.5616754085414
5613,CC(C)(CCCO)CO,CHO,alcohol,540.89,521.046757773674
7612,CC1=CCCC(C1=O)(C)C,CHO,alkene,497.27,491.27932744668635
7474,CCC(C1=CC=CC=C1)N,CHN,aromatic,479.15,472.5567942101359
11050,CCCCCCCCCOCCC#N,CHON,ester,598.66,586.459672698001
1866,C1C2=CC=CC=C2C(=O)O1,CHO,ester,563.15,461.8174562066997
1151,C1COC2=CC=CC=C21,CHO,ester,461.65,409.5942508977562
9227,CC1(CC(CC(N1)(C)C)(C#N)O)C,CHON,alcohol,682.14,628.6895525360989
3055,C(C(=O)N)O,CHON,alcohol,463.94,457.0711394318815
3746,CN1CCN(CC1)N,CHN,amine,446.65,446.0749374307301
4031,CC(C)(C)NCC#N,CHN,amine,358.65,440.363449637469
4359,COCCCC(=O)OC,CHO,ester,436.15,430.4727041698634
10169,C1CCC(=C2CCCCC2=O)CC1,CHO,alkene,408.15,553.3914532982701
4487,CCN(C(C)OC(=O)C)N=O,CHON,ester,470.5,452.58354438593165
6750,CCCCCOCC(CO)O,CHO,ester,531.65,569.3483724620811
10717,CC1=C(C(=CC=C1)C(C)(C)C)N=C=O,CHON,aromatic,515.15,491.6086076868521
3645,CCOC(C)C#N,CHON,ester,409.15,404.88005485071693
9344,COC(=O)CCCCCCCC(=O)OC,CHO,ester,448.15,564.5249753234451
2053,CC1(OCCO1)C,CHO,ester,365.65,391.52436698275324
3553,CC1(COC=N1)C,CHON,ester,372.65,408.65047940731824
3501,CC(C)(C)NC,CHN,amine,332.15,357.20683963985425
6553,CCC/C=C/C=C/CO,CHO,alkene,483.14,477.8292396893633
1384,CC(C)(CC1=CC=CC=C1)O,CHO,aromatic,488.15,506.46986355305944
10049,CC1(CCCC(C(=O)C1=O)(C)C)C,CHO,ketone,606.55,564.6628700208589
1002,CCC(C)CCC(C)O,CHO,alcohol,443.15,469.102119553006
7820,CC1C2=CC=CC=C2C(=O)O1,CHO,ester,546.15,474.53901364628325
8496,CC1C2CC(C2(C)C)CC1=O,CHO,ketone,486.15,478.60728217411474
1161,CC(=O)OCCOC(=O)C,CHO,ester,463.15,446.6740664270185
6070,C1=CC=CC#CC=C1,CH,alkene,413.34,425.6322495221225
1546,CCCCOCCOCC(C)O,CHO,ester,503.15,515.5096343766412
3537,CCOCCOC,CHO,ester,358.84,371.54431079357835
680,CC(C)C(=O)C(C)C,CHO,ketone,398.55,393.1126161138789
1933,C=CC=O,CHO,alkene,325.75,335.90878624037225
4570,CC(=O)CCCC#N,CHON,ketone,492.83,479.274628210978
6164,C1C2CN3CC1CN(C2)C3,CHN,amine,428.14,434.8582346143072
7081,C=C1C2CCC1C3C2C3,CH,alkene,415.96,421.4542265036935
5981,CC1=CC=CC1(C)C,CH,alkene,401.46,403.39841657857545
10903,C1CCN2CCCCCN(CC1)CC2,CHN,amine,547.48,523.0717013326816
9977,CC1(CC(CC(N1)(C)C)C(=O)OC)C,CHON,ester,568.74,556.8572037913527
10728,CCCCCCCCCC(OC)OC,CHO,ester,518.56,506.06588839954463
847,CCCOCCO,CHO,ester,422.95,435.2012040149152
6624,CC(=O)OCC(C=C)OC(=O)C,CHO,ester,495.32,476.8775819456532
2380,CCC1=CC(=NC=C1)C,CHN,aromatic,452.15,457.16494277712445
9792,CCCCC(CC)CCC(C)N,CHN,amine,522.93,499.7752130492984
5313,C/C=C/C(C(C)C)O,CHO,alkene,455.22,443.2584894186209
10351,CCCC(C(C)C)C(CC)CC,CH,alkane,468.15,463.76335253184743
7320,CC(C)CC(C)OC(=O)C=C,CHO,ester,459.54,443.48852792651405
1068,C1=CC=C2C=C(C=CC2=C1)CO,CHO,aromatic,451.15,538.617750001787
6328,COC1=C(C=C(C=C1)N)OC,CHON,ester,448.15,504.26460861947567
8265,C1=CC23C=CC2(C=C1)C=C3,CH,alkene,454.68,463.441712950651
5584,CC1CN(C(=O)O1)CC(C)O,CHON,ester,524.63,513.9924749539409
10564,C1CCC(C1)CCC2CCCC2,CH,alkane,479.65,498.43225171094514
4695,CCOC(=O)/C=C\C(=O)O,CHO,carboxylic_acid,544.77,513.6494148167898
8209,C1=CC2C3C2C=CC1C=C3,CH,alkene,445.7,447.37406585615634
8683,C#CCCCCCCCCO,CHO,alkyne,510.7,510.40548010779935
32,CCC#CC(C)C,CH,alkyne,368.35,382.09832864043784
1536,CCCCOC1=CC=C(C=C1)C,CHO,ester,502.65,491.25221798308814
3889,C1=CC(=O)C(=O)C1=O,CHO,aromatic,536.57,467.5940702138954
6428,CCCCC(=O)CC(=O)C,CHO,ketone,465.65,485.0452928857103
4232,C1C(O1)CCC2CO2,CHO,ester,404.26,399.60952837183925
9097,CCC1(CCC(CC1)CN)CN,CHN,amine,588.58,528.5253208160651
1388,C1CCC(=O)OCC1,CHO,ester,488.15,420.7813810040569
3606,CC=C(C)C#N,CHN,alkene,395.15,416.76402936695126
5799,CCN(CC)CCCCO,CHON,alcohol,364.15,477.04305284815223
1143,CCCCCC(=O)CCC,CHO,ketone,460.65,459.69647333522653
927,CC1CC(CC1=O)(C)C,CHO,ketone,433.65,464.5674209976104
280,C=C1CCCC1,CH,alkene,348.65,370.99564929441453
9729,CCCCCOC(=O)OCCCCC,CHO,ester,512.15,504.22655140636846
6204,C1=CN(C=C1)N2C=CC=C2,CHN,aromatic,435.52,450.1023778975406
7144,CC(C)/C=C(\C)/OC(=C)C,CHO,ester,428.1,440.5360935902725
4348,CCC(C)(C)NC=O,CHON,amide,432.48,435.04702687799215
8737,CCC(C)C(CC(C)(C)C)O,CHO,alcohol,516.47,487.7483209392276
8824,CCCC/C=C\CCCCO,CHO,alkene,524.74,525.9325770839073
4533,CC1=CN(C(=O)N1C)C,CHON,aromatic,483.15,465.67044517734763
4604,COC(CC#N)(OC)OC,CHON,ester,502.99,509.1801350097129
9641,CC/C=C\CCCCC(OC)OC,CHO,ester,499.84,491.02266669569144
808,CCCC(C)(CC)O,CHO,alcohol,416.15,422.78234578787806
712,CCOC1=CC=CC(=C1)O,CHO,ester,404.15,468.98130502329144
1543,CC1=C(C(=CC=C1)C(C)(C)C)O,CHO,aromatic,503.15,473.74633790706173
1310,CC(CCO)O,CHO,alcohol,480.65,472.4056548374054
6551,CNCCCCCCNC,CHN,amine,482.98,468.1899683709913
