,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Atom2,Func. Group,T,ln_Psat_Pred (Pa),ln_Psat_Actual (Pa),RMSE,RMSE2
10,CCC(CC)C(CC)O,25.25245069967781,5998.234155178884,-3.99307719352139e-07,25.25245069967781,5998.234155178884,-3.99307719352139e-07,22.958592419374103,4601.255791330002,-89.32,CHON,amide,"[354.0, 375.5, 397.0, 418.5, 440.0]","[8.190946, 9.299602, 9.937677, 11.083591, 11.536204]","[8.308286400601602, 9.27845825880847, 10.143548530358167, 10.919752585237289, 11.620100334753223]",0.13452177188389655,Pass
11,CCC1=CC(=CC(=C1)O)CC,23.730971559345267,6239.312520252667,-10.22900014597517,23.730971559345267,6239.312520252667,-10.22900014597517,41.53591802720285,18170.25619440852,0.0,CHON,carboxylic_acid,"[388.0, 421.25, 454.5, 487.75, 521.0]","[7.1566586, 8.3715, 9.788432, 10.50094, 11.334773]","[7.214847975130752, 8.550938124528447, 9.687037739016262, 10.664923108762084, 11.51549236798461]",0.14519971762842146,Pass
12,COC(=O)CC(=C)C(=O)OC,26.260384309199207,6599.015455716882,-33.495000113687,26.260384309199207,6599.015455716882,-33.495000113687,22.850048558090364,3247.704170264382,-64.636,CHO,alcohol,"[342.0, 376.75, 411.5, 446.25, 481.0]","[5.8137846, 7.198118, 8.767895, 10.151055, 11.400204]","[4.870081208586043, 7.035564691404414, 8.802902377061692, 10.272654402573895, 11.51414581474525]",0.4349699615844947,Pass
13,CCCCC#CC,20.843691070223347,3046.780614085545,-58.149999110179735,20.843691070223347,3046.780614085545,-58.149999110179735,21.83854595258901,3572.1844615691034,-27.44,CHO,carboxylic_acid,"[288.0, 318.75, 349.5, 380.25, 411.0]","[7.6690207, 9.224128, 10.511513, 11.502397, 12.263906]","[7.588173982492849, 9.15228430266026, 10.38623232768336, 11.384577112908504, 12.208915367621117]",0.09412592722403054,Pass
14,CCCCCCC/C=C\CCC,20.94148182621069,3734.7354562099163,-89.45799999995619,20.94148182621069,3734.7354562099163,-89.45799999995619,21.979579289534893,3580.7961298169,-48.5,CHO,carboxylic_acid,"[436.0, 448.5, 461.0, 473.5, 486.0]","[10.019355, 10.445639, 11.026504, 11.123423, 11.455238]","[10.164330842464294, 10.539535936288456, 10.889494550991538, 11.21667189341821, 11.52322233236261]",0.1112865169108127,Pass
15,CCC(C)C(CC)CC,20.808461481164457,3243.1911026000676,-64.14999996982797,20.808461481164457,3243.1911026000676,-64.14999996982797,23.96438461384483,5631.595845477141,-69.779,CHO,carboxylic_acid,"[310.0, 342.75, 375.5, 408.25, 441.0]","[7.763527, 9.163607, 10.348601, 11.425151, 12.239886]","[7.61671406426816, 9.167430963197264, 10.391917070798742, 11.383320237255504, 12.202408404633276]",0.07293740555906178,Pass
16,CCCCCCCCOC(=O)C(=C)C,24.575974228451447,6690.2599878100245,-3.796184054799588e-07,24.575974228451447,6690.2599878100245,-3.796184054799588e-07,21.06358791369093,3207.501034540706,-65.15,CHO,aldehyde,"[385.0, 416.75, 448.5, 480.25, 512.0]","[7.1490345, 8.677828, 9.97937, 10.68598, 11.451296]","[7.198675542074984, 8.522560925810218, 9.659006572940802, 10.645188193850055, 11.509060180134826]",0.1638325332395752,Pass
17,CCCCCCC1CCC=C1,21.558344361657632,4145.933396467875,-58.463000370709885,21.558344361657632,4145.933396467875,-58.463000370709885,21.84883850795469,2821.265411041885,-47.955,CHON,ester,"[403.0, 420.5, 438.0, 455.5, 473.0]","[9.723647, 10.200651, 10.673346, 11.073995, 11.308443]","[9.524996997156396, 10.10666013951659, 10.634683689471812, 11.11616038296672, 11.55698525461624]",0.1505603211938707,Pass
18,CC(C)C(C(C)C)(C(C)C)O,19.578973071268354,2776.91757967113,-122.75000206078786,19.578973071268354,2776.91757967113,-122.75000206078786,23.58464228030825,3640.202825216147,-53.54,CHO,alcohol,"[347.0, 377.25, 407.5, 437.75, 468.0]","[7.307081, 8.700387, 9.943638, 11.175731, 11.623446]","[7.195839939986858, 8.667705478598423, 9.826848049392606, 10.763361650240604, 11.535764974908142]",0.2023951534098548,Pass
19,CCC(=O)OCC,21.054838090337498,2934.414442511582,-64.15000000000133,21.054838090337498,2934.414442511582,-64.15000000000133,21.22615042125632,2756.217382164803,-45.09,CHO,ketone,"[282.0, 310.5, 339.0, 367.5, 396.0]","[7.693443, 8.888465, 10.475834, 10.936254, 11.711865]","[7.584953112088243, 9.143271447302798, 10.378416614945117, 11.381475827236804, 12.212245224549964]",0.3270441477372318,Pass
20,CCCC(C)(C)O,19.05764485822729,1867.5116396728115,-146.5500000000004,19.05764485822729,1867.5116396728115,-146.5500000000004,20.64249115188418,3118.918283428132,-81.112,CHON,amide,"[309.0, 336.5, 364.0, 391.5, 419.0]","[7.361971, 9.030066, 10.225387, 11.06634, 12.11849]","[7.561728332078827, 9.226048966293533, 10.469410139106497, 11.433592440702014, 12.203133426137676]",0.23660028402593375,Pass
21,CC(CCCC(C)(C)O)CCO,29.8507131473322,9058.3697569809,2.0299237955150908e-08,29.8507131473322,9058.3697569809,2.0299237955150908e-08,18.491024718543336,1927.298261612412,-251.564,CHO,carboxylic_acid,"[283.0, 295.5, 308.0, 320.5, 333.0]","[-2.1703253, -0.8059606, 0.32088572, 1.7226378, 2.215104]","[-2.1576605499678614, -0.8036684308670701, 0.4404217305144993, 1.5874689775917368, 2.64840156647999]",0.2099866183408603,Pass
22,CCCCOC(=O)C=C,21.681141232565018,3802.521257611678,-46.13999999435107,21.681141232565018,3802.521257611678,-46.13999999435107,23.02564369728209,3483.673090594412,-67.343,CHO,alcohol,"[273.0, 309.75, 346.5, 383.25, 420.0]","[4.499114, 6.9499063, 9.161157, 10.563532, 11.353249]","[4.919608754094121, 7.256342256982911, 9.021262227902314, 10.40137718602893, 11.510164777167084]",0.26123021495643006,Pass
23,CCCCCCCC1(CCCC1)O,20.530309206153472,3527.7307537637357,-132.00200000000095,20.530309206153472,3527.7307537637357,-132.00200000000095,22.218334337827446,3212.4285666397136,-90.411,CHO,alcohol,"[395.0, 427.0, 459.0, 491.0, 523.0]","[7.1928587, 8.431159, 10.071523, 10.888741, 11.6256]","[7.11678228289265, 8.571818796849856, 9.742075780371824, 10.703706401224904, 11.507933762382034]",0.19088814338742868,Pass
24,C[C@@H]1CC[C@H](C1)C,20.614560766764576,2837.1532331104195,-51.7300006732298,20.614560766764576,2837.1532331104195,-51.7300006732298,21.636148722914832,3076.276710090975,-106.83,CHO,alcohol,"[270.0, 299.75, 329.5, 359.25, 389.0]","[7.491842, 9.243495, 10.505636, 11.156148, 12.163204]","[7.61619524660728, 9.175349246510278, 10.400523108190184, 11.388646225951144, 12.202448101067407]",0.13172077909281668,Pass
25,CCC(CC)C(C)C,20.691259889715795,3032.6196876009653,-57.9210004225699,20.691259889715795,3032.6196876009653,-57.9210004225699,20.68925665512289,2726.804160186897,-55.623,CH,aromatic,"[289.0, 318.75, 348.5, 378.25, 408.0]","[7.484547, 9.173901, 10.273309, 11.280688, 12.015937]","[7.56752431274217, 9.06440975816617, 10.254787561941155, 11.224056820050244, 12.028587488133963]",0.06720674895949538,Pass
26,C=C[C@@H]1CC[C@H]1C=C,23.80159183161122,4697.273577241126,-5.064911786413235e-07,23.80159183161122,4697.273577241126,-5.064911786413235e-07,20.19067790493689,911.2342350418356,-6.469,CH,alkane,"[353.0, 361.25, 369.5, 377.75, 386.0]","[10.365686, 10.631288, 11.0095825, 11.338821, 11.392297]","[10.49486779760626, 10.798758381450831, 11.089078749778666, 11.366718016644132, 11.632489283760169]",0.14800303776646778,Pass
27,CC1=C(C(=CC=C1)O)C,21.00422724750501,3630.6701078578685,-106.97700074696489,21.00422724750501,3630.6701078578685,-106.97700074696489,20.617462051923333,1528.271777922008,-16.469,CH,alkane,"[378.0, 413.5, 449.0, 484.5, 520.0]","[8.332606, 9.033564, 10.145572, 11.0841, 11.938715]","[7.6080574876092, 9.159536584690477, 10.388946651639946, 11.387144011672456, 12.21374799176654]",0.39180344039652754,Pass
28,CC(C)COC(=O)C,21.53976242242376,3367.300389592486,-53.450002143776835,21.53976242242376,3367.300389592486,-53.450002143776835,20.524829053632185,1373.551875183366,-16.78,CH,alkene,"[295.0, 313.5, 332.0, 350.5, 369.0]","[7.6374846, 8.363933, 8.989497, 10.160609, 10.61222]","[7.599375675921097, 8.591097100445298, 9.451087443629005, 10.203958976182184, 10.868552116390354]",0.25834354282751043,Pass
29,CC1=CC(=NC(=C1)C)C,20.66968460447189,3253.1129040385667,-88.18200140524097,20.66968460447189,3253.1129040385667,-88.18200140524097,19.972024424506174,1217.307661113162,-44.36,CH,alkyne,"[297.0, 318.0, 339.0, 360.0, 381.0]","[5.2154546, 6.8744617, 7.6712036, 8.8564825, 9.582513]","[5.090984844424627, 6.514514318119307, 7.699670796673383, 8.701702639996268, 9.560009243000728]",0.1845689265310155,Pass
30,CCCCCCCCOC(=O)C(C)O,22.096688769408928,4604.4494776756155,-92.1900000066361,22.096688769408928,4604.4494776756155,-92.1900000066361,21.97633264455377,2419.2340538051244,-35.32,CHN,amine,"[328.0, 378.0, 428.0, 478.0, 528.0]","[2.5272017, 6.0599756, 8.412738, 10.208817, 11.604292]","[2.570589463458947, 5.986512507422702, 8.38521657519047, 10.162188684800652, 11.531420699045842]",0.05571566941824837,Pass
31,C/C=C(/C)\CC(C)C,20.797685396480308,3031.8137951894387,-58.149999932597055,20.797685396480308,3031.8137951894387,-58.149999932597055,20.55812443407688,1851.2715070119336,-26.11,CH,alkane,"[288.0, 318.75, 349.5, 380.25, 411.0]","[7.517316, 9.206669, 10.333001, 11.4801445, 12.125527]","[7.60728385595659, 9.163710744230798, 10.391597204741617, 11.385037787197742, 12.20532661729153]",0.07587675242682045,Pass
32,C1COC2=CC=CC=C2O1,23.93537202379261,6064.318344000747,-5.430330236830835e-07,23.93537202379261,6064.318344000747,-5.430330236830835e-07,21.72258776730583,2539.475047361273,-40.7,CHN,amine,"[365.0, 395.5, 426.0, 456.5, 487.0]","[6.4723215, 8.120217, 9.763102, 10.942431, 11.8622265]","[7.320801193951411, 8.602076569060163, 9.6998829350571, 10.650994474491466, 11.482972946358078]",0.4868000804982458,Pass
33,CC1=CC(=C(C=C1)O)OC,21.860834987929586,4391.65147918216,-70.18399962378359,21.860834987929586,4391.65147918216,-70.18399962378359,21.140954772815533,2465.147600559425,-37.15,CHO,aldehyde,"[356.0, 392.75, 429.5, 466.25, 503.0]","[6.7824035, 8.213247, 9.276082, 10.609815, 11.938187]","[6.495524880581625, 8.24609730922337, 9.638580831428529, 10.772654041003774, 11.71414106868237]",0.2414526953659972,Pass
34,C1=CC=C2C=C(C=CC2=C1)O,24.109700755106964,7020.395435497937,-2.241000116393217,24.109700755106964,7020.395435497937,-2.241000116393217,23.31176292093753,5274.025103801002,-44.106,CHON,amide,"[417.0, 453.0, 489.0, 525.0, 561.0]","[7.0533924, 8.316466, 9.426858, 10.662204, 11.46875]","[7.183255668911784, 8.53509118022818, 9.68696704659753, 10.680194162053755, 11.545437026137122]",0.1664468083638802,Pass
35,COC,21.739534825592912,2361.4391806080357,-17.09999948003488,21.739534825592912,2361.4391806080357,-17.09999948003488,21.452862949512507,2491.367137013349,-32.638,CHO,ester,"[184.0, 204.25, 224.5, 244.75, 265.0]","[7.702228, 8.98845, 10.368135, 10.8469305, 11.922559]","[7.590708143075142, 9.121639159227591, 10.35361787955471, 11.366421822050734, 12.213761627107916]",0.2775092723246878,Pass
36,CCCCCC(C)(C)O,22.315964051728507,3662.4919083845584,-90.44999774681133,22.315964051728507,3662.4919083845584,-90.44999774681133,20.72952886839936,2181.7914790155783,-24.28,CH,alkane,"[339.0, 363.75, 388.5, 413.25, 438.0]","[7.562587, 8.899934, 9.829993, 10.882101, 11.562972]","[7.580531039247241, 8.914969255260589, 10.02778461707947, 10.96995450055252, 11.777935319914173]",0.1368188859039745,Pass
37,CCCCCCCC(=O)OC,21.929935589319363,4153.25104295972,-66.96199909013036,21.929935589319363,4153.25104295972,-66.96199909013036,20.951705304022354,2455.43759922227,-46.846,CHO,ester,"[373.0, 384.5, 396.0, 407.5, 419.0]","[8.206754, 8.810479, 8.955391, 9.77242, 10.093578]","[8.35890509424688, 8.850395405006083, 9.307530178874524, 9.73378998490098, 10.132200594140134]",0.17420060792788306,Pass
38,CC(C)OC(=O)CCC(=O)OC(C)C,21.556087840651482,3990.227996553816,-99.77299995364076,21.556087840651482,3990.227996553816,-99.77299995364076,20.478201705499057,2269.6949675257188,-63.629,CHN,amine,"[377.0, 407.0, 437.0, 467.0, 497.0]","[6.99117, 8.462825, 9.800164, 10.547507, 11.644406]","[7.162727901193129, 8.568205929299868, 9.72361892202568, 10.690252822899453, 11.51087944316937]",0.13007852552844773,Pass
39,CCCC(=O)C(C)C,23.757842733519105,4972.2022516894685,0.050000070862280664,23.757842733519105,4972.2022516894685,0.050000070862280664,21.747547789713884,2658.288438159766,-95.5,CHO,alcohol,"[342.0, 359.5, 377.0, 394.5, 412.0]","[9.398211, 9.653308, 10.733787, 11.086735, 11.3957205]","[9.22136487743992, 9.928883615966852, 10.570726301321942, 11.15563198506145, 11.690855108599813]",0.21244128335958776,Pass
40,COC(=O)C(=O)OC,22.193604573903922,3881.055528512499,-72.94500000061979,22.193604573903922,3881.055528512499,-72.94500000061979,23.026311446959056,3694.9582987275458,-64.95,CHO,alcohol,"[346.0, 391.5, 437.0, 482.5, 528.0]","[8.291154, 9.566234, 11.34534, 12.728678, 14.160325]","[7.980147473606712, 10.010290770885518, 11.532974920364207, 12.717330255391698, 13.664843152719346]",0.33904258459990566,Pass
41,C1=COC(=C1)CO,25.524362984315488,6037.992901422367,-12.034000065088396,25.524362984315488,6037.992901422367,-12.034000065088396,19.90400606085913,1988.051969291059,-137.85,CHO,alcohol,"[304.0, 338.75, 373.5, 408.25, 443.0]","[5.4078794, 7.4634733, 8.916597, 10.417642, 11.248255]","[4.843897098461483, 7.043502228540046, 8.82018360772513, 10.28521842076104, 11.513993483593929]",0.3440640130914916,Pass
42,CC/C(=C\C(C)C)/C,20.815300141403945,3009.7089614897905,-58.1500006319687,20.815300141403945,3009.7089614897905,-58.1500006319687,44.11522779667292,12812.38936220142,0.0,CHON,alcohol,"[286.0, 316.5, 347.0, 377.5, 408.0]","[7.5666065, 9.309854, 10.094301, 11.3628025, 12.077486]","[7.606131960117919, 9.165565403862304, 10.39567414596775, 11.390816132887874, 12.212444724918395]",0.16260741381781718,Pass
43,CC1=CC(=C(C=C1C)C=C)C,20.798560383518332,3637.4190082493205,-98.13499966109941,20.798560383518332,3637.4190082493205,-98.13499966109941,26.91217707574674,6103.409346542179,8.37,CHO,ester,"[352.0, 382.0, 412.0, 442.0, 472.0]","[6.3800025, 7.7857513, 9.6283455, 10.367647, 10.976074]","[6.470397764013084, 7.984655873199587, 9.20944084409036, 10.220516660942636, 11.069329230336244]",0.2251929476669642,Pass
44,CCCC(=O)OC(C)C,21.845039236561085,3667.24898778094,-50.79800007591106,21.845039236561085,3667.24898778094,-50.79800007591106,23.65906183051382,4770.956312683663,13.85,CHO,ketone,"[266.0, 301.25, 336.5, 371.75, 407.0]","[4.659246, 7.307964, 9.587253, 10.400224, 11.599758]","[4.804077775099945, 7.202516963957127, 9.00911583383008, 10.41887897647266, 11.549619818408614]",0.2717350727441345,Pass
45,CC(C)CC(=O)C1=CC=CC=C1,23.144848499689815,5433.267262491246,-33.74900073075933,23.144848499689815,5433.267262491246,-33.74900073075933,23.004851353892352,4701.517254034242,-82.373,CHO,ester,"[331.0, 373.5, 416.0, 458.5, 501.0]","[4.7537327, 7.4275494, 8.644005, 10.442668, 11.626868]","[4.8664666763085975, 7.152938912380328, 8.930975225286137, 10.353195809454416, 11.516693031544705]",0.19525141540126562,Pass
46,C/C=C\CC(C)(C)C,20.822253990450204,2992.439599096439,-58.14999940203084,20.822253990450204,2992.439599096439,-58.14999940203084,19.59822276050952,2187.9163553629423,-123.65,CHO,alcohol,"[284.0, 314.25, 344.5, 374.75, 405.0]","[7.7164655, 9.137975, 10.154547, 11.3091545, 12.202504]","[7.572576808902893, 9.137601151448925, 10.371967303933715, 11.370454896010012, 12.19477930711293]",0.11982745360074241,Pass
47,CC1(CCCCC1)C,20.535144638414877,3038.974833179985,-55.41999992699466,20.535144638414877,3038.974833179985,-55.41999992699466,19.968409365910176,2314.991421475098,-77.721,CHO,ester,"[290.0, 322.5, 355.0, 387.5, 420.0]","[7.609095, 9.024579, 10.046777, 11.213149, 11.911654]","[7.580183292942104, 9.15662572072392, 10.391026764548805, 11.383811126102495, 12.199594600331071]",0.22307643275599126,Pass
48,CCC(C)CC(C)(C)CC,20.677536492505975,3305.199717709361,-67.66000007997508,20.677536492505975,3305.199717709361,-67.66000007997508,31.34635729272909,10853.879559653473,0.0,CHO,ester,"[320.0, 354.5, 389.0, 423.5, 458.0]","[7.1798105, 8.930729, 10.301303, 11.121923, 11.919741]","[7.579336766332817, 9.154737305685776, 10.39185864787886, 11.389093039163324, 12.21004733361265]",0.2733711327228843,Pass
49,CCC(C)O,22.102997862253982,3026.0343191100205,-86.59999896523911,22.102997862253982,3026.0343191100205,-86.59999896523911,22.806322467174404,4945.3264766059165,-129.79,CHO,alcohol,"[295.0, 319.25, 343.5, 367.75, 392.0]","[8.275103, 9.353459, 10.003689, 11.149105, 11.675903]","[7.582679696191898, 9.096188035940196, 10.323962025833325, 11.339937906141474, 12.194568566426884]",0.43672516747825363,Pass
50,CCCCC1(CCCCC1)O,24.325199683933473,5936.391325762611,-17.290000375072847,24.325199683933473,5936.391325762611,-17.290000375072847,20.583383792547025,2376.150384130113,-38.646,CH,alkane,"[362.0, 391.75, 421.5, 451.25, 481.0]","[6.692602, 8.348507, 9.500895, 10.322027, 11.204713]","[7.103792321218162, 8.471994183785032, 9.638795757336965, 10.645617854378756, 11.523251633778084]",0.2861891283551992,Pass
51,CCCC(C)/C=C/C,20.788912517894357,3047.471357219861,-58.150000643737286,20.788912517894357,3047.471357219861,-58.150000643737286,20.61216610620945,2494.254578719964,-66.329,CHN,amine,"[289.0, 320.0, 351.0, 382.0, 413.0]","[7.4868045, 9.198679, 10.298088, 11.458606, 12.138551]","[7.587823646556648, 9.150679310612873, 10.382658924911588, 11.378780160064032, 12.200857386256487]",0.07735028116629085,Pass
52,CC(C)CCC(C(C)C)O,19.88765771280147,2509.8177538123828,-148.14999989578934,19.88765771280147,2509.8177538123828,-148.14999989578934,21.51774979743308,2740.951242998253,-106.48,CHO,alcohol,"[346.0, 372.25, 398.5, 424.75, 451.0]","[7.697788, 8.85532, 9.533834, 10.772448, 11.446369]","[7.20220028257196, 8.688113970137026, 9.862422031190546, 10.813840818182932, 11.60032816612265]",0.28529000212417466,Pass
53,CCCCCCCCCCO,20.37569061715911,3152.238992308933,-148.0699999999962,20.37569061715911,3152.238992308933,-148.0699999999962,23.01829845083544,2727.3613857794016,-49.322,CHO,aldehyde,"[400.0, 420.0, 440.0, 460.0, 480.0]","[8.292915, 8.940807, 9.596488, 10.316656, 10.648816]","[7.863330071337307, 8.783593414537517, 9.577763058124775, 10.270093232140368, 10.878992541333186]",0.23011270167776024,Pass
54,C1=CC=C(C=C1)C2=CC=CC=C2O,23.46603612216847,5713.871816020291,-70.96599999998963,23.46603612216847,5713.871816020291,-70.96599999998963,22.10299785051937,3026.034303361845,-86.6,CHO,alcohol,"[435.0, 463.25, 491.5, 519.75, 548.0]","[7.8472567, 8.684896, 9.665905, 10.920277, 11.341078]","[7.770052186546721, 8.900385175354076, 9.878854548216903, 10.734138781754917, 11.488122983859322]",0.17550686325483864,Pass
55,CC1=CC(=C(C=C1)C)C=C,21.99512173697695,4435.545648733252,-42.713000041101814,21.99512173697695,4435.545648733252,-42.713000041101814,21.042404130835383,2838.235463177251,-54.46,CHO,ketone,"[302.0, 343.25, 384.5, 425.75, 467.0]","[5.0851383, 7.224241, 9.070995, 10.402094, 11.52231]","[4.888418934905843, 7.236387706355877, 9.017607527013084, 10.415181289445576, 11.541005421555482]",0.0918880506730251,Pass
56,COC1=CC=C(C=C1)C=C,23.12311211046368,5088.62324486225,-39.16400035340703,23.12311211046368,5088.62324486225,-39.16400035340703,23.75259283699124,4603.323512743511,22.27,CHO,ketone,"[318.0, 352.25, 386.5, 420.75, 455.0]","[5.0143824, 6.9380455, 8.3670435, 9.474056, 10.945731]","[4.873591780058259, 6.869995553427881, 8.472677805055389, 9.787656277622649, 10.88602044702506]",0.16584443587781825,Pass
57,CCCCCCC/C=C\C,20.873140871143207,3448.445684626537,-78.41000775521724,20.873140871143207,3448.445684626537,-78.41000775521724,25.682182170771178,6048.2693413202505,-4.19,CHON,alcohol,"[401.0, 412.5, 424.0, 435.5, 447.0]","[10.170595, 10.4754305, 10.818787, 11.021855, 11.456932]","[10.183268999044582, 10.551234305304735, 10.894710471126848, 11.2160634976454, 11.5173641092587]",0.1029953406767009,Pass
58,CC1=CC=C(C=C1)NN,24.555596358040088,6179.228866183539,-40.87800002451868,24.555596358040088,6179.228866183539,-40.87800002451868,22.701393664486663,4469.105827672887,-92.898,CHON,amide,"[355.0, 394.25, 433.5, 472.75, 512.0]","[4.990898, 7.2463355, 8.686451, 10.427848, 11.213242]","[4.884166572354115, 7.069126385967639, 8.817230024000933, 10.2475864230708, 11.43961182225744]",0.16949062122015288,Pass
59,CON,21.848838507954696,2821.2654110418885,-47.954999999999835,21.848838507954696,2821.2654110418885,-47.954999999999835,22.209216100859187,3674.4652913998975,-70.364,CHO,carboxylic_acid,"[210.0, 237.75, 265.5, 293.25, 321.0]","[4.963091, 7.313403, 8.652489, 9.496073, 10.470335]","[4.438456138601211, 6.9840348458883295, 8.880186454164049, 10.347318252581015, 11.51623614921571]",0.6714311496114999,Pass
60,CCCC(CC)C(C)CC,20.750413289169366,3371.4450769793966,-69.85000076148955,20.750413289169366,3371.4450769793966,-69.85000076148955,24.148246033520405,5030.084633879027,-15.491,CHO,carboxylic_acid,"[326.0, 360.5, 395.0, 429.5, 464.0]","[7.6522527, 9.304716, 10.440077, 11.497349, 12.188592]","[7.588418026643589, 9.150739848267358, 10.381521747725849, 11.376174212838068, 12.196702562530415]",0.09587632519251274,Pass
61,CCCCC(C)(C)C(C)C,20.716173877630034,3356.7085509005256,-68.14999986850832,20.716173877630034,3356.7085509005256,-68.14999986850832,28.22877220606981,6235.607664486246,0.0,CHO,carboxylic_acid,"[324.0, 358.5, 393.0, 427.5, 462.0]","[7.6488338, 9.301297, 10.406271, 11.226891, 12.139265]","[7.596343706531986, 9.155269626309208, 10.383070754753112, 11.375117666242431, 12.193364306326998]",0.09951415445978971,Pass
62,CC(=O)C=C,23.75259284699553,4603.323519329263,22.270000235177722,23.75259284699553,4603.323519329263,22.270000235177722,24.92755595824424,6431.810940260269,0.0,CHON,amide,"[279.0, 298.0, 317.0, 336.0, 355.0]","[8.445112, 9.260665, 9.860091, 11.29192, 11.531954]","[8.472865307720118, 9.379334296561256, 10.184274056245783, 10.903837672608203, 11.550924236934224]",0.2327724488489912,Pass
